FacilityID,TankIDAssociatedwithRelease,LUSTID,FederallyReportableRelease,SiteName,SiteAddress,SiteAddress2,SiteCity,Zipcode,County,State,EPARegion,FacilityType,TribalSite,Tribe,Latitude,Longitude,CoordinateSource,LUSTStatus,ReportedDate,NFADate,MediaImpactedSoil,MediaImpactedGroundwater,MediaImpactedSurfaceWater,SubstanceReleased1,QuantityReleased1,Unit1,SubstanceReleased2,QuantityReleased2,Unit2,SubstanceReleased3,AmountReleased3,Unit3,SubstanceReleased4,AmountReleased4,Unit4,SubstanceReleased5,AmountReleased5,Unit5,SourceOfRelease1,CauseOfRelease1,SourceOfRelease2,CauseOfRelease2,SourceOfRelease3,CauseOfRelease3,HowReleaseDetected,CorrectiveActionStrategy1,CorrectiveActionStrategy1StartDate,CorrectiveActionStrategy2,CorrectiveActionStrategy2StartDate,CorrectiveActionStrategy3,CorrectiveActionStrategy3StartDate,ClosedWithContamination,NoFurtherActionLetterURL,MilitaryDoDSite
10696,,9LTH59,No,A & K FEED & GRAIN CO,120 CENTER STREET,,Lime Springs,521550000,Howard,IA,7,,,,43.44855,-92.28224,GPS,No further action,1999-04-12,2015-05-21,No,No,No,Diesel,,Gallons,Gasoline,,Gallons,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
7168,,9LTS82,No,BLACKBURN OIL CO,908 MAIN,,Malvern,515510000,Mills,IA,7,,,,41.0079,-95.58474,Map interpolation,,2020-06-29,,No,No,No,Unknown,0.0,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,At tank removal,,,,,,,Yes,,Unknown
7724,,7LTV53,No,FORMER VALUE MART,4200 STATE STREET,,Bettendorf,527220000,Scott,IA,7,,,,41.53254,-90.47599,GPS,Active: general,1990-09-21,,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
7892,,8LTB80,No,LAND O LAKES INC,1609 19th St SW,,Mason City,50401,Cerro Gordo,IA,7,,,,43.13259,-93.22712,Map interpolation,No further action,1990-10-17,1998-05-04,No,No,No,Diesel,0.0,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
10343,,7LTF12,No,CASEY'S GENERAL STORE 3220,505 SE KENT STREET,,Greenfield,50849,Adair,IA,7,,,,41.30282,-94.4535,Other,No further action,1989-08-25,2000-11-06,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
10860,,8LTF15,No,FORMER ALBAUGH TRUCKLINE,102 E MAIN ST,,Elkhart,500730000,Polk,IA,7,,,,41.79361,-93.52511,GPS,,1990-10-25,,No,No,No,Diesel,0.0,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
5129,,9LTR95,No,EXPRESS MART,205 N MAIN ST,,Clarksville,50619-2019,Butler,IA,7,,,,42.78577,-92.66799,Geocoded address,No further action,2017-11-27,2024-03-08,No,No,No,Diesel,0.0,Gallons,Gasoline,0.0,Gallons,,,,,,,,,,,,Unknown,Unknown,,,Other,,,,,,,Yes,,Unknown
18565,,9LTS84,No,FORMER BEAVERDALE SERVICE (BRUNSON HOLDINGS LLC),2636 BEAVER,,Des Moines,50310,Polk,IA,7,,,,,,,No further action,2020-07-24,2020-12-23,No,No,No,Unknown,0.0,Gallons,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
4701,,8LTA24,No,OKOBOJI GAS COMPANY,2098 HIGHWAY 86,,Milford,51351,Dickinson,IA,7,,,,43.34447,-95.1781,GPS,No further action,1990-09-27,1998-08-26,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
4619,,9LTA81,No,ROADWAY EXPRESS INC,1303 EAST MARY STREET,,Ottumwa,525010000,Wapello,IA,7,,,,40.99548,-92.40701,GPS,,1994-11-30,,No,No,No,Diesel,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,At tank removal,Over-excavation:Thru Over-excavation,1994-10-15,,,,,Yes,,Unknown
7820,,7LTX37,No,PARKER HANNIFIN,1867 State Highway 48,,Red Oak,51566,Montgomery,IA,7,,,,41.03515,-95.23379,GPS,,1988-07-01,,No,No,No,Diesel,0.0,Gallons,,,,,,,,,,,,,,,,,,,Other,Over-excavation:Thru Over-excavation,,,,,,Yes,,Unknown
8580,,8LTD46,No,"WILLABBY, INC.",1310 W 1ST ST,,Cedar Falls,506130000,Black Hawk,IA,7,,,,42.53765,-92.46154,GPS,No further action,1990-10-05,2007-08-07,No,No,No,Kerosene,0.0,Gallons,Gasoline,0.0,Gallons,Diesel,0.0,Gallons,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
9548,,8LTK99,No,WOODS AMOCO,2ND & QUIMBY,,Ida Grove,514450000,Ida,IA,7,,,,42.34503,-95.47391,Other,,1991-01-30,,No,No,No,Diesel,,Gallons,Gasoline,,Gallons,,,,,,,,,,,,Unknown,Unknown,,,Other,Over-excavation:Thru Over-excavation,1993-10-15,,,,,Yes,,Unknown
18345,,9LTQ96,No,FORMER GAS STATION,201 E 1ST ST,,Leon,50144,Decatur,IA,7,,,,40.73954,-93.74584,Geocoded address,No further action,2014-05-12,2020-05-11,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
1060,,8LTH33,No,REIS BROS CONOCO,United States Highway 71,,Early,505350000,Sac,IA,7,,,,42.47448,-95.14901,Other,,1990-11-09,,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,At tank removal,,,,,,,Yes,,Unknown
2526,,9LTG59,No,DREUSICKE PROPERTIES,1515 WILLOW CREEK DR,,Iowa City,52246,Johnson,IA,7,,,,41.64086,-91.56106,Other,,1998-07-28,,No,No,No,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
1926,,7LTN56,No,RUBLE'S AMOCO,344 E MAIN,,Cherokee,510120000,Cherokee,IA,7,,,,42.74971,-95.54501,GPS,No further action,1990-06-04,2008-06-26,No,No,No,Unknown,0.0,Gallons,,,,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
6962,,8LTS36,No,THE PRICHARD CO,5TH & SENECA ST,,Storm Lake,505880000,Buena Vista,IA,7,,,,42.6445,-95.19675,Other,No further action,1992-02-28,1998-10-05,No,No,No,Diesel,,Gallons,Gasoline,,Gallons,,,,,,,,,,,,Unknown,Unknown,,,At tank removal,,,,,,,Yes,,Unknown
517,,9LTJ98,No,"TIRES, INC.",2103 W BROADWAY,,Council Bluffs,51501,Pottawattamie,IA,7,,,,41.26162,-95.87552,GPS,No further action,2001-02-28,2006-06-30,No,No,No,Unknown,,Gallons,Gasoline,,Gallons,,,,,,,,,,,,Unknown,Unknown,,,Other,,,,,,,Yes,,Unknown
12366,,8LTE65,No,TRI-STATE READY MIX,Broadway St,,Larchwood,512410000,Lyon,IA,7,,,,43.45022,-96.43372,GPS,,1990-10-23,,No,No,No,Diesel,0.0,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,At tank removal,Over-excavation:Thru Over-excavation,1990-09-12,,,,,Yes,,Unknown
2200,,7LTU25,No,FUNK-KIRBY OIL CO,900 W LOWELL,,Shenandoah,516010000,Page,IA,7,,,,40.76671,-95.37728,GPS,No further action,1990-09-17,1999-08-12,No,No,No,Kerosene,0.0,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,At tank removal,,,,,,,Yes,,Unknown
5449,,9LTA37,No,D & L CAR CARE,501 N MAIN,,Charles City,506160000,Floyd,IA,7,,,,43.06993,-92.677,GPS,,1994-11-03,,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
7112,,8LTH14,No,JOHNS CITGO SERVICE,202 WEST PLATT STREET,,Maquoketa,520600000,Jackson,IA,7,,,,42.06937,-90.66713,GPS,,1990-11-13,,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,Over-excavation:Thru Over-excavation,,,,,,Yes,,Unknown
10899,,7LTR85,No,FORMER CONDON'S SERVICE,904 4TH,,Boone,500360000,Boone,IA,7,,,,42.05948,-93.87953,Geocoded address,No further action,1990-08-17,1998-07-20,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
4760,,7LTI24,No,NEWELL COOP ELEVATOR,1ST & FULTON,,Newell,505680000,Buena Vista,IA,7,,,,42.60665,-95.00288,GPS,No further action,1989-12-26,2003-12-04,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,,,,At tank removal,,,,,,,Yes,,Unknown
8706,,7LTT62,No,OASIS WINE SPIRITS & GROCERY,630 SW 9TH ST,,Des Moines,50309,Polk,IA,7,,,,41.5754,-93.62503,Geocoded address,No further action,1990-09-07,2000-06-09,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,,,,At tank removal,,,,,,,Yes,,Unknown
4373,,8LTB36,No,KLINGER PAINT CO,5555 WILLOW CREEK DRIVE,,Cedar Rapids,524040000,Linn,IA,7,,,,41.92461,-91.69091,GPS,,1990-10-12,,No,No,No,Non-Petroleum Product,0.0,Gallons,Other Petroleum,0.0,Gallons,,,,,,,,,,Unknown,Unknown,,,,,At tank removal,,,,,,,Yes,,Unknown
5000,,9LTS76,No,CASEYS GENERAL STORE 3852,102 W TAYLOR ST,,Creston,508010000,Union,IA,7,,,,41.049,-94.36157,Other,No further action,2020-03-27,2020-12-14,Yes,Yes,Yes,Waste Oil,0.0,Gallons,Gasoline,0.0,Gallons,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
5952,,9LTE13,No,INTERSTATE BRANDS CORP,1539 N FEDERAL,,Mason City,504010000,Cerro Gordo,IA,7,,,,43.16755,-93.20039,GPS,No further action,1996-09-25,1998-07-28,No,No,No,Diesel,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,At tank removal,,,,,,,Yes,,Unknown
17664,,9LTS89,No,MURPHY OIL #7775,3030 EDGEWOOD RD SW,,Cedar Rapids,52404,Linn,IA,7,,,,41.94822,-91.71645,Other,No further action,2020-10-05,2022-04-07,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,Other,Other,,,,,Other,,,,,,,Yes,,Unknown
327,,9LTD64,No,JOE PHIPPS PROPERTY,313 N 2ND STREET,,Cherokee,510120000,Cherokee,IA,7,,,,42.7522,-95.55148,Other,No further action,,2002-03-06,No,No,No,Unknown,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
76,,8LTN20,No,FORMER SIMKINS SERVICE,414 W KIMBERLY ROAD,,Davenport,528060000,Scott,IA,7,,,,41.56033,-90.57888,Other,No further action,1991-04-04,2001-03-15,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
4117,,7LTX61,No,MIDAMERICAN ENERGY CO,716 FIRST STREET SE,,Cedar Rapids,524010000,Linn,IA,7,,,,41.97322,-91.66383,GPS,,1987-04-22,,No,No,No,Diesel,0.0,Gallons,Gasoline,0.0,Gallons,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
2841,,7LTL25,No,GRIFFIN PIPE PRODUCTS CO,2601 9th Avenue,,Council Bluffs,51501,Pottawattamie,IA,7,,,,41.25296,-95.88744,Map interpolation,,1989-11-27,,No,No,No,Other Petroleum,0.0,Gallons,,,,,,,,,,,,,Tank,Tank corrosion,,,,,At tank removal,,,,,,,Yes,,Unknown
105,,8LTR64,No,FORMER SERVICE STATION,2097 250th Street ,,Fort Dodge,50501-0000,Webster,IA,7,,,,42.42741,-94.18442,GPS,No further action,1991-11-22,2016-03-17,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
8916,,9LTO02,No,KUM & GO #126,11010 DOUGLAS,,Urbandale,503220000,Polk,IA,7,,,,41.62868,-93.76984,GPS,,2009-05-14,,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,Tank,Overfill (general),,,,,Other,,,,,,,Yes,,Unknown
16845,,8LTO39,No,WESTDALE MALL (051),2600 EDGEWOOD ROAD SW,,Cedar Rapids,524040000,Linn,IA,7,,,,41.9529,-91.71806,GPS,No further action,1991-06-02,1992-04-24,No,No,No,Diesel,,Gallons,Gasoline,,Gallons,,,,,,,,,,Unknown,Unknown,,,,,At tank removal,Over-excavation:Thru Over-excavation,,,,,,Yes,,Unknown
5150,,8LTZ40,No,KC AMOCO,1701 JFK ROAD,,Dubuque,520010000,Dubuque,IA,7,,,,42.50067,-90.72158,GPS,,1994-06-28,,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,Groundwater Treatment: Other,2009-10-20,,,,,Yes,,Unknown
5477,,9LTG94,No,WATER TREATMENT PLANT,410 MAIN ST,,Ackley,506010000,Hardin,IA,7,,,,42.55401,-93.05751,GPS,No further action,1998-08-19,2019-01-24,No,No,No,Diesel,0.0,Gallons,,,,,,,,,,,,,,,,,,,Other,Soil Venting:Active,2016-07-05,,,,,Yes,,Unknown
7345,,8LTG58,No,SPEEDE SHOP,204 MAIN ST,,Garnavillo,52049,Clayton,IA,7,,,,42.86888,-91.23586,GPS,No further action,1990-10-15,2007-08-06,No,No,No,Diesel,,Gallons,Gasoline,,Gallons,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
2975,,7LTR61,No,FORMER ROYS MOTOR SERVICE,1021 RAILROAD AVE,,West Des Moines,50265,Polk,IA,7,,,,41.56993,-93.71773,GPS,No further action,1990-08-17,2012-07-31,No,No,No,Diesel,0.0,Gallons,Gasoline,0.0,Gallons,,,,,,,,,,,,Unknown,Unknown,,,Other,Soil Venting:Active,1999-12-16,,,,,Yes,,Unknown
2807,,8LTH00,No,KWIK SHOP LPT 5518,1670 W KIMBERLY RD,,Davenport,52806-5531,Scott,IA,7,,,,41.56026,-90.60002,Other,,1990-11-02,,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
5227,,8LTF65,No,FORMER VISTA,2324 S FEDERAL,,Mason City,504010000,Cerro Gordo,IA,7,,,,43.12915,-93.20147,GPS,No further action,1990-10-22,2010-05-11,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
521,,9LTK20,No,FORMER TIRE & BATTERY SHOP,717 FOURTH,,Grinnell,50112-,Poweshiek,IA,7,,,,41.74345,-92.72644,GPS,No further action,,2005-05-23,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
10546,,9LTQ00,No,CEDAR RAPIDS PUBLIC WORKS FACILITY,1201 6TH ST SW,,Cedar Rapids,52404,Linn,IA,7,,,,41.96413,-91.67553,GPS,,2012-11-21,,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,Piping,Piping failure,,,,,Other,,,,,,,Yes,,Unknown
1498,,7LTS30,No,LAND O LAKES INC,6th Ave,,Slater,502440000,Story,IA,7,,,,41.87759,-93.68893,Other,,1990-08-23,,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,,,,At tank removal,Over-excavation:Thru Over-excavation,1990-09-15,,,,,Yes,,Unknown
10640,,7LTV03,No,KWIK STOP FOOD MART,2297 UNIVERSITY AVE,,Dubuque,52003-0000,Dubuque,IA,7,,,,42.49981,-90.69595,GPS,No further action,1990-09-10,2013-08-29,No,No,No,Kerosene,0.0,Gallons,Gasoline,0.0,Gallons,Diesel,0.0,Gallons,,,,,,,,,,,Unknown,Unknown,Other,,,,,,,Yes,,Unknown
6888,,7LTP06,No,CASEY'S GENERAL STORE #49,474 W Iowa St,,Lenox,508510000,Taylor,IA,7,,,,40.87954,-94.56503,GPS,No further action,1990-07-17,2009-07-06,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
8023,,8LTO78,No,PEPSI COLA GENERAL BOTTLERS,3825 106TH ST,,Urbandale,50322,Polk,IA,7,,,,41.63022,-93.76457,GPS,No further action,1991-07-05,1997-08-26,No,No,No,Diesel,,Gallons,Gasoline,,Gallons,,,,,,,,,,Unknown,Unknown,,,,,At tank removal,,,,,,,Yes,,Unknown
5827,,8LTB73,No,HIPPEN TIRE & BATTERY,401 N WASHINGTON,,Wellsburg,506800000,Grundy,IA,7,,,,42.43577,-92.92546,GPS,No further action,1990-10-12,2010-08-25,No,No,No,Diesel,0.0,Gallons,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
6923,,7LTM31,No,CASEY'S,4030 LINCOLN WAY,,Ames,500100000,Story,IA,7,,,,42.02249,-93.67281,GPS,,1990-03-22,,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
6820,,8LTS52,No,CASEY'S GENERAL STORE 1007,701 MAIN ST,,Malvern,51551,Mills,IA,7,,,,41.00551,-95.58545,GPS,No further action,1992-02-28,1998-09-18,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
8925,,8LTR67,No,RYDER TRUCK RENTAL #0748,3520 DIVISION,,Burlington,526010000,Des Moines,IA,7,,,,40.80778,-91.14374,Other,,1991-01-02,,No,No,No,Diesel,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
16676,,8LTR57,No,REINBECK AUTO PARTS,202 GRUNDY AVENUE,,Reinbeck,506690000,Grundy,IA,7,,,,42.32546,-92.59551,GPS,No further action,1990-09-25,2012-04-23,No,No,No,Diesel,,Gallons,Gasoline,,Gallons,,,,,,,,,,Unknown,Unknown,,,,,Other,Bio-remediation: Active,2003-09-15,,,,,Yes,,Unknown
5690,,8LTA80,No,NORTH SHORE BP,474 N SHORE DRIVE,,Clear Lake,504280000,Cerro Gordo,IA,7,,,,43.13993,-93.39087,GPS,No further action,1990-08-14,2015-08-31,No,No,No,Diesel,0.0,Gallons,Gasoline,0.0,Gallons,,,,,,,,,,Unknown,Unknown,,,,,Other,Over-excavation:Land Application,2006-11-09,,,,,Yes,,Unknown
111,,8LTR97,No,FORMER STRONG REPAIR,4344 HICKMAN RD,,Des Moines,503100000,Polk,IA,7,,,,41.6147,-93.67783,GPS,No further action,1991-05-20,2001-04-02,No,No,No,Unknown,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
9807,,7LTL10,No,RUMMELLS OIL CO,117 W MAIN,,West Branch,523580000,Cedar,IA,7,,,,41.67165,-91.34738,GPS,Active: general,1988-07-06,,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
9224,,8LTC20,No,FOREST CEMETERY ASSOCIATION,634 N 9TH,,Oskaloosa,525770000,Mahaska,IA,7,,,,41.30228,-92.63483,Other,,1990-10-12,,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,,,,At tank removal,Over-excavation:Thru Over-excavation,1990-12-15,,,,,Yes,,Unknown
204,,8LTZ38,No,PLAZA INC BUILDING,27-33 N 12TH STREET,,Fort Dodge,505010000,Webster,IA,7,,,,42.50709,-94.18243,GPS,,1994-04-26,,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,At tank removal,,,,,,,Yes,,Unknown
5451,,8LTU78,No,STATELINE COOPERATIVE,706 6th St,,Armstrong,50514,Emmet,IA,7,,,,43.39423,-94.48021,Geocoded address,,1992-10-21,,No,No,No,Diesel,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,At tank removal,,,,,,,Yes,,Unknown
7099,,8LTT60,No,FORMER COMM MEM HOSPITAL,Hill St,,Postville,521620519,Allamakee,IA,7,,,,43.08228,-91.56101,GPS,No further action,1992-06-19,2002-01-24,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,At tank removal,,,,,,,Yes,,Unknown
1182,,7LTO40,No,MARSHALLTOWN TROWEL CO,800 BLOCK OF E LINN ST,,Marshalltown,50158,Marshall,IA,7,,,,42.04655,-92.89924,GPS,No further action,1990-06-26,1999-03-29,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,,,,At tank removal,,,,,,,Yes,,Unknown
7235,,8LTH27,No,ATLANTIC MUNICIPAL AIRPORT,Highland Rd,,Atlantic,50022,Cass,IA,7,,,,41.40464,-95.04579,GPS,No further action,1990-11-05,1998-08-31,No,No,No,Kerosene,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
4510,,7LTB33,No,TAMA COUNTY,3RD & FRONT ST,,Garwin,506320000,Tama,IA,7,,,,42.08971,-92.67592,GPS,No further action,1988-07-19,1999-04-15,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
4328,,7LTB75,No,CITGO #530,900 S STARR,,Burlington,526010000,Des Moines,IA,7,,,,40.80004,-91.12295,GPS,No further action,1988-11-21,2012-09-28,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
11400,,9LTL13,No,WALNUT RIDGE SERVICE CENTER,10510 DOUGLAS AVE,,Urbandale,50322,Polk,IA,7,,,,41.62917,-93.76198,Other,No further action,2003-10-15,2004-06-14,No,No,No,Waste Oil,,Gallons,Diesel,,Gallons,,,,,,,,,,Piping,Piping failure,Piping,Other,,,Other,,,,,,,Yes,,Unknown
3010,,8LTR93,No,FARMERS COOP FEED,120 WEST 5TH ST,,Cresco,521360000,Howard,IA,7,,,,43.3723,-92.12452,GPS,,1992-01-14,,No,No,No,Diesel,,Gallons,Gasoline,,Gallons,,,,,,,,,,,,Unknown,Unknown,,,At tank removal,,,,,,,Yes,,Unknown
4011,,7LTG80,No,ADM/ALCECO,Western Ave,,Sheldon,512010000,O'Brien,IA,7,,,,43.17302,-95.86058,GPS,,1989-10-27,,No,No,No,Diesel,0.0,Gallons,Gasoline,0.0,Gallons,,,,,,,,,,Unknown,Unknown,,,,,At tank removal,Over-excavation:Thru Over-excavation,1989-11-15,,,,,Yes,,Unknown
16939,,8LTZ03,No,ASSOCIATED MEDICAL CLINIC,506 E 15TH AND GRAND,,Des Moines,503160000,Polk,IA,7,,,,41.59462,-93.59619,GPS,No further action,1994-05-11,1997-01-22,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
6775,,7LTE90,No,FAST AVENUE ONE STOP,2111 PARK AVE,,Muscatine,52761,Muscatine,IA,7,,,,41.44713,-91.02997,GPS,No further action,1989-05-25,2013-02-28,No,No,No,Diesel,0.0,Gallons,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,At tank removal,,,,,,,Yes,,Unknown
7649,,8LTT11,No,PLEMONES CONOCO,5714 HICKMAN,,Des Moines,503100000,Polk,IA,7,,,,41.6146,-93.69669,GPS,No further action,1992-05-11,2004-11-22,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
11855,,8LTV06,No,SCHNECKLOTH OIL COMPANY,107 MAIN STREET,,Malcom,501570000,Poweshiek,IA,7,,,,41.70564,-92.55696,Other,No further action,1992-11-17,2002-06-20,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,At tank removal,,,,,,,Yes,,Unknown
5088,,7LTA52,No,KING'S MATERIAL,2127 NORTHTOWNE LANE,,Cedar Rapids,524020000,Linn,IA,7,,,,42.03255,-91.67062,GPS,,1988-08-09,,No,No,No,Diesel,0.0,Gallons,,,,,,,,,,,,,,,,,,,Other,Over-excavation:Thru Over-excavation,,,,,,Yes,,Unknown
16219,,9LTF61,No,WILMAC PROPERTIES,801 JACKSON,,Dubuque,520010000,Dubuque,IA,7,,,,42.50263,-90.6637,GPS,No further action,1997-06-22,2022-08-16,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,At tank removal,,,,,,,Yes,,Unknown
2264,,8LTT65,No,NORTH PARK U HAUL CENTER,321 W KIMBERLY,,Davenport,528060000,Scott,IA,7,,,,41.55987,-90.57291,GPS,,1992-06-23,,No,No,No,Waste Oil,,Gallons,Gasoline,,Gallons,Diesel,,Gallons,,,,,,,Unknown,Unknown,,,,,At tank removal,Over-excavation:Thru Over-excavation,1992-06-25,,,,,Yes,,Unknown
5208,,9LTQ56,No,YESWAY 1032,637 12TH ST NE,,Mason City,50401,Cerro Gordo,IA,7,,,,43.16258,-93.18952,GPS,No further action,2013-11-14,2014-04-16,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,Piping,Piping failure,,,,,Other,,,,,,,Yes,,Unknown
8906,,8LTE63,No,BURGER PROPERTY,410 RAILWAY STREET,COUNTY HIGHWAY M54,Gillett Grove,513410000,Clay,IA,7,,,,43.01671,-95.03807,GPS,No further action,1990-10-11,2011-08-30,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
16913,,8LTR01,No,EMPIRE FEED SERVICE,222 N. 7TH ST,,Denison,51442,Crawford,IA,7,,,,42.01932,-95.36201,GPS,,1991-11-13,,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,At tank removal,,,,,,,Yes,,Unknown
5548,,8LTN69,No,CASCADE SINCLAIR,129 Johnson St SW,,Cascade,520330000,Dubuque,IA,7,,,,42.29807,-91.01577,GPS,No further action,1991-04-11,1998-10-26,No,No,No,Other Petroleum,,Gallons,Gasoline,,Gallons,Diesel,,Gallons,Waste Oil,,Gallons,,,,,,,,,,Other,,,,,,,Yes,,Unknown
13054,,7LTE35,No,SOMERS STATION,471 6th Ave,,Somers,505860000,Calhoun,IA,7,,,,42.37969,-94.43072,GPS,,1989-06-22,,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,,,,At tank removal,Over-excavation:Thru Over-excavation,,,,,,Yes,,Unknown
650,,7LTA17,No,KWIK STAR #303,4177 HIGHWAY 21,,Victor,52211,Poweshiek,IA,7,,,,41.69163,-92.35682,GPS,No further action,1988-05-17,2016-05-23,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
8102,,7LTD23,No,PENSKE TRUCK LEASING,1425 E AURORA AVE,,Des Moines,503130000,Polk,IA,7,,,,41.63629,-93.59882,Geocoded address,,,,No,No,No,Diesel,0.0,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,At tank removal,Over-excavation:Thru Over-excavation,,,,,,Yes,,Unknown
1941,,8LTS32,No,CITY MAINT BLDG,1514 6TH STREET,,Onawa,510400000,Monona,IA,7,,,,42.01977,-96.09211,GPS,No further action,1992-02-25,2002-01-29,No,No,No,Diesel,,Gallons,Gasoline,,Gallons,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
