FacilityID,FacilityIdimport,Owner ID,AltFacilityID,Facility Name,Street Address,ZIP Linkage,ZIP+4,Phone,Authorized Representative,Title,FormDate,Facility Description,Clerk,Date of Entry,FacilityStatus,LUSTSummaryStatus,SupplementalLocationText,Fax,SOCDeficiency,LUSTRankingScore,Hawaii Common Identifier,FacilityRegistryIdentifier,TaxMapKey,FormReceivedDate,DataCollectionDate,LatitudeMeasure,LongitudeMeasure,HorizontalReferenceDatumName,GeometricTypeName,HorizontalCollectionMethodName,HorizontalAccuracyMeasuremeters,GeographicReferencePointName,LocationCommentsText,ProjectOfficer,GPSSource,ComplianceStatus,LastInspectionDate,USTStatus,UST97FacilityId
9100784,9100784,1155.0,9-100784,VA NATIONAL MEMORIAL CEMETERY OF THE PACIFIC,2177 PUOWAINA DR,57585.0,,(808) 532-3720,GENE GASTAGNETTI,DIRECTOR,2003-04-21,Federal Non-Military,rkwan,2012-02-15 10:30:45,Closed,Site Cleanup Completed (NFA),,,,,,110014043613.0,,2003-04-21,2009-04-20,21.311519,-157.843911,NAD83,Area,Address Matching,,,,Richard Takaba,,Closed,4/16/2003,,9100784
9100785,9100785,919.0,9-100785,SAINT FRANCIS HOSPITAL,2230 LILIHA ST,57589.0,,(808) 547-6190,RONALD F. M. LEE,VICE PRESIDENT,1994-10-25,Other,rkwan,2012-02-15 10:31:40,Operating,Site Cleanup Completed (NFA),,,,,,110014043631.0,,1994-11-07,2009-04-20,21.328933,-157.852226,NAD83,Area,Address Matching,,,,Shunsheng Fu,,Closed,4/9/2001,,9100785
9100786,9100786,492.0,9-100786,"HONOLULU LAUNDRY CO., LTD.",438 KAMAKEE ST,57586.0,,,ROY MURAKAMI,PRESIDENT,1990-12-14,Other,jnagashima,2011-04-07 12:10:00,Closed,Site Cleanup Completed (NFA),,,,,,110014056984.0,,1993-07-15,2009-04-20,21.295218,-157.851104,NAD83,Area,Address Matching,,,,Eric Sadoyama,,No Visits,,,9100786
9100787,9100787,1197.0,9-100787,WORLDWIDE MOVING & STORAGE INC.,2809 KAIHIKAPU ST,57591.0,,,THOMAS UNEMORI,PRESIDENT,1986-04-07,Not Listed,jnagashima,2011-04-06 15:47:09,Closed,Site Cleanup Completed (NFA),,,,,,110014043739.0,,1994-03-02,2009-04-20,21.339338,-157.897166,NAD83,Area,Address Matching,,,,Eric Sadoyama,,No Visits,,,9100787
9100788,9100788,1375.0,9-100788,HAWAII MEAT CO. LTD.,"711 MIDDLE ST
(tank #3)",57591.0,,,MICHAEL BRYAN,PRESIDENT,1992-01-20,Industrial,rkwan,2007-03-21 10:52:16,Closed,Case Transferred to HEER (unregulated),,,,,,110013789560.0,,1992-04-09,,,,,,,,,,To HEER,,No Visits,,,9100788
9100789,9100789,1727.0,9-100789,AMERICAN INT. R.A.C.,2880 UALENA ST,57591.0,,,ALAN KITAGUCHI,OAHU ISL. MANAGER,1986-04-10,Not Listed,roxanne.kwan,2017-09-26 15:01:09,Closed,Complete,,,,,,110014043775.0,,1992-10-28,2011-04-01,21.333033,-157.904315,NAD83,Area,Address Matching,,,From LUST4,Richard Takaba,,No Visits,,,9100789
9100790,9100790,1648.0,9-100790,FAY INVESTMENTS ASSOCIATES,1927 REPUBLICAN ST,57591.0,,,ALBERT KANNO,GENERAL PARTNER,1992-07-28,Industrial,SUP,1993-08-23 00:00:00,Closed,,,,,,,110014043819.0,,1992-08-05,,,,,,,,,,,,No Visits,,,9100790
9100791,9100791,297.0,9-100791,EARLE M. JORGENSEN CO.,2655 WAIWAI LP,57591.0,,,LANCE E. HULLEMAN,MANAGER PLANT OPS,1989-02-14,Not Listed,SUP,1993-08-28 00:00:00,Closed,,,,,,,110014043846.0,,1986-04-10,,,,,,,,,,,,No Visits,,,9100791
9100792,9100792,1184.0,9-100792,"WEBCO HAWAII, INC.",2840 MOKUMOA ST,57591.0,,,NOEL CHANG,VICE PRESIDENT,1993-09-24,Other,jnagashima,2011-04-06 15:19:44,Closed,Site Cleanup Completed (NFA),,,,,,110014043864.0,,1994-07-18,2009-04-20,21.341954,-157.896718,NAD83,Area,Address Matching,,,,Richard Takaba,,No Visits,,,9100792
9100793,9100793,252.0,9-100793,"DEEN MORITA PLUMBING, INC.",1658 AUIKI ST,57591.0,,,MARK MORITA,PRESIDENT,1988-08-08,Not Listed,,,Closed,,,,,,,110014043926.0,,1988-08-09,,,,,,,,,,,,No Visits,,,9100793
9100794,9100794,73.0,9-100794,"ATTCO, INC.",2855 KOAPAKA ST,57591.0,,,DANEIL K. ANDERSON,VICE PRESIDENT,1990-07-02,Not Listed,rkwan,2009-03-03 08:01:07,Closed,,,,,,,110014043944.0,,1997-10-02,,,,,,,,,,,,Closed,1/5/2001,,9100794
9100795,9100795,1371.0,9-100795,OAHU TIRE SERVICE & CO.,2808 KAMEHAMEHA HWY,57591.0,,(808) 839-5149,KENNETH K. AJIFU,OWNER,1991-12-18,Not Listed,jnagashima,2011-04-06 11:58:57,Closed,Site Cleanup Completed (NFA),,,,,,110014043953.0,,1991-12-20,2009-04-20,21.335542,-157.898967,NAD83,Area,Address Matching,,,,Shunsheng Fu,,No Visits,,,9100795
9100797,9100797,672.0,9-100797,MALOLO BEVERAGES & SUPPLIES LTD.,2815 KOAPAKA ST,57591.0,,,YOU MUN CHANG,V.P. OPERATIONS,1986-03-17,Not Listed,SUP,1993-02-02 00:00:00,Closed,,,,,,,110014057073.0,,1986-03-25,,,,,,,,,,,,No Visits,,,9100797
9100798,9100798,501.0,9-100798,"HOSE SERVICE, INC.",1807 HOMERULE ST,57591.0,,,LARRY SHINSATO,PRESIDENT & GEN MGR.,1986-03-20,Not Listed,CJR,1995-04-20 00:00:00,Closed,,,,,,,110005721790.0,,1986-03-24,,,,,,,,,,,,No Visits,,,9100798
9100799,9100799,200.0,9-100799,COCA-COLA BOTTLING CO. OF HONOLULU,949 MAPUNAPUNA ST,57591.0,,,WILLIAM BAUMAN,VICE PRES/GEN.MGR.,,Not Listed,dkam,2011-08-23 12:18:39,Closed,Site Cleanup Completed (NFA),,,,,,110013779358.0,,1992-08-26,2011-08-23,21.342488,-157.898189,NAD83,Area,Map,,,,Darren Park,,No Visits,,,9100799
9100800,9100800,495.0,9-100800,"HPC FOODS, LTD. -  POI WAREHOUSE",1603 REPUBLICAN ST,57591.0,,,BRIAN TOTTORI,2ND VICE PRESIDENT,1997-12-18,Truck/Transporter,rkwan,1999-06-25 13:43:10,Closed,,,,,,,110014044033.0,,1998-12-28,1995-08-08,21.323136,-157.881618,NAD83,Point,GPS,,,,,,Closed,8/8/1996,,9100800
9100801,9100801,685.0,9-100801,MATSON TERMINALS INC. Facilities and Maintenance,1411 Sand Island Parkway,57591.0,,(808) 848-1241,John Fackrell,Manager Facilities and Maintenance,2016-06-24,Truck/Transporter,roxanne.kwan,2022-09-08 09:10:26,Operating,Site Cleanup Completed with EHE/EHMP,,(808) 845-5648,,,,110014044051.0,15041200,2016-06-27,2007-12-19,21.30892,-157.8817,NAD83,Point,GPS,6.0,Underground Storage Tank,,Shunsheng Fu,,Open,7/6/2022,,9100801
9100802,9100802,662.0,9-100802,M K EQUIPMENT CORPORATION,1814 HOMERULE ST,57591.0,,,MARVIN KURISU,MANAGER,1992-07-27,Not Listed,lnagatoshi,1996-08-01 08:08:06,Closed,,,,,,,110005724644.0,,1992-07-28,,,,,,,,,,,,No Visits,,,9100802
9100803,9100803,814.0,9-100803,"PALAMA MEAT CO., INC.",2656 WAIWAI LP,57591.0,,,NORMAN DUNG,SUPERINTENDENT,1994-07-27,Industrial,rkwan,2001-05-11 10:38:41,Closed,,,,,,,110014057091.0,,1994-08-01,,,,,,,,,,,,No Visits,,,9100803
9100804,9100804,1791.0,9-100804,"TRANS HAWAIIAN - OAHU, INC.",124 PUUHALE RD,57591.0,,,HAROLD T. HAMADA,ADMIN. ASSIST.,1993-12-20,Other,jnagashima,2011-04-06 15:11:06,Closed,Site Cleanup Completed (NFA),,,,,,110013774433.0,,1999-03-29,2009-04-20,21.323743,-157.888707,NAD83,Area,Address Matching,,,,Richard Takaba,,Closed,3/22/1993,,9100804
9100805,9100805,1211.0,9-100805,YOUNG LAUNDRY & DRY CLEANING,2771 WAIWAI LP,57591.0,,,YOUNG LAUNDRY & DRY CLEANING,,,Other,rkwan,1999-03-01 09:51:47,Closed,,,,,,,110013783138.0,,1992-12-24,,,,,,,,,,,,No Visits,,,9100805
9100806,9100806,75.0,9-100806,"AUTOMOTIVE WAREHOUSE, INC.",2760 WAIWAI LP,57591.0,,,KENNETH KAMINAKA,PRESIDENT,1992-10-22,Other,SUP,1992-10-29 00:00:00,Closed,,,,,,,110005728702.0,,1992-10-28,,,,,,,,,,,,No Visits,,,9100806
9100807,9100807,51.0,9-100807,AMERICAN PACIFIC TRANSPORT CO.,2635 WAIWAI LP,57591.0,,,HARRY YAMADA,VICE PRES.-OPER.,1986-02-28,Truck/Transporter,jnagashima,2011-04-07 11:49:03,Closed,Site Cleanup Completed (NFA),,,,,,110013782451.0,,2001-11-20,2009-04-20,21.332756,-157.900316,NAD83,Area,Address Matching,,,,Richard Takaba,,Closed,4/16/1999,,9100807
9100808,9100808,772.0,9-100808,NORTHWEST AIRLINES CARGO BUILDING  (PMID 001122),"350 AOLEWA PLACE
AIRPORT ACCESS RD A",57591.0,,(808) 831-4289,Willard Oshiro,Station Manager,2015-04-10,Airline,rkwan,2015-04-21 13:47:17,Closed,,,(808) 836-1821,,,,110014044177.0,,2015-04-15,2010-08-10,21.33035,-157.91486,NAD27,Point,GPS,10.0,Underground Storage Tank,,,,Closed,5/23/2013,,9100808
9100809,9100809,237.0,9-100809,"CPM & F, INC.",285 SAND ISLAND ACCESS RD,57591.0,,,ANNE DALTON,COMPTROLLER,,Not Listed,jnagashima,2011-04-06 15:00:42,Closed,Site Cleanup Completed (NFA),,,,,,110005723280.0,,1993-03-23,2009-04-20,21.326944,-157.887947,NAD83,Area,Address Matching,,,,Not Assigned,,No Visits,,,9100809
9100810,9100810,81.0,9-100810,"AVIS RENT-A-CAR SYSTEM, LLC",417 LELE ST,57591.0,,(808) 833-4660,Ronald Robson,Regional Director,2021-02-04,Other,roxanne.kwan,2025-02-12 16:24:47,Operating,Site Cleanup Completed (NFA),,(808) 834-8756,,,,110013785378.0,1-1-1-070-041-0000-002,2021-02-10,2008-08-13,21.32737,-157.90131,NAD27,Point,GPS,8.0,Underground Storage Tank,,Richard Takaba,,Open,11/8/2024,,9100810
9100811,9100811,327.0,9-101811,FIRST HAWAIIAN BANK,165 S KING ST,57585.0,,,ROBERT SHIROMA,BANK PROP.OFFICER,1986-04-15,Not Listed,RKWAN,1999-06-08 08:33:21,Operating,,,,,,,110014044211.0,,1991-11-27,,,,,,,,,,,,No Visits,,,9100811
9100812,9100812,710.0,9-100812,MELIM BLDG,333 QUEEN ST,57585.0,,(808) 533-2991,ROY MELIM,VICE PRESIDENT,,Gas Station,dkam,2011-08-23 12:27:36,Closed,Site Cleanup Completed (NFA),,,,,,110014044220.0,,2001-03-01,2011-08-23,21.306082,-157.861617,NAD83,Area,Map,,,,Darren Park,,No Visits,,,9100812
9100813,9100813,90.0,9-100813,BANK OF HAWAII ANNEX,800 NUUANU AVE,57585.0,,,PETER J. HAYASE,CHIEF BLDG ENGINEER,1999-07-29,Other,rkwan,1999-08-03 11:55:36,Closed,,,,,,,110014044248.0,,1999-08-02,,,,,,,,,,,,Closed,7/15/1999,,9100813
9100814,9100814,1006.0,9-100814,STRAUB CLINIC & HOSPITAL INC.,888 S KING ST,57585.0,,,RICHARD F. AVILA,"MANAGER, ENGINEERING",1992-11-06,Other,jnagashima,2011-04-07 11:46:08,Closed,Site Cleanup Completed (NFA),,,,,,110011657331.0,,1999-10-06,2009-04-20,21.302408,-157.850558,NAD83,Area,Address Matching,,,,Richard Takaba,,No Visits,,,9100814
9100815,9100815,132.0,9-100815,HONOLULU POLICE DEPARTMENT,801 S BERETANIA ST,57585.0,,(808) 723-3877,Jack Smyth,WORK PROGRAM COORDINATOR,2016-05-13,Police Station,roxanne.kwan,2024-08-21 08:24:11,Operating,Site Assessment Completed (delineated),,(808) 723-3932,,,,110013358348.0,2-1-42-11 & 12,2016-05-13,2009-07-09,21.3038,-157.85242,NAD83,Point,GPS,12.0,Underground Storage Tank,,Anay Shende,,Open,10/25/2023,,9100815
9100816,9100816,72.0,9-100816,HAWAII KAI GOLF COURSE,8902 KALANIANAOLE HWY,57597.0,,(808) 395-2358,MAGDALENO TACA,ASST SUPERINTENDENT,2016-05-27,Golf Course,roxanne.kwan,2024-12-13 13:08:43,Operating,,,(808) 395-7726,,,,110005725974.0,3-9-10:023,2016-06-26,2009-07-07,21.29914,-157.664,NAD83,Point,GPS,9.0,Underground Storage Tank,,,,Open,6/3/2024,,9100816
9100817,9100817,1548.0,9-100817,MEADOW GOLD DAIRIES - TRANSPORTATION DEPT,826 SHERIDAN ST,57586.0,,(808) 944-5974,David Symdra,"Director, Engineering",2020-08-16,Truck/Transporter,roy.ilaga,2025-02-05 15:39:00,Temporarily Closed,,,(808) 944-5901,,,,110005726465.0,2-3-013-012,2020-08-17,2009-03-19,21.297452,-157.841986,NAD83,Point,Map,10.0,Underground Storage Tank,3/19/2009 - pls verify data via GPS/RI,,,Open,10/18/2023,,9100817
9101122,9101122,179.0,9-101122,RICHARD'S CHEVRON,1509 S BERETANIA ST,57598.0,,,EDWARD KAJIYAMA,C & M REP,1991-10-01,Other,SUP,1992-02-10 00:00:00,Closed,,,,,,,110014031804.0,,1991-11-04,,,,,,,,,,,,No Visits,,,9101122
9100818,9100818,475.0,9-100818,HILTON HAWAIIAN VILLAGE,2005 KALIA RD,57587.0,,(808) 949-4321,Derek Maurer,Director Project management,2014-10-15,Resort Hotel,sli,2015-03-24 08:57:37,Closed,Site Cleanup Completed (NFA),,(808) 951-5458,,,,110014044355.0,(10 2-6:008:0039,2014-10-16,2009-04-20,21.284122,-157.83575,NAD83,Area,Address Matching,,,,Shaobin Li,,Closed,4/11/2005,,9100818
9100819,9100819,654.0,9-100819,"LING BROTHERS, LTD.",1819-E LIPEEPEE ST,57587.0,,,ROBERT LING,PRESIDENT,,Not Listed,dkam,2011-08-23 13:00:58,Operating,Site Cleanup Completed (NFA),,,,,,110014044408.0,,1986-04-09,2011-08-23,21.287438,-157.837237,NAD83,Area,Map,,,,Richard Takaba,,No Visits,,,9100819
9100820,9100820,1837.0,9-100820,PAKA MOANA BLDG,"2546 LEMON RD, STE 305",57587.0,,,MAGIC ISLAND ENTERPRISES,,,Not Listed,rkwan,2000-06-26 09:05:33,Closed,,,,,,,110014044417.0,,2000-06-23,,,,,,,,,,,,No Visits,,,9100820
9100821,9100821,767.0,9-100821,SPENCECLIFF BAKE SHOP,2908 KAMEHAMEHA HWY,57590.0,,,HUGH TAIRA,ADMINISTRATIVE MANAG,1991-10-04,Other,SUP,1993-04-22 00:00:00,Closed,,,,,,,110014057171.0,,1991-10-08,,,,,,,,,,,,No Visits,,,9100821
9100831,9100831,1020.0,9-100831,"TAI HING CO., INC.",1023 KAWAIAHAO ST,57586.0,,,LEONARD WONG,PRESIDENT,1986-04-05,Not Listed,jnagashima,2011-04-07 11:51:41,Closed,Site Cleanup Completed (NFA),,,,,,110014044532.0,,1986-04-10,2009-04-20,21.29599,-157.852223,NAD83,Area,Address Matching,,,,Jose Ruiz,,No Visits,,,9100831
9100832,9100832,1199.0,9-100832,YAJIMA OIL OF USA  INC,1375 S KING ST,57586.0,,(808) 942-0404,KUNIAKI AKAHANE,President,2021-02-17,Gas Station,roxanne.kwan,2025-01-31 16:36:59,Operating,Site Cleanup Completed (NFA),,(808) 955-3493,,,,110014044550.0,1-2-3-018-009-000-00,2021-03-02,2009-04-13,21.298494,-157.84069,NAD83,Point,GPS,5.0,Underground Storage Tank,,Shunsheng Fu,,Open,11/19/2024,,9100832
9100833,9100833,2308.0,9-100833,MAKIKI SHELL,1436 S BERETANIA ST,57586.0,,(808) 949-7843,Peter J. Pugnali,Manager of Maintenance and Compliance,2005-12-05,Gas Station,sfu,2008-11-14 15:01:26,Closed,Site Cleanup Completed (NFA),,,,,,110012241715.0,,2005-12-06,1996-11-27,21.30011,-157.838525,NAD83,Point,GPS,,,,Shunsheng Fu,,Closed,3/21/2005,,9100833
9100834,9100834,1671.0,9-100834,GAS 'N GLO INC,1670 MAKALOA ST,57586.0,,,GLENN YEE,GEN. MANAGER,1986-04-02,Not Listed,RKWAN,1998-07-09 09:01:58,Closed,Site Cleanup Completed (NFA),,,,,,110014044596.0,,1986-04-03,1996-04-24,21.292974,-157.837506,NAD83,Point,GPS,,,,Lene Ichinotsubo,,No Visits,,,9100834
9100835,9100835,1674.0,9-100835,"JAS. W. GLOVER, LTD.",1046 WAIMANU ST,57586.0,,,MR. KEISUKE,PRESIDENT,1993-06-10,Contractor,RKWAN,2002-02-15 10:46:23,Closed,Site Cleanup Completed (NFA),,,,,,110005724252.0,,1993-06-14,2009-04-20,21.296327,-157.851284,NAD83,Area,Address Matching,,,,Richard Takaba,,No Visits,,,9100835
9100849,9100849,179.0,9-100849,Stadium Texaco 208878,4561 SALT LAKE BLVD,57590.0,,(808) 487-1644,Albert Chee,"Vice President, Retail Marketing & Community Relations",2021-07-20,Gas Station,Timothy.Ugaitafa,2023-09-08 14:20:31,Operating,Site Cleanup Completed (NFA),Stadium Mall Chevron,(808) 487-6684,,,,110014044881.0,1-9-9-002-035,2021-07-29,2007-10-08,21.36495,-157.92915,NAD27,Point,GPS,20.0,Underground Storage Tank,,Not Assigned,,Closed,8/22/2023,,9100849
9100850,9100850,1399.0,9-100850,BREWER CHEMICAL CORPORATION,311 PACIFIC ST,57589.0,,,ROBERT HEIDRICH,OPERATIONS ENGINEER,1991-09-24,Not Listed,SUP,1992-04-22 00:00:00,Closed,,,,,,,110000903210.0,,1991-10-07,,,,,,,,,,,,No Visits,,,9100850
9100851,9100851,1168.0,9-100851,WAIALAE COUNTRY CLUB,4997 KAHALA AVE.,57588.0,,(808) 734-2151,DAVE NAKAMA,GOLF COURSE SUPERINTENDENT,2016-08-01,Golf Course,roxanne.kwan,2024-01-29 14:45:01,Operating,,,(808) 734-4790,,,,110005724831.0,35023001,2016-08-01,2008-08-14,21.27295,-157.77977,NAD83,Point,GPS,16.0,Underground Storage Tank,,,,Open,3/20/2023,,9100851
9100852,9100852,673.0,9-100852,HAWAIIAN GRAIN CORPORATION,701 N NIMITZ HWY,57589.0,,,RICAHARD ZARR,MANAGER,1993-12-09,Industrial,roxanne.kwan,2020-02-06 16:11:01,Closed,Site Cleanup Completed with EHE/EHMP,,,,,,110013789640.0,,1993-12-13,2011-09-13,21.312966,-157.869873,NAD83,Area,Map,,,,To Heer,,No Visits,,,9100852
9100853,9100853,1078.0,9-100853,"TROPICAL FRUITS DISTRIBUTORS OF HAWAII, INC",429 WAIAKAMILO RD,57589.0,,,RALPH NISHIDA,V.P.& GEN. MANAGER,1986-03-27,Not Listed,SUP,1993-02-02 00:00:00,Closed,,,,,,,110014057331.0,,1990-11-23,,,,,,,,,,,,No Visits,,,9100853
9100854,9100854,901.0,9-100854,"RONWILL, INC.",1232 KAUMUALII ST,57589.0,,,BEATRICE WONG,TREASURER,1991-09-26,Not Listed,SUP,1993-04-29 00:00:00,Closed,,,,,,,110014057340.0,,1991-10-07,,,,,,,,,,,,No Visits,,,9100854
9100855,9100855,1159.0,9-100855,"VARSITY MOTORS, LTD.",2482 S BERETANIA ST,57598.0,,,CAROL MORITOMO,SEC/TREAS.,,Not Listed,jnagashima,2011-04-06 12:28:28,Closed,Site Cleanup Completed (NFA),,,,,,110014045032.0,,1992-09-28,2009-04-20,21.293623,-157.82355,NAD83,Area,Address Matching,,,,Not Assigned,,No Visits,,,9100855
9100857,9100857,615.0,9-100857,KEWALO MARINE SERVICES,1125C ALA MOANA BLVD,57586.0,,,,PACIFIC-TMR,1990-02-09,Not Listed,jnagashima,2011-04-06 15:26:29,Closed,Site Cleanup Completed (NFA),,,,,,110014057377.0,,2000-03-30,2009-04-20,21.293044,-157.854488,NAD83,Area,Address Matching,,,,Shaobin Li,,Closed,10/2/1998,,9100857
9100858,9100858,892.0,9-100858,SNAPPY SERVICE,719 N SCHOOL ST,57589.0,,,ROBERT S. FUJIWARA,,1986-04-24,Not Listed,rkwan,2015-01-16 15:22:11,Closed,Site Cleanup Completed with EHE/EHMP,,,,,,110013777617.0,,1993-01-25,2011-04-01,21.324328,-157.861529,NAD83,Area,Address Matching,,,From LUST4,Shunsheng Fu,,No Visits,,,9100858
9100859,9100859,1548.0,9-100859,MEADOW GOLD DAIRIES-ICE CREAM PL,1418 YOUNG ST,57586.0,,,SAL SOLOMONI,TRANS MANAGER,1986-04-28,Not Listed,SUP,1993-04-08 00:00:00,Operating,,,,,,,110013767726.0,,1993-04-02,,,,,,,,,,,,No Visits,,,9100859
9100860,9100860,1177.0,9-100860,MARUKAI CORPORATION,930 MAPUNAPUNA ST,57591.0,,,LYLE MOODY,PROPERTY MANAGER,1991-09-17,Not Listed,SUP,1993-02-11 00:00:00,Closed,,,,,,,110014045112.0,,1991-09-19,,,,,,,,,,,,No Visits,,,9100860
9100861,9100861,353.0,9-100861,GASPRO (KALIHI FACILITY),2305 KAMEHAMEHA HWY / P.O. BOX 30707,57592.0,,,STEVEN BAPTISTA,ADMINISTRATOR SAFETY,1993-01-11,Industrial,jnagashima,2011-04-06 11:12:59,Closed,Site Cleanup Completed (NFA),,,,,,110005723422.0,,1993-01-12,2009-04-20,21.331881,-157.886346,NAD83,Area,Address Matching,,,,Eric Sadoyama,,No Visits,,,9100861
9100865,9100865,1548.0,9-100865,MEADOW GOLD DAIRIES-MILK PLANT,910 SHERIDAN ST,57586.0,,,RICHARD R. PILGRIM,CHIEF ENGINEER,2002-09-10,Not Listed,rkwan,2012-02-15 10:34:11,Operating,,,,,,,110002148710.0,,2002-09-12,,,,,,,,,,,,Closed,9/10/2002,,9100865
9100867,9100867,399.0,9-100867,HARDERS CO.,"2312 KAMEHAMEHA HWY, BLDG H-2",57591.0,,,EVELYN TANAKA,ADM. MANAGER,,Industrial,jnagashima,2013-07-05 09:54:44,Closed,Site Cleanup Completed with EHMP,,,,,,110014045194.0,,1992-02-06,2011-04-01,21.3324,-157.8835,NAD83,Area,Address Matching,,,From LUST4,Josh Nagashima,,No Visits,,,9100867
9100868,9100868,490.0,9-100868,HFFC - PLANT 1 (PMID 001105),3201 AOLELE ST,57591.0,,,ARVEN SAUNDERS,VICE PRESIDENT,1986-05-08,Not Listed,rkwan,2007-03-19 14:08:57,Operating,Case Transferred to HEER (unregulated),,,,,,110014045201.0,,1993-01-22,,,,,,,,,,To HEER,,No Visits,,,9100868
9100869,9100869,490.0,9-100869,HFFC - PLANT 2 (PMID 001106),3181 AOLELE ST,57591.0,,,STAN AMBO,MANAGER - AIRPROT SE,1992-06-12,Gas Station,rkwan,2001-05-02 15:55:32,Operating,,,,,,,110014057411.0,,1993-02-08,,,,,,,,,,,,No Visits,,,9100869
9100870,9100870,490.0,9-100870,HFFC - LOT 2 (PMID 010101),50 SAND ISLAND ACCESS RD,57591.0,,,STAN AMBO,MANAGER - AIRPORT SE,1992-06-12,Gas Station,rkwan,2001-05-03 11:40:40,Closed,,,,,,,110014057420.0,,1992-07-13,,,,,,,,,,,,No Visits,,,9100870
9100871,9100871,490.0,9-100871,HFFC - LOT 3 (PMID 010102),4 OR 6 SAND ISLAND ACCESS RD,57591.0,,,ARVEN SAUNDERS,VICE PRES.,1986-05-08,Not Listed,rkwan,2001-06-27 11:12:17,Operating,,,,,,,110014045256.0,,1994-05-05,,,,,,,,,,,,No Visits,,,9100871
9100872,9100872,240.0,9-100872,WAIALAE LAUNDRY,4210 WAIALAE AVE,57588.0,,,BRIAN WHITTAKER,PARTNER,1991-10-01,Not Listed,RSK,1995-05-01 00:00:00,Closed,,,,,,,110014057448.0,,1991-10-11,,,,,,,,,,,,No Visits,,,9100872
9100873,9100873,285.0,9-100873,DOLLAR RENT-A-CAR (PMID 007116),452 KALEWA ST,57589.0,,,MARK OSBOURNE,DIRECTOR OF OPERATIONS,1994-04-26,Other,RKrygier,2013-04-04 10:24:52,Closed,Site Cleanup Completed (NFA),,,,,,110014057457.0,,1994-04-28,2011-08-23,21.329489,-157.902109,NAD83,Area,Map,,,,Richard Takaba,,Closed,9/18/2002,,9100873
9100874,9100874,2351.0,9-100874,ROYAL HAWAIIAN MARKET PLACE,333 ROYAL HAWAIIAN AVE,57587.0,,,HARRY NAKAMURA,VICE PRESIDENT,1999-05-17,Industrial,rkwan,1999-05-27 11:12:03,Closed,,,,,,,110014045283.0,,1999-05-26,,,,,,,,,,,,Closed,5/8/1998,,9100874
9100876,9100876,937.0,9-100876,REX TIRE,2850 PUKOLOA ST,57591.0,,,CURTIS LEE,V.P.-ASST.GROUP MGR.,1986-05-05,Not Listed,RKWAN,2000-01-20 12:09:43,Closed,,,,,,,110014045345.0,,1986-05-08,,,,,,,,,,,,No Visits,,,9100876
9100877,9100877,1945.0,9-100877,GIBSON - SERVICE STATION,2850 PUKOLOA ST,57591.0,,,DANIEL J. TOMAS,DIV MANAGER,1991-10-29,Not Listed,jnagashima,2011-04-06 15:12:58,Closed,Site Cleanup Completed (NFA),,,,,,110014045363.0,,1993-11-18,2009-04-20,21.344124,-157.897205,NAD83,Area,Address Matching,,,,Eric Sadoyama,,No Visits,,,9100877
9100879,9100879,937.0,9-100879,MOTOR IMPORTS SERVICE,609 SOUTH ST,57585.0,,,EUGENE HARADA,ASST VICE PRES,1986-05-05,Auto Dealership,jnagashima,2011-04-07 09:42:59,Closed,Site Cleanup Completed (NFA),,,,,,110005724742.0,,1998-07-10,2009-04-20,21.301934,-157.859327,NAD83,Area,Address Matching,,,,Richard Takaba,,Closed,11/12/1996,,9100879
9100880,9100880,937.0,9-100880,KAIMUKI TOYOTA SERVICE,3282 WAIALAE AVE,57588.0,,,GEORGE MASAKI,SERVICE MANAGER,,Not Listed,rkwan,1998-07-15 10:03:16,Closed,Site Cleanup Completed (NFA),,,,,,110005724902.0,,1998-07-10,1995-08-08,21.286704,-157.80602,NAD83,Point,GPS,,,,Jose Ruiz,,Closed,8/8/1995,,9100880
9100884,9100884,329.0,9-100884,"FLAMINGO ENTERPRISES, INC.",574 ALA MOANA BLVD,57585.0,,,DANIEL NAGAMINE,PRESIDENT,1986-05-06,Not Listed,,,Closed,,,,,,,110014045489.0,,1990-12-06,,,,,,,,,,,,No Visits,,,9100884
9100885,9100885,1003.0,9-100885,STEVEN S. NAGAMINE,574 ALA MOANA BLVD,57585.0,,,STEVEN NAGAMINE,OWNER,1986-05-06,Not Listed,SUP,1992-09-16 00:00:00,Closed,,,,,,,110014057527.0,,1992-09-16,,,,,,,,,,,,No Visits,,,9100885
9100886,9100886,307.0,9-100886,MOANALUA GARDENS,1350 A PINEAPPLE PL,57591.0,,(808) 833-1944,CLYDE NAKATA,SUPER.,1986-05-07,Other,sfu,2007-05-01 14:44:27,Closed,Site Cleanup Completed (NFA),,,,,,110014045531.0,,1998-06-26,1997-11-06,21.348534,-157.890673,NAD83,Point,GPS,,,,Shunsheng Fu,,Closed,11/6/1997,,9100886
9100888,9100888,1708.0,9-100888,OGDEN ALLIED SERVICES,2720 WAIWAI LP,57591.0,,,RICHARD FREITAS,AGENT,,Not Listed,rkwan,1999-02-26 16:19:57,Closed,Site Cleanup Completed (NFA),,,,,,110014045568.0,,1997-08-29,1995-08-08,21.333976,-157.898855,NAD83,Point,GPS,,,,Jose Ruiz,,Closed,8/8/1995,,9100888
