facility_number,Status,facility_id,Type,Name,Address,Address2,City,State,Zip,Phone,OwnerID,Trust land,Tribe,HighFlow Inspection,Pumps,Tanks,Latitude,Longitude
2302997,Inactive,2997,Not Listed,Inland Purchasing & Trans. Co.,RT. 1 BOX 2,14658 RENFROW AVE,Arnett,OK,73832,,3037,False,,False,0,1,36.1362,-99.7642
6322079,Inactive,22079,Not Listed,Jim Chambers,RT 1 BOX 9,40506 Hwy 39,Asher,OK,74826,4054493714.0,809008854,False,,False,0,1,34.9858,-96.9229
6303779,Temporarily Closed,3779,Gas Station,Sunshine Grocery,HWY 177 S & 39 HWY,,Asher,OK,74826,,3107,False,,False,0,3,34.9825,-96.9292
6304789,Active,4789,Gas Station,Kwick Stop #39,803 US Hwy 177,,Asher,OK,74826,4057842017.0,4332,False,,True,22,6,34.9836,-96.9295
6301215,Inactive,1215,Not Listed,Asher Public Schools,P.O. BOX 168,306 Walnut St,Asher,OK,74826,,293,False,,False,0,1,34.9901,-96.9221
6305844,Inactive,5844,Not Listed,At&T-C Asher (L441600),1.9 MI N ON HWY 56,,Asher,OK,74826,,10350,False,,False,0,1,35.0127,-96.9142
6302818,Active,2818,Not Listed,Kim's Express Circle B Asher,815 S HWY 177,,Asher,OK,74826,4057842333.0,809015364,False,,False,12,3,34.9813,-96.929
6300334,Inactive,334,Not Listed,Marcus King,ROUTE 1,37825 STATE HWY 39,Asher,OK,74826,,4061,False,,False,0,2,34.9859,-96.9841
6300786,Inactive,786,Gas Station,Whistle Stop,812 HWY 177 S ROUTE # 1,,Asher,OK,74826,,2881,False,,False,10,3,34.982,-96.9297
6303235,Inactive,3235,Not Listed,Former Facility,3 MI W OF SHEN ON HWY 39,40020 Coker Road,Asher,OK,74826,,13429,False,,False,0,3,34.9861,-96.9841
6305959,Inactive,5959,Not Listed,Bob's 66,"RT #1, BOX 141",38087 N 3415 Road,Asher,OK,74826,,3109,False,,False,0,4,35.0136,-96.923
6305961,Inactive,5961,Not Listed,Cafe,806 US Hwy 177,,Asher,OK,74826,,5919,False,,False,0,1,34.9829,-96.9299
6307547,Inactive,7547,Not Listed,Clarence E Tull & Peggy Johnson,RT 1 BOX 135,,Asher,OK,74826,,1340,False,,False,0,4,34.9713,-96.8443
312418,Inactive,12418,Gas Station,Donald R. Sain,DON'S COUNTRY STORE HC80 BOX 1180,11879 S Bentley Road,Atoka,OK,74525,,8456,False,,False,0,2,34.2167,-96.0761
312445,Inactive,12445,Gas Station,Dba Mr Mcgoo's,1101 W 13TH,,Atoka,OK,74525,,11303,False,,False,0,2,34.3752,-96.1456
300126,Inactive,126,Not Listed,Kerr Mcgee #6036,206 N MISSISSIPPI,,Atoka,OK,74525,,12551,False,,False,0,3,34.3882,-96.1273
312479,Active,12479,Gas Station,Sunshine Convenience Store,1028 S Mississippi,PO Box 388,Atoka,OK,74525,5808893093.0,809016447,False,,False,28,7,34.3759,-96.1337
300687,Inactive,687,Gas Station,Stop & Shout (100639),1003 S MISSISSIPPI,,Atoka,OK,74525,,11516,False,,False,0,3,34.3771,-96.1337
303197,Inactive,3197,Not Listed,Love's Country Store #53,300 N MISSISSIPPI,,Atoka,OK,74525,,4424,False,,False,0,6,34.3841,-96.129
303654,Inactive,3654,Not Listed,Town And Country Market,602 E COURT,,Atoka,OK,74525,,4121,False,,False,0,4,34.0503,-96.1209
303802,Inactive,3802,Not Listed,L. L. Brinlee,"RT. 6, BOX 89C",,Atoka,OK,74525,,3734,False,,False,0,2,34.2743,-95.9146
304883,Inactive,4883,Gas Station,Atoka Quick Mart,301 N MISSISSIPPI,,Atoka,OK,74525,,4424,False,,False,0,4,34.382,-96.1299
314747,Inactive,14747,Not Listed,Burke Tire & Auto Shop(Odot),1500 S MISSISSIPPI,,Atoka,OK,74525,,13429,False,,False,0,2,34.3722,-96.1368
312450,Inactive,12450,Gas Station,Dale's Kerr-Mcgee,1000 S MISS,,Atoka,OK,74525,,8507,False,,False,0,4,34.3772,-96.1331
312384,Inactive,12384,Gas Station,Henson's Inc,1000 E COURT,,Atoka,OK,74525,,8392,False,,False,0,7,34.3824,-96.1171
310029,Inactive,10029,Gas Station,Sooner Stop,100 N MISSISSIPPI,,Atoka,OK,74525,,5747,False,,False,0,3,34.3864,-96.1279
321052,Active,21052,Gas Station,Choctaw Travel Plaza Atoka,1302 S MISSISSIPPI,,Atoka,OK,74525,,809014692,True,Choctaw,False,0,2,34.373,-96.1354
314750,Inactive,14750,Not Listed,Abandoned Service Station Site,6TH & S MISSISSIPPI(US 69),647 S Mississippi Ave,Atoka,OK,74525,,13429,False,,False,0,4,34.3802,-96.1309
314749,Inactive,14749,Not Listed,Doris Liquor Store(Odot),220 N OLD BROOM RD,,Atoka,OK,74525,,13429,False,,False,0,2,34.3898,-96.1264
314748,Inactive,14748,Not Listed,Naifeh's Western Store(Odot),302 S MISSISSIPPI,,Atoka,OK,74525,,13429,False,,False,0,2,34.3838,-96.1291
356665,Inactive,56665,Not Listed,Unregistered Tank/Smith Residence,2051 E Hwy 3,,Atoka,OK,74525,,4695,False,,False,0,2,34.3603,-96.0951
4204434,Active,4434,Not Listed,Cresent/Marshall Field,Sec. 29-18N-2W,,Crescent,OK,73028,,5815,False,,False,0,1,,
313653,Inactive,13653,Not Listed,City Of Atoka-Shop,"315  E ""A"" STREET",,Atoka,OK,74525,,9864,False,,False,0,3,34.3906,-96.1233
321782,Inactive,21782,Not Listed,Owner Unknown,110 S MISSISSIPPI,,Atoka,OK,74525,,11129,False,,False,0,2,34.3852,-96.1283
302547,Inactive,2547,Not Listed,Odot-Dist F Headquarters,1.0 MILES WEST OF JCT 75 AND US 69-NORTHSIDE,,Atoka,OK,74525,,4619,False,,False,0,4,34.3947,-96.1459
302016,Inactive,2016,Not Listed,Harmony School,RT. 2,,Atoka,OK,74525,,2773,False,,False,0,1,34.3177,-96.0751
302010,Active,2010,Air Taxi (Airline),City Of Atoka Airport Self Service Fueling Station,1 MI W OF ATOKA HWY 3 OR 1100 BL,,Atoka,OK,74525,,9864,False,,True,0,3,34.3953,-96.1478
300471,Inactive,471,Not Listed,"Ethan Allen, Inc.",HWY 69 N,,Atoka,OK,74525,,2113,False,,False,0,1,34.4191,-96.0932
312395,Inactive,12395,Not Listed,Bait Place,400 N. MISSISSIPPI,,Atoka,OK,74525,,8415,False,,False,0,2,34.3815,-96.1301
311177,Temporarily Closed,11177,Not Listed,Howard Mcleod Correctional,1970 Whipporwill Ln,,Atoka,OK,74525,5808896651.0,809018989,False,,False,0,5,34.1575,-95.8208
310395,Inactive,10395,Utilities,Lake Atoka Shop,LAKE DRIVE,,Atoka,OK,74525,,12586,False,,False,0,2,34.4446,-96.0851
309525,Inactive,9525,Federal Non-Military,Bureau Of Reclamation,POST OFFICE BOX 71,,Atoka,OK,74542,,816,False,,False,0,2,34.3106,-95.8681
308750,Inactive,8750,Not Listed,Atoka Storeroom,1 BLK N 1 BLK E OHIO & C STREETS,,Atoka,OK,74525,,5141,False,,False,0,1,34.3906,-96.1231
306409,Inactive,6409,Auto Dealership,Estep Chevrolet-Buick,1701 S Mississippi,,Atoka,OK,74525,,8733,False,,False,0,1,34.3697,-96.1388
305764,Inactive,5764,Not Listed,Cbt Spt Co.1/180 Inf,1002 LIBERTY ROAD,,Atoka,OK,74525,,4755,False,,False,0,1,34.3938,-96.1464
312478,Temporarily Closed,12478,Gas Station,3-Way Oil Co A Corporation,254 Hwy 69 North,,Atoka,OK,74525,5808897066.0,9049,False,,False,0,4,34.3985,-96.1188
305270,Inactive,5270,Not Listed,Farris School,RT 1,,Atoka,OK,74542,,4143,False,,False,0,1,34.2592,-95.875
304884,Inactive,4884,Gas Station,Buddy's Handy Mart,1200 S MISSISSIPPI,,Atoka,OK,74542,,809016447,False,,False,4,2,34.3752,-96.1342
306412,Inactive,6412,Gas Station,Noel's Food Mart #5,101 S Mississippi,,Atoka,OK,74525,5808893085.0,809014927,False,,False,12,3,34.3861,-96.1285
306413,Inactive,6413,Gas Station,Former Noel's Food Mart #4,HWY 3 & HWY 7 EAST,1749 STATE HWY 3,Atoka,OK,74525,,809018359,False,,False,0,6,34.3664,-96.1023
358059,Active,58059,Gas Station,Casey's #4382,2067 S Mississippi Ave,,Atoka,OK,74525,,809016993,False,,False,37,2,,
310744,Inactive,10744,Not Listed,Allen Lumber & Grain,414 W. LIBERTY RD,,Atoka,OK,74525,,136,False,,False,0,1,34.3943,-96.1353
301958,Inactive,1958,Gas Station,Mullins Inc,634 S MIssissippi,,Atoka,OK,74525,,4910,False,,False,9,6,34.3807,-96.1302
314751,Inactive,14751,Not Listed,Odot,1200 S MISSISSIPPI,,Atoka,OK,74525,,13429,False,,False,0,2,34.3737,-96.1354
306410,Active,6410,Gas Station,Hop N Shop #3,401 N Mississippi,,Atoka,OK,74525,5805095021.0,809019150,False,,False,14,4,34.3899,-96.1269
306411,Active,6411,Gas Station,Atoka Mart,356 S Mississippi Ave,,Atoka,OK,74525,8324808069.0,809019215,False,,False,12,6,34.3829,-96.1291
307466,Active,7466,Gas Station,Country Corner,22432 E Hwy 3,,Atoka,OK,74525,5808896577.0,809019673,False,,False,5,5,34.2557,-95.8135
313942,Inactive,13942,Not Listed,Abandoned Service Station,INTERSECTION OF MISSISSIPPI & COURT,100 N MISSISSIPPI AVE,Atoka,OK,74525,,13429,False,,False,0,1,34.3863,-96.128
300578,Active,578,Gas Station,Love's Country Store #268,1811 S Mississippi,Hwy 69 & 75 S,Atoka,OK,74525,,4424,False,,True,24,8,34.3666,-96.1408
310436,Active,10436,Gas Station,Pruitt Oil Company,1109 S Mississippi,,Atoka,OK,74525,4058892413.0,8733,False,,False,12,12,34.3756,-96.1351
357374,Active,57374,Gas Station,Pilot Travel Center #498-02,1954 S MIssissippi Ave,,Atoka,OK,74525,,809007750,False,,True,39,5,34.3651,-96.1409
3221049,Inactive,21049,Not Listed,Former Service Station,150' W OF HWY 48 ON HWY 1 (NS),1 N 3rd ST,Atwood,OK,74827,,4696,False,,False,0,2,34.9563,-96.3382
3204258,Inactive,4258,Gas Station,Atwood Quick Pic,226 HWY 1,,Atwood,OK,74827,5809862198.0,809019368,False,,False,2,5,34.9564,-96.3377
3621196,Inactive,21196,Not Listed,Odot Right Of Way,NW CORNER OF INTERSECTION HWY 1 & 3RD ST,,Atwood,OK,74827,,4696,False,,False,0,1,34.9563,-96.3381
5702272,Inactive,2272,Not Listed,Avant Public School,"BOX 8, 1ST ST AND CHEROKEE",145 CHEROKEE AVE,Avant,OK,74001,,368,False,,False,0,1,36.4894,-96.0636
5705212,Inactive,5212,Not Listed,Munchie's,BROADWAY AT OLD HWY 11 101 E 3RD,,Avant,OK,74001,,12835,False,,False,0,3,36.4921,-95.0605
6321402,Inactive,21402,Not Listed,Former Reid Family Station,10102 HWY 18,,Aydelotte,OK,74804,,4696,False,,False,0,4,35.4431,-96.9119
411396,Inactive,11396,Gas Station,Service Station At Se Corner,BRYANS CORNER NW 14 SECTION,,Balko,OK,73931,,2107,False,,False,0,4,36.616,-100.8279
405608,Inactive,5608,Not Listed,Balko Indep School Dist No 75,RT 1 BOX 37,,Balko,OK,73931,,427,False,,False,0,2,36.6175,-100.7316
408460,Inactive,8460,Not Listed,Natural Gas Pipeline Co Of Am,BS 67,,Balko,OK,73931,,4256,False,,False,0,2,36.66,-100.7801
409304,Inactive,9304,Not Listed,Natural Gas Pipeline Co.Of Am.,ADDRESS UNKNOWN,,Balko,OK,73931,,4256,False,,False,0,2,36.5159,-100.9548
409309,Inactive,9309,Not Listed,Natural Gas Pipeline Co Of Amer,17 MI N OF PERRYTON 3 MI W. HWY 83,,Balko,OK,73931,,4260,False,,False,0,2,36.5582,-100.8841
409310,Inactive,9310,Not Listed,Natural Gas Pipeline Co Of Am,BS 61,,Balko,OK,73931,,4256,False,,False,0,2,36.5292,-100.9018
411433,Inactive,11433,Not Listed,Phyllis Price,RT 1 BOX 81,,Balko,OK,73931,,5059,False,,False,0,1,36.5121,-100.7747
408462,Inactive,8462,Not Listed,Natural Gas Pipeline Co Of Amer,Address Unknown,,Balko,OK,73931,,4256,False,,False,0,5,36.8468,-100.0081
408461,Active,8461,Not Listed,Natural Gas Pipeline Co of America,BS 68,,Balko,Ok,73932,3126913775.0,4256,False,,False,0,2,,
5708540,Inactive,8540,Not Listed,Garrett & Sons,HWY 11,,Barnsdall,OK,74002,,2419,False,,False,0,4,36.5575,-96.1598
5702990,Inactive,2990,Not Listed,Osage County Dist #1,101 E VINE,,Barnsdall,OK,74002,,4830,False,,False,0,1,36.5599,-96.1568
5709224,Active,9224,Not Listed,Osage County Dist #1,506 S 5TH,,Barnsdall,OK,74002,9188473800.0,4830,False,,False,0,10,36.5576,-96.1621
5713196,Inactive,13196,Gas Station,Bg's Mini Mart,412 W BIRCH,,Barnsdall,OK,74002,,6166,False,,False,0,2,36.5638,-96.1607
5708088,Inactive,8088,Not Listed,Barnsdall Office & Oper Ctr,409 W MAIN,,Barnsdall,OK,74002,,5141,False,,False,0,1,36.5618,-96.1583
5707621,Inactive,7621,Federal Non-Military,Birch Project Office,RT 1 BOX 721,2428 County Road 2409,Barnsdall,OK,74002,,11420,False,,False,0,1,36.5363,-96.1617
5709451,Inactive,9451,Not Listed,Petrolite Corporation,"BIRCH LAKE ROAD, BOX 669",,Barnsdall,OK,74002,,10308,True,Osage,False,0,1,36.5549,-96.1653
5700347,Inactive,347,Gas Station,John's Convenience Store,108 N 8TH STREET,,Barnsdall,OK,74002,,12537,False,,False,0,2,36.5621,-96.1657
5701136,Inactive,1136,Gas Station,Formby Oil Co.,501 S 5th Str,,Barnsdall,OK,74002,,2286,False,,False,0,2,36.5578,-96.1614
5713064,Active,13064,Gas Station,ASMA Associates,501 S 5th St,Hwy 11 & Walnut,Barnsdall,OK,74002,9188472823.0,809017702,False,,False,10,4,36.5574,-96.1614
7410742,Inactive,10742,Not Listed,Inactive Service Station,425 W FRANK PHILLIPS BLVD,,Bartlesville,OK,74004,,10617,False,,False,0,5,36.7515,-95.9816
7412356,Inactive,12356,Industrial,Reda,501 WEST HENSLEY,,Bartlesville,OK,74005,,7460,False,,False,0,7,36.752,-95.9835
7412985,Inactive,12985,Not Listed,City Police Department,122 E HANSLEY,,Bartlesville,OK,74003,,1191,False,,False,0,1,36.7533,-95.9766
7413105,Active,13105,Not Listed,Tri-County Vo-Tech,6101 SE NOWATA RD,,Bartlesville,OK,74006,9183313249.0,10651,False,,False,0,2,36.7259,-95.9079
7413446,Inactive,13446,Not Listed,School Bus Facility,814 E 13TH ST,,Bartlesville,OK,74006,,11652,False,,False,0,1,36.7411,-95.9682
7413573,Inactive,13573,Federal Military,Keepsake Candles (Formerly Air,BRIAN DR & MAUDIE LANE,,Bartlesville,OK,74003,,11420,False,,False,0,1,36.7608,-95.0351
7409635,Inactive,9635,Not Listed,Randy's Pitstop,145 NE WASHINGTON BLVD,,Bartlesville,OK,74003,,9292,False,,False,0,3,36.7586,-95.9361
7400020,Inactive,20,Not Listed,Russ Rogers Chevrolet Co. Inc.,3800 ADAMS RD.,,Bartlesville,OK,74006,,5526,False,,False,0,1,36.7455,-95.9334
7407296,Active,7296,Not Listed,Bartlesville Federal Co,"BARTLESVILLE FED, 119 E 6TH",,Bartlesville,OK,74003,,5784,False,,False,0,6,36.7472,-95.9774
7408899,Active,8899,Industrial,Shawnee Lift Station,18TH & SHAWNEE,,Bartlesville,OK,74005,,1191,False,,False,0,1,36.7317,-95.9715
7414130,Inactive,14130,Not Listed,Jane Phillips Medical Center 74-14130,410 E FRANK PHILLIPS BLVD,,Bartlesville,OK,74003,,3237,False,,False,0,2,36.751,-95.9721
7407192,Inactive,7192,Not Listed,Southwestern Bell Telephone Co,3116 E TUXEDO BLVD,,Bartlesville,OK,74006,,5784,False,,False,0,1,36.7574,-95.9427
7408898,Active,8898,Not Listed,Municipal Garage,5TH & SUNSET,,Bartlesville,OK,74003,,1191,False,,False,0,4,36.7497,-95.9984
7408860,Active,8860,Utilities,Chickasaw Wastewater Trmt Plant,230 N Chickasaw,,Bartlesville,OK,74005,,1191,False,,False,0,1,36.756,-95.9653
7406520,Inactive,6520,Not Listed,Kmart #7041,501 SE WASHINGTON BLVD,,Bartlesville,OK,74003,,3685,False,,False,0,1,36.7498,-95.9374
7400511,Active,511,Truck/Transporter,Phillips 66 Transportation Center,315 W 5th St,,Bartlesville,OK,74004,9186611596.0,809017248,False,,False,0,10,36.7492,-95.9813
7411809,Inactive,11809,Not Listed,Tri County Tech. School,6101 SE NOWATA RD,,Bartlesville,OK,74006,,5989,False,,False,0,2,36.7258,-95.9079
7421178,Active,21178,Not Listed,Murphy Usa #6977,3880 SE GREEN COUNTRY RD,,Bartlesville,OK,74006,,809012891,False,,False,18,2,36.7401,-95.9347
7411728,Inactive,11728,Not Listed,Four State Contractors Shop,1480 E TUXEDO BLVD,,Bartlesville,OK,74003,,2296,False,,False,0,2,36.7563,-95.9589
7409996,Active,9996,Not Listed,Washington County Maintenance H,3321 Yorman Rd.,,Bartlesville,OK,74005,9188329074.0,4699,False,,False,0,3,36.684,-95.9368
7402740,Inactive,2740,Utilities,Verdigris Valley Elec.-Sub Off.,HWY 75 & RD 22 (RICE CREEK RD),,Bartlesville,OK,74003,,6438,False,,False,0,2,36.6986,-95.9348
7412934,Inactive,12934,Gas Station,Jack's 66,506 S COMANCHE,,Bartlesville,OK,74003,,9906,False,,False,0,3,36.7472,-95.9627
7409639,Inactive,9639,Gas Station,Robby's,4012 Nowata,,Bartlesville,OK,74006,9183332230.0,809019174,False,,False,0,5,36.728,-95.9328
7410504,Inactive,10504,Not Listed,Aamco Transmission,140 NE WASHINGTON,,Bartlesville,OK,74006,,3798,False,,False,0,2,36.7525,-95.9351
5700117,Inactive,117,Gas Station,Kerr Mc Gee #6042,3101 E FRANK PHILLIPS BLVD,,Bartlesville,OK,74003,,12551,False,,False,0,4,36.7503,-95.9441
7401121,Inactive,1121,Federal Non-Military,Nat'L. Inst. Petr. & Research,220 N. VIRGINIA,,Bartlesville,OK,74003,,1751,False,,False,0,9,36.7563,-95.9895
5700118,Inactive,118,Gas Station,Bartlesville Total,4004 Nowata Rd,,Bartlesville,OK,74003,9183332819.0,809016700,False,,False,0,9,36.7283,-95.9326
7411249,Active,11249,Utilities,ConocoPhillips Co Office,315 Johnstone,Plaza Office Building,Bartlesville,OK,74004,,809014804,False,,False,0,1,36.7508,-95.9776
7405580,Inactive,5580,Not Listed,Beverage Products Corp,1034 NE WASHINGTON,,Bartlesville,OK,74003,,809015685,False,,False,0,2,36.7739,-95.9338
7402366,Active,2366,Not Listed,Jane Phillips Medical Center,3500 E FRANK PHILLIPS BLVD,,Bartlesville,OK,74003,,3237,False,,False,0,4,36.7532,-95.9392
7411836,Inactive,11836,Not Listed,City Of Bartlesville,2500 E ADAMS BLVD,,Bartlesville,OK,74003,,1191,False,,False,0,2,36.7462,-95.9488
5707324,Inactive,7324,Not Listed,Derby Retail #6820,1765 FRANK PHILLIPS BLVD,,Bartlesville,OK,74003,,12478,False,,False,0,3,36.7514,-95.9976
7411869,Inactive,11869,Not Listed,14Th Street Market,425 SW 14TH,,Bartlesville,OK,74003,,387,False,,False,0,2,36.7388,-95.9848
7401740,Inactive,1740,Not Listed,Bartlesville Schools - Transportation,805 E 13TH STR,,Bartlesville,OK,74006,,809008283,False,,False,0,3,36.7411,-95.9681
7400864,Inactive,864,Not Listed,Firestone Store 7835/008494,201 S CHOCTAW,,Bartlesville,OK,74003,,10798,False,,False,0,1,36.7507,-95.9676
7412566,Inactive,12566,Not Listed,Wal Mart Store #41,3901 ADAMS RAOD,,Bartlesville,OK,74003,,8548,False,,False,0,1,36.7432,-95.9312
7400406,Inactive,406,Not Listed,"Mark Robert Motors, Inc",231 NE WASHINGTON,,Bartlesville,OK,74006,,6253,False,,False,0,1,36.7602,-95.9359
7412197,Active,12197,Utilities,Bartlesville Edison Co,5503 ADAMS,,Bartlesville,OK,74003,,5784,False,,False,0,3,36.7421,-95.9155
5708158,Inactive,8158,Not Listed,Phillips Research Center,US Hwy 60,,Bartlesville,OK,74004,,10617,True,Osage,False,0,26,36.7503,-96.0034
5704417,Active,4417,Gas Station,Osage Hills Express LLC,16457 S Hwy 123,,Bartlesville,OK,74003,9183320743.0,809018179,False,,False,6,4,36.7332,-96.0056
7420986,Active,20986,Gas Station,Pyramid Express,2501-A SE Washington Blvd,,Bartlesville,OK,74006,9183331280.0,809016101,False,,False,28,2,36.7127,-96.9359
7402267,Inactive,2267,Auto Dealership,Malone Motors,2001 SE WASHINGTON BLVD,,Bartlesville,OK,74006,,10574,False,,False,0,1,36.7221,-95.9367
7411256,Active,11256,Not Listed,City of Bartlesville,401 Wiley Post Rd,,Bartlesville,OK,74003,,809019388,False,,False,3,10,36.7656,-96.0093
7409516,Inactive,9516,Not Listed,West Handimart,416 W FRANK PHILLIPS BLVD,,Bartlesville,OK,74003,,938,False,,False,0,3,36.7518,-95.9812
7409640,Inactive,9640,Gas Station,Former Ray-Kay Enterprises,325 NE WASHINGTON,,Bartlesville,OK,74003,9182871843.0,809016301,False,,False,0,5,36.7615,-95.936
7411199,Inactive,11199,Utilities,Kansas Gas & Electric,3601 NE INDIANA,,Bartlesville,OK,74005,,11723,False,,False,0,1,36.7623,-95.9369
7403538,Inactive,3538,Gas Station,Zip Trip,220 Oak Park Rd,,Bartlesville,OK,74003,9183360250.0,12356,False,,False,0,2,36.7741,-95.9992
7404927,Inactive,4927,Not Listed,Cherokee 66 Ss #297,329 SE CHEROKEE AVE.,,Bartlesville,OK,74004,,5034,False,,False,0,4,36.7497,-95.9738
7404929,Inactive,4929,Not Listed,Highland Park 66,226 SE WASHINGTON BLVD,,Bartlesville,OK,74006,,5034,False,,False,0,1,36.7535,-95.9351
7404948,Inactive,4948,Not Listed,Phillips 66 Ss # 8479,1801 HILLCREST DR,,Bartlesville,OK,74003,,5034,False,,False,0,4,36.7312,-95.9746
7407421,Active,7421,Contractor,Bartlesville Ready Mix Inc,1500 TUXEDO BLVD,,Bartlesville,OK,74003,9183360935.0,2123,False,,False,0,3,36.7562,-95.9584
7407504,Inactive,7504,Not Listed,Highland Park Dx,141 SE WASHINGTON BLVD,,Bartlesville,OK,74003,,2555,False,,False,0,3,36.7526,-95.936
7407503,Inactive,7503,Not Listed,Express Lube,620 W HENSLEY BLVD,,Bartlesville,OK,74003,,2555,False,,False,0,5,36.7536,-95.9845
5713682,Active,13682,Gas Station,Quiktrip #37,1835 S Washington Blvd,,Bartlesville,OK,74003,,5183,False,,False,72,8,36.7252,-95.9358
7404926,Inactive,4926,Gas Station,ASAP General Store #306,3315 E Frank Phillips Blvd,,Bartlesville,OK,74006,,809017257,False,,False,24,4,36.7502,-95.9406
7404994,Inactive,4994,Not Listed,Phillips 66 Co #006041,14TH & VIRGINIA,865 W 14th Place,Bartlesville,OK,74003,,9835,False,,False,0,4,36.7389,-95.9896
7404925,Inactive,4925,Gas Station,Former Jump Oil #348 - Phillips 66,200 SW Adams,,Bartlesville,OK,74003,8327652223.0,9473,False,,False,24,5,36.7471,-95.9802
7419289,Inactive,19289,Not Listed,Wooloroc Ranch,9 MI WEST OF BARTLESVILLE N HWY 121,,Bartlesville,OK,74003,,809012834,False,,False,0,1,36.663,-96.1117
7404924,Inactive,4924,Gas Station,ASAP General Stores #309,901 S Madison Blvd,,Bartlesville,OK,74006,5807726076.0,809017257,False,,False,24,4,36.7422,-95.9178
7404999,Inactive,4999,Not Listed,Phillips 66 Co #040071,HIWAY AIRPORT,,Bartlesville,OK,74003,,5034,False,,False,0,3,36.7857,-95.9452
7409425,Inactive,9425,Not Listed,Pure Gold #128,720 W FRANK PHILLIPS BLVD,,Bartlesville,OK,74003,,11531,False,,False,0,3,36.7519,-95.9857
7403728,Inactive,3728,Not Listed,"Premium Beers, Inc.",1801 W. ADAMS,,Bartlesville,OK,74003,,5118,False,,False,0,2,36.7479,-95.9992
7400346,Inactive,346,Gas Station,Yocham's Conv. Store,HWY 60 WEST,,Bartlesville,OK,74003,,10447,False,,False,0,2,36.7577,-95.2176
7403055,Inactive,3055,Truck/Transporter,D.P. Bonham Transfer,318 S ADELINE,,Bartlesville,OK,74003,,1594,False,,False,0,3,36.7577,-95.9963
7406130,Inactive,6130,Gas Station,Quiktrip #32,341 NE  WASHINGTON BLVD,,Bartlesville,OK,74003,,5183,False,,False,0,2,36.7622,-95.9359
7405001,Inactive,5001,Not Listed,Phillips 66 Co #040074,601 Armstrong,,Bartlesville,OK,74003,5807637665.0,5034,False,,False,0,3,36.7507,-95.97
7405341,Inactive,5341,Not Listed,Farmland Industries Inc,411 NE WASHINGTON BLVD,,Bartlesville,OK,74006,,2208,False,,False,0,2,36.7629,-95.9356
7414072,Inactive,14072,Not Listed,Doenges Ford,1901 SE Washington,,Bartlesville,OK,74005,,809008702,False,,False,0,1,36.7736,-95.9364
7457666,Active,57666,Gas Station,Casey's General Store  #3732,5353 Nowata Drive,,Bartlesville,OK,74006,5159656231.0,809016993,False,,False,46,2,36.728,-95.9179
7404949,Active,4949,Gas Station,ASAP General Stores  #308,1835 SW Frank Phillips Blvd,,Bartlesville,OK,74003,5807726076.0,809017257,False,,True,35,7,36.7514,-96.0
7409624,Active,9624,Gas Station,OnCue 0040,400 SE ADAMS BLVD,,Bartlesville,OK,74003,9183365330.0,809015359,False,,False,24,8,36.7465,-95.9736
7407724,Inactive,7724,Not Listed,Bartlesville Fire Department,4224 ADAMS ROAD,,Bartlesville,OK,74005,,1191,False,,False,0,2,36.7764,-95.9294
7415357,Inactive,15357,Gas Station,City of Bartlesville (former Pacer Fina),1019 W Frank Phillips Blvd,Virginia & Phillips,Bartlesville,OK,74003,,1191,False,,False,0,3,36.7515,-95.9893
7415352,Inactive,15352,Gas Station,Former Pennington Hills Service Station,3801 E Phillips Blvd,,Bartlesville,OK,74003,,809016351,False,,False,0,3,36.7505,-95.9348
7409019,Inactive,9019,Not Listed,Pemco #219,2319 SE WASHINGTON,,Bartlesville,OK,74006,,7930,False,,False,0,3,36.7168,-95.9352
7410245,Inactive,10245,Not Listed,Oklahoma Beverage Company,340 NE Washington Blvd,,Bartlesville,OK,74006,,4657,False,,False,0,3,36.7617,-95.9343
7408508,Inactive,8508,Not Listed,The Way Station,2375 SE NOWATA PL,,Bartlesville,OK,74006,,4194,False,,False,0,3,36.7301,-95.9518
7403539,Inactive,3539,Not Listed,Circle K #2643,829 S MADISON,,Bartlesville,OK,74003,,6422,False,,False,0,2,36.7447,-95.9175
7409289,Inactive,9289,Gas Station,T Food Stop,916 S Madison Blvd,,Bartlesville,OK,74006,,809012879,False,,False,0,3,36.741,-95.9167
7408087,Active,8087,Utilities,PSO Bartlesville Garage,310 S Comanche,,Bartlesville,OK,74005,,5141,False,,False,5,6,36.7486,-95.9624
5714103,Inactive,14103,Not Listed,Phillips Hotel,821 S JOHNSTONE,,Bartlesville,OK,74004,,5034,False,,False,0,1,36.7451,-95.9788
7408141,Inactive,8141,Gas Station,Tuxedo Mini Mart,1010 NE WASHINGTON,,Bartlesville,OK,74006,,6166,False,,False,0,5,36.7739,-95.9337
7404928,Active,4928,Gas Station,ASAP General Stores #307,3901 Nowata Rd,,Bartlesville,OK,74006,5807726076.0,809017257,False,,False,52,9,36.7278,-95.9337
7404930,Active,4930,Gas Station,ASAP General Store #310,609 NE Washington Blvd,,Bartlesville,OK,74003,9183350545.0,809017257,False,,False,24,3,36.7664,-95.9361
7406133,Active,6133,Gas Station,En Masse Inc DBA For Your Convenience,420 W 14,,Bartlesville,OK,74003,,809016762,False,,False,12,3,36.7392,-95.9845
7403601,Inactive,3601,Not Listed,Ez Mart #669,2301 SE WASHINGTON BLVD,,Bartlesville,OK,74003,,1941,False,,False,0,2,36.7172,-95.9355
