FACILITYID,NAME,ADDRESS,ADDRESS2,CITY,ZIP,ZIPEXTENSION,REGION,COUNTY,HCOLLCODE,HACCURACY,PDOP,SCORE,SOURCESCAL,GEOOWNER,HACCURUOM,GEOTYPNAME,HDATUMNAME,REFPTCODE,SOURCECODE,GEOCOLLECTEDBY,EASTING,NORTHING,UTM_ZONE,VERIFIED,PRIMARY,SENSITIVE,GPSMAKEMODEL,EPEORFOM,EPE_FOMMSRMNT,DATECOLLECTED,DATEADDED,DATEEDITED,USERNAME,GISCOMMENTS,CONVERTED_LONG,CONVERTED_LAT
ST0002873,THE EMPIRE DISTRICT ELECTRIC CO,602 JOPLIN,,JOPLIN,64802,2432,SW,97,I2,12.20,,,24000,5,Meters,POINT,NAD83,CO,CR,"CON_Fortin,Joel",365356.1933,4105401.7135,15,-1.0,0.0,0.0,,,,2014-02-21 00:00:00.000,1995-06-30 00:00:00.000,2014-02-21 00:00:00.000,"CON_Fortin,Joel","CON_Fortin,Joel Moved point to improve accuracy. Verified by NAIP2012/DOQQ2008.",-94.5149028339991,37.08523856346181
ST0002859,DRURY COLLEGE,900 N BENTON,,SPRINGFIELD,65802,,SW,77,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",474617.019,4119281.379,15,-1.0,0.0,0.0,,,,2020-08-18 00:00:00.000,1995-06-30 00:00:00.000,2021-08-30 00:00:00.000,"RANGEN, K",,-93.2861036291085,37.219683658803206
ST0002860,ST ELIZABETH R-IV SCHOOL,240 CHURCH ST,,ST ELIZABETH,65075,,SW,131,I2,12.20,,,24000,5,Meters,POINT,NAD83,CO,D9,"SPECKART, E",564204.0,4234345.0,15,-1.0,0.0,0.0,,,,2012-07-23 00:00:00.000,1995-06-30 00:00:00.000,2013-08-27 00:00:00.000,"FINDERS, B",,-92.26618297207726,38.2548378726305
ST0002906,PHILLIPS 66,,,DOOLITTLE,65401,,SE,161,,0.00,,,0,,,,,,,"INT_EDELHUBER,Brian",0.0,0.0,,-1.0,0.0,0.0,,,0.00,2014-07-02 00:00:00.000,,,,"PER FILE REVIEW AND OTHER SEARCH METHODS (INTERNET, ASSESSOR, ETC), THIS SITE WAS UNABLE TO BE FOUND. THUS, NO VALID COORDINATES COULD BE ENTERED IN THE DATABASE.",,
ST0002862,FAIRVIEW RXI SCHOOL DISTRICT,4036 STATE RT K,,WEST PLAINS,65775,6671,SE,91,I2,12.20,,,24000,5,Meters,POINT,NAD83,TU,D9,"CON_Fortin,Joel",595422.736298,4063856.77896,15,-1.0,0.0,0.0,,,,2014-03-22 00:00:00.000,1995-06-30 00:00:00.000,2014-03-22 00:00:00.000,"CON_Fortin,Joel","CON_Fortin,Joel Verified point in place.",-91.93153000001541,36.71560999960845
ST0002863,PHILLIPS 10322,10322 BLUE RIDGE BLVD,,KANSAS CITY,64134,1913,KC,95,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",369228.99,4310791.814,15,-1.0,0.0,0.0,,,,2020-08-18 00:00:00.000,1995-06-30 00:00:00.000,2021-08-30 00:00:00.000,"RANGEN, K",,-94.50881298666754,38.93631627160835
ST0002864,LAKESIDE AUTO PARTS & SERVICE,"HWY 39 S, HCR 1 BOX 4560",,SHELL KNOB,65747,,SW,9,G3,,4.30,,,5,,POINT,NAD83,PS,D9,"LEROY, J",444764.221,4051921.377,15,0.0,0.0,0.0,TRIMBLE GEOEXPLORER XM,,,2008-08-30 00:00:00.000,1995-06-30 00:00:00.000,2008-09-15 00:00:00.000,"HEISLER, J",,-93.61765963099049,36.61120791498189
ST0002881,RIDGEVIEW ELEMENTARY,HILLCREST AND THORNTON,,LIBERTY,64068,,KC,47,I2,12.20,,,24000,5,Meters,POINT,NAD83,CO,CR,"CON_Fortin,Joel",376404.360384,4344460.62775,15,-1.0,0.0,0.0,,,,2014-02-14 00:00:00.000,1995-06-30 00:00:00.000,2014-02-14 00:00:00.000,"CON_Fortin,Joel","CON_Fortin,Joel Moved point to improve accuracy. Verified by NAIP2012/DOQQ2008.",-94.43217148902812,39.24065938883329
ST0002882,HICKORY COUNTY R-I SCHOOLS,HWY 65,,URBANA,65767,,SW,85,I2,12.20,,,24000,,Meters,,NAD83,TU,D9,"INT_EDELHUBER,Brian",483203.37243,4195709.77453,15,-1.0,0.0,0.0,,,0.00,2014-07-02 00:00:00.000,,,,"INT_EDELHUBER,Brian, Map Interpolated point. Verified by NAIP2012",-93.19107481291708,37.90876662874214
ST0002883,HERTZ PENSKE TRUCK LEASING,5000 MANCHESTER AVE,,ST LOUIS,63110,,SL,510,A1,,,100,,5,,POINT,NAD83,,D9,"VANCE, S",737776.88,4278664.2,,0.0,0.0,0.0,,,,2013-08-27 00:00:00.000,1995-06-30 00:00:00.000,2013-08-27 00:00:00.000,"VANCE, S",,-90.26865096944569,38.62465007432709
ST0002884,MISSOURI GAS ENERGY LEE'S SUMMIT SC,100 NE DOHERTY DR,,LEES SUMMIT,64063,,KC,95,G3,,2.50,,,5,,POINT,WGS84,TU,D9,INTERNS,380589.01183,4310051.68014,15,0.0,0.0,0.0,MARCH II,,,2002-01-08 00:00:00.000,1995-06-30 00:00:00.000,1998-09-28 00:00:00.000,NR$VIETS,,-94.37766698001911,38.93128994382632
ST0002885,PHILLIPS PETROLEUM CO SS #27307,I-70 AND HWY W,,FORISTELL,63348,,SL,183,I2,12.20,,,24000,5,Meters,POINT,NAD83,CF,N2,CARES,677714.20287,4298592.82387,15,-1.0,0.0,0.0,,,,1999-10-15 00:00:00.000,1995-06-30 00:00:00.000,2004-09-09 00:00:00.000,"ROBERTS, J",,-90.95299999980104,38.81820000769336
ST0002886,FAST N FRIENDLY #11,3249 EVANS RD,,SPRINGFIELD,65810,5365,SW,77,I2,12.20,,,24000,5,Meters,POINT,NAD83,TU,D3,"CON_Fortin,Joel",479495.9614,4106108.28671,15,-1.0,0.0,0.0,,,,2014-03-10 00:00:00.000,2000-12-26 00:00:00.000,2015-11-23 00:00:00.000,"BERVE, TRISHA","CON_Fortin,Joel Verified point in place.",-93.23074999999575,37.1010599993837
ST0002874,BUS GARAGE/BELL CITY R-II SCHOOL,PO BOX 147 HWY N,,BELL CITY,63735,,SE,207,I2,12.20,,,24000,5,Meters,POINT,NAD83,TU,N2,CARES,783356.841259,4102046.89854,15,-1.0,0.0,0.0,,,,2002-07-31 00:00:00.000,1995-06-30 00:00:00.000,2004-09-09 00:00:00.000,"ROBERTS, J",,-89.81489999518328,37.02190013388879
ST0002875,MIDWAY R-I SCHOOL DISTRICT,RT 1,,CLEVELAND,64734,,KC,37,I2,12.20,,,24000,5,Meters,POINT,NAD83,CF,D9,"HEISLER, J",366055.4,4277429.3,15,-1.0,0.0,0.0,,,,2011-06-28 00:00:00.000,1995-06-30 00:00:00.000,2011-06-28 00:00:00.000,"HEISLER, J",,-94.5389412346351,38.63529386093933
ST0002876,SHELBY CO R-IV SCHOOL (S SHELBY HS),HWY 36 W,,SHELBINA,63468,,NE,205,I2,12.20,,,24000,,Meters,,NAD83,CO,D9,"INT_EDELHUBER,Brian",576965.80111,4395920.68597,15,-1.0,0.0,0.0,,,0.00,2014-07-02 00:00:00.000,,,,"INT_EDELHUBER,Brian, Map Interpolated point. Verified by NAIP2012",-92.10213334599692,39.709680274854676
ST0002878,GAINESVILLE R-V SCHOOL DISTRICT,BULL DOG DR AND OLD HWY 160,,GAINESVILLE,65655,,SW,153,I2,12.20,,,24000,5,Meters,POINT,NAD83,CF,D9,"CORBIN, M",553433.157,4051902.664,15,-1.0,0.0,0.0,,,,2012-11-26 00:00:00.000,1995-06-30 00:00:00.000,2012-11-26 00:00:00.000,"CORBIN, M",,-92.40249800936888,36.61114199700623
ST0002879,LIBERTY JUNIOR HIGH SCHOOL,600 W KANSAS,,LIBERTY,64068,,KC,47,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",376636.015,4345119.026,15,-1.0,0.0,0.0,,,,2020-08-18 00:00:00.000,1995-06-30 00:00:00.000,2021-08-30 00:00:00.000,"RANGEN, K",,-94.42960837539188,39.24662332319329
ST0002909,IBERIA R-5 SCHOOLS,W HWY 42,,IBERIA,65486,,SW,131,I2,12.20,,,24000,5,Meters,POINT,NAD83,CF,D9,"CREWS, JEFF",561353.3,4215608.3,15,-1.0,0.0,0.0,,,,2013-02-05 00:00:00.000,1995-06-30 00:00:00.000,2013-08-27 00:00:00.000,"FINDERS, B",,-92.30037863735417,38.086182640340915
ST0002896,SOUTHEAST ELEMENTARY,215 E MITCHELL,,MARSHALL,65340,,NE,195,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",483250.89,4329270.451,15,-1.0,0.0,0.0,,,,2020-08-18 00:00:00.000,1995-06-30 00:00:00.000,2021-08-30 00:00:00.000,"RANGEN, K",,-93.19373303688363,39.112424644872746
ST0002898,MARSHALL SCHOOL DIST BUS FACILITY,854 N MIAMI,,MARSHALL,65340,9135,NE,195,I2,12.20,,,24000,5,Meters,POINT,NAD83,CO,CR,"CON_Fortin,Joel",482146.808523,4331371.829341,15,-1.0,0.0,0.0,,,,2014-03-07 00:00:00.000,1995-06-30 00:00:00.000,2015-09-25 00:00:00.000,"BERVE, TRISHA","CON_Fortin,Joel Moved point to improve accuracy. Verified by NAIP2012/DOQQ2008.",-93.20655890399267,39.13133847424831
ST0002899,SHELBY CO. C-I SCHOOLS,PO BOX L,,SHELBYVILLE,63469,,NE,205,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"HESS, J",576898.97,4396021.66,15,-1.0,0.0,0.0,,,,2013-08-09 00:00:00.000,1995-06-30 00:00:00.000,1996-04-02 00:00:00.000,,,-92.10290111041267,39.71059599080192
ST0002900,FEDEX SUS FACILITY,3025 S HANLEY RD,,MAPLEWOOD,63143,3616,SL,189,A1,,,100,,5,,POINT,NAD83,,D9,"VANCE, S",732129.69,4276695.13,,0.0,0.0,0.0,,,,2013-08-27 00:00:00.000,1995-06-30 00:00:00.000,2013-08-27 00:00:00.000,"VANCE, S",,-90.33411105451661,38.60842007386675
ST0002901,FAG BEARINGS CORP,3900 RANGELINE RD,,JOPLIN,64804,5327,SW,145,I2,12.20,,,24000,5,Meters,POINT,NAD83,CO,CR,"CON_Fortin,Joel",369512.2628,4101024.5365,15,-1.0,0.0,0.0,,,,2014-02-21 00:00:00.000,1995-06-30 00:00:00.000,2014-02-21 00:00:00.000,"CON_Fortin,Joel","CON_Fortin,Joel Moved point to improve accuracy. Verified by NAIP2012/DOQQ2008.",-94.46739614254112,37.046382258227865
ST0002902,WARSAW R-10 SCHOOL,HCR 66 BOX 150-3A,,WARSAW,65355,,KC,15,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"HESS, J",470684.66,4230368.06,15,-1.0,0.0,0.0,,,,2013-08-09 00:00:00.000,1995-06-30 00:00:00.000,1995-12-21 00:00:00.000,,,-93.33490409567908,38.220812182972715
ST0002889,MASON ELEMENTARY SCHOOL,27600 E COLBERN RD,,LAKE LOTAWANA,64063,,KC,95,I2,12.20,,,24000,5,Meters,POINT,NAD83,CO,,"CORBIN, M",390582.21,4311289.89,15,-1.0,0.0,0.0,,,,2010-09-23 00:00:00.000,2010-09-23 00:00:00.000,2010-09-23 00:00:00.000,"HEISLER, J",,-94.26258402757742,38.943727980472794
ST0002890,HAZEL GROVE ELEMENTARY SCHOOL,1091 NW BLUE PARKWAY,,UNITY VILLAGE,64063,,KC,95,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",377810.333,4312115.832,15,-1.0,0.0,0.0,,,,2020-08-18 00:00:00.000,1995-06-30 00:00:00.000,2021-08-30 00:00:00.000,"RANGEN, K",,-94.41006815368459,38.949481658313424
ST0002892,LEXINGTON HIGH SCHOOL,AULL LANE,,LEXINGTON,64067,,KC,107,I2,12.20,,,24000,,Meters,,NAD83,CO,D9,"INT_STEINBECK,Eli",425058.757169,4336465.04647,15,-1.0,0.0,0.0,,,0.00,2014-07-03 00:00:00.000,,,,"INT_STEINBECK,Eli, Map Interpolated point. Verified by DOQQ2008/NAIP2012",-93.8675791952161,39.17418731041364
ST0002893,NODAWAY-HOLT R-VII SCHOOL,410 HICKORY,,MAITLAND,64466,,KC,87,I2,12.20,,,24000,5,Meters,POINT,NAD83,BL,N2,CARES,323251.00886,4452634.44467,15,-1.0,0.0,0.0,,,,2001-08-09 00:00:00.000,1995-06-30 00:00:00.000,2004-09-09 00:00:00.000,"ROBERTS, J",,-95.07680000023154,40.20550000823249
ST0002894,7 ELEVEN #27899,11202 MIDLAND,,OVERLAND,63114,1117,SL,189,G3,,5.00,,,5,,POINT,WGS84,TU,D9,INTERNS,725577.66199,4287236.96636,15,0.0,0.0,0.0,MARCH II,,,2002-01-03 00:00:00.000,1995-06-30 00:00:00.000,2002-08-06 00:00:00.000,"VEIT, C",,-90.40587604575818,38.70503556516186
ST0002895,DILLARD'S,18805 E 39TH,,INDEPENDENCE,64057,,KC,95,I2,12.20,,,24000,,Meters,,NAD83,CO,D9,"INT_STEINBECK,Eli",382477.521512,4322525.40079,15,-1.0,0.0,0.0,,,0.00,2014-08-07 00:00:00.000,,,,"INT_STEINBECK,Eli, Map Interpolated point. Verified by DOQQ2008/NAIP2012",-94.35801474180622,39.043897868440276
ST0002903,FAIRFAX R-III,500 MAIN,,FAIRFAX,64446,,KC,5,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",297030.429,4468179.457,15,-1.0,0.0,0.0,,,,2020-08-18 00:00:00.000,1995-06-30 00:00:00.000,2021-08-30 00:00:00.000,"RANGEN, K",,-95.38957792480544,40.33949378604082
ST0002904,MID-BUCHANAN R-5 SCHOOL DISTRICT,RT 1,,FAUCETT,64448,,KC,21,I2,12.20,,,24000,5,Meters,POINT,NAD83,CF,D9,"HEISLER, J",344351.527,4388574.043,15,-1.0,0.0,0.0,,,,2011-08-26 00:00:00.000,1995-06-30 00:00:00.000,2011-08-26 00:00:00.000,"HEISLER, J",,-94.81370699707509,39.63279499965606
ST0021929,CASEYS GENERAL STORE #3247,3950 E 7TH ST,,DUQUESNE,64801,,SW,97,I2,12.20,,,24000,5,Meters,POINT,NAD83,TU,D9,"CON_Fortin,Joel",370261.355032,4105209.752892,15,-1.0,0.0,0.0,,,,2014-04-11 00:00:00.000,2013-03-06 00:00:00.000,2014-04-11 00:00:00.000,"CON_Fortin,Joel","CON_Fortin,Joel Verified point in place.",-94.45969738157144,37.08420079026958
ST0002905,FEDERAL EXPRESS SGF FACILITY,2221 E OLIVE ST,,SPRINGFIELD,65802,2286,SW,77,G3,,2.20,,,5,,POINT,WGS84,TU,D9,INTERNS,477639.700438,4118218.36151,15,0.0,0.0,0.0,MARCH II,,,2001-12-27 00:00:00.000,1995-06-30 00:00:00.000,2002-02-28 00:00:00.000,"GIRARD, L",,-93.25201701486614,37.21019982985851
ST0002907,JOE'S SERVICE,2409 W BROADWAY,,SEDALIA,65301,2537,KC,159,I2,12.20,,,24000,5,Meters,POINT,NAD83,TU,N2,CARES,477636.711832,4284183.2986,15,-1.0,0.0,0.0,,,,2000-04-18 00:00:00.000,1995-06-30 00:00:00.000,2004-09-09 00:00:00.000,"ROBERTS, J",,-93.25720000000058,38.705999998421696
ST0002908,BLOOMFIELD R-XIV PUBLIC SCHOOLS,301 W MISSOURI ST,,BLOOMFIELD,63825,,SE,207,I2,12.20,,,24000,5,Meters,POINT,NAD83,TU,N2,CARES,773236.619937,4086572.01142,15,-1.0,0.0,0.0,,,,2002-07-31 00:00:00.000,1995-06-30 00:00:00.000,2004-09-09 00:00:00.000,"ROBERTS, J",,-89.93409999633879,36.88560010644675
ST0002911,MEADVILLE R-IV SCHOOL DISTRICT,101 W CRANDALL,,MEADVILLE,64659,,NE,115,I2,12.20,,,24000,5,Meters,POINT,NAD83,BL,N2,CARES,474022.271176,4404371.62821,15,-1.0,0.0,0.0,,,,2002-02-20 00:00:00.000,1995-06-30 00:00:00.000,2004-09-09 00:00:00.000,"ROBERTS, J",,-93.30339999999468,39.7888999984453
ST0002912,PATTONSBURG R-II SCHOOL,504 W 4TH,,PATTONSBURG,64670,,KC,61,I2,12.20,,,24000,5,Meters,POINT,NAD83,TU,N2,CARES,402640.83693,4433298.0154,15,-1.0,0.0,0.0,,,,2002-03-15 00:00:00.000,1995-06-30 00:00:00.000,2004-09-09 00:00:00.000,"ROBERTS, J",,-94.14129999997985,40.04429999867841
ST0002914,ABC CAB COMPANY FACILITY - FORMER,9409 MIDLAND BLVD,,OVERLAND,63114,,SL,189,A3,,,100,,5,,,,,,"VANCE, S",729393.44,4287422.75,,0.0,0.0,0.0,,,,2013-08-26 00:00:00.000,1995-06-30 00:00:00.000,2013-08-26 00:00:00.000,"VANCE, S",,-90.36196199227982,38.70570507553262
ST0002916,CASEYS GENERAL STORE #1408,538 COMMERCIAL,,MARSHFIELD,65706,1656,SW,225,I2,12.20,,,24000,5,Meters,POINT,NAD83,TU,D3,"CON_Fortin,Joel",508921.611118,4132100.021409,15,-1.0,0.0,0.0,,,,2014-04-16 00:00:00.000,1995-06-30 00:00:00.000,2014-04-16 00:00:00.000,"CON_Fortin,Joel","CON_Fortin,Joel Verified point in place.",-92.89928595650726,37.33553365828535
ST0002917,CASEYS GENERAL STORE #1449,201 N MAIN ST,,GREEN RIDGE,65332,1000,KC,159,I2,12.20,,,24000,5,Meters,POINT,NAD83,BL,N2,CARES,464343.959828,4274899.33414,15,-1.0,0.0,0.0,,,,2000-04-17 00:00:00.000,2000-04-19 00:00:00.000,2005-02-14 00:00:00.000,"PURVIS, K",,-93.4095999999918,38.62189999845179
ST0002918,CASEYS GENERAL STORE #2453,HWY 5 AND N MISSOURI ST,,NEW FRANKLIN,65274,,NE,89,G5,,2.84,,,5,,POINT,NAD83,TU,D5,"DAVIS, W",522709.98,4318760.68,15,-1.0,0.0,0.0,TRIMBLE GEOEXPLORER XT,,,2014-05-07 00:00:00.000,1995-06-30 00:00:00.000,2014-06-11 00:00:00.000,"COON, ADAM",,-92.73767031940176,39.01758443371735
ST0002920,COOPER COUNTY R-IV SCHOOL,PO BOX 110 HWY J E,,BUNCETON,65237,,NE,53,I2,12.20,,,24000,5,Meters,POINT,NAD83,CF,N2,CARES,518021.065508,4293371.45652,15,-1.0,0.0,0.0,,,,2000-04-03 00:00:00.000,1995-06-30 00:00:00.000,2004-09-09 00:00:00.000,"ROBERTS, J",,-92.79250000000562,38.78889999844117
ST0002921,AVA R-I SCHOOL DISTRICT,PO BOX 338,,AVA,65608,,SW,67,I2,12.20,,,24000,,Meters,,NAD83,TU,D9,"INT_EDELHUBER,Brian",530306.994068,4090060.54662,15,-1.0,0.0,0.0,,,0.00,2014-07-25 00:00:00.000,,,,"INT_EDELHUBER,Brian, Map Interpolated point. Verified by NAIP2012",-92.65957639106546,36.95613604223663
ST0002922,EL DORADO SPRINGS R-2 SCHOOL,PO BOX 191,,EL DORADO SPRINGS,64744,,SW,39,I2,12.20,,,24000,5,Meters,POINT,NAD83,TU,N2,CARES,410495.879404,4191613.04945,15,-1.0,0.0,0.0,,,,2001-12-04 00:00:00.000,1995-06-30 00:00:00.000,2004-09-09 00:00:00.000,"ROBERTS, J",,-94.01759999998922,37.86759999858462
ST0002923,DENT-PHELPS R-III,RT 2 BOX 813,,SALEM,65560,,SE,65,I2,12.20,,,24000,5,Meters,POINT,NAD83,TU,N2,CARES,618531.319745,4175433.92179,15,-1.0,0.0,0.0,,,,2001-11-26 00:00:00.000,1995-06-30 00:00:00.000,2004-09-09 00:00:00.000,"ROBERTS, J",,-91.65510000001326,37.718499999208234
ST0002924,DELTA R-5 SCHOOL DISTRICT,PO BOX 787,,DELTA,63744,,SE,31,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"HESS, J",789511.5,4122205.91,15,-1.0,0.0,0.0,,,,2013-08-09 00:00:00.000,1995-06-30 00:00:00.000,1996-03-22 00:00:00.000,,,-89.73803793048039,37.20144805843884
ST0006292,INTERCOUNT,HWY 32 W,,SALEM,65560,,SE,65,,0.00,,,0,,,,,,,"INT_STEINBECK,Eli",0.0,,,-1.0,0.0,0.0,,,0.00,2014-06-27 00:00:00.000,,,,"PER FILE REVIEW AND OTHER SEARCH METHODS (INTERNET, ASSESSOR, ETC), THIS SITE WAS UNABLE TO BE FOUND. THUS, NO VALID COORDINATES COULD BE ENTERED IN THE DATABASE.",,
ST0002925,ARY PETROLEUM DBA PROSPECT BP,6245 PROSPECT AVE,,KANSAS CITY,64130,3633,KC,95,I2,12.20,,,24000,5,Meters,POINT,NAD83,TU,D4,"CON_HILL,JUSTIN",365316.86207,4319343.68001,15,-1.0,0.0,0.0,,,,2014-01-16 00:00:00.000,1995-06-30 00:00:00.000,2014-01-16 00:00:00.000,"CON_HILL,JUSTIN","CON_HILL,JUSTIN Verified point in place.",-94.5556199998067,39.012760001229225
ST0002927,DEXTER SCHOOL DISTRICT R-XI,307 PARK LANE,,DEXTER,63841,,SE,207,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",770887.406,4075906.2,15,-1.0,0.0,0.0,,,,2020-08-18 00:00:00.000,1995-06-30 00:00:00.000,2021-08-30 00:00:00.000,"RANGEN, K",,-89.96422651427527,36.790263672910285
ST0002928,ROLLA #31 TRANSPORTATION DEPT,511 FORUM DR,,ROLLA,65401,4679,SE,161,G3,,4.30,,,5,,POINT,WGS84,TU,D9,INTERNS,609476.978311,4200752.44928,15,0.0,0.0,0.0,MARCH II,,,2002-02-05 00:00:00.000,1995-06-30 00:00:00.000,2004-05-26 00:00:00.000,"NEVINS, H.",,-91.75399350406776,37.94779419264311
ST0002929,SCOTT CO R-V SCHOOL DIST,RT 1,,SIKESTON,63801,,SE,17,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"HESS, J",758986.78,4114485.43,15,-1.0,0.0,0.0,,,,2013-08-09 00:00:00.000,1995-06-30 00:00:00.000,1996-05-27 00:00:00.000,,,-90.08420730416918,37.14091407646166
ST0002930,QUALITY LUBE INC,328 E JACKSON,,BOLIVAR,65613,2064,SW,167,I2,12.20,,,24000,5,Meters,POINT,NAD83,BL,N2,CARES,463973.824991,4163022.874,15,-1.0,0.0,0.0,,,,2001-03-22 00:00:00.000,1995-06-30 00:00:00.000,2004-09-09 00:00:00.000,"ROBERTS, J",,-93.40819999999576,37.613599998466746
ST0002931,MAPLEWOOD-RICHMOND HEIGHTS SCH DIST,7539 MANCHESTER RD,,MAPLEWOOD,63143,,SL,189,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",733018.748,4277378.093,15,-1.0,0.0,0.0,,,,2020-08-18 00:00:00.000,1995-06-30 00:00:00.000,2021-08-30 00:00:00.000,"RANGEN, K",,-90.32368243521587,38.61433519748381
ST0002932,"FORMER PAYLESS CASHWAYS, INC",601 PAYLESS DR,,SEDALIA,65301,2758,KC,159,I2,12.20,,,24000,5,Meters,POINT,NAD83,CO,CR,"CON_Fortin,Joel",478586.1507,4285531.3109,15,-1.0,0.0,0.0,,,,2014-02-26 00:00:00.000,1995-06-30 00:00:00.000,2014-02-26 00:00:00.000,"CON_Fortin,Joel","CON_Fortin,Joel Moved point to improve accuracy. Verified by NAIP2012/DOQQ2008.",-93.24632229118693,38.71817141465802
ST0002933,VAN BUREN R-1 SCHOOLS,PO BOX 550,,VAN BUREN,63965,,SE,35,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"HESS, J",676963.86,4097624.69,15,-1.0,0.0,0.0,,,,2013-08-09 00:00:00.000,1995-06-30 00:00:00.000,1999-02-10 00:00:00.000,NREQHW-VIETS,,-91.0110061818781,37.00814009299433
ST0002934,FEDERAL CENTER,4300 GOODFELLOW BLVD,,ST LOUIS,63120,1703,SL,510,I2,12.20,,,24000,5,Meters,POINT,NAD83,TU,D6,"CON_HILL,JUSTIN",737893.006889,4286280.74632,15,-1.0,0.0,0.0,,,,2014-02-18 00:00:00.000,1996-11-13 00:00:00.000,2014-02-18 00:00:00.000,"CON_HILL,JUSTIN","CON_HILL,JUSTIN Verified point in place.",-90.26470999825573,38.69318005206648
ST0002935,FEDERAL COMPLEX BUILDING #,1500 E BANNISTER RD,,KANSAS CITY,64131,3088,KC,95,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",363743.092,4313050.446,15,-1.0,0.0,0.0,,,,2020-08-18 00:00:00.000,1995-06-30 00:00:00.000,2021-08-30 00:00:00.000,"RANGEN, K",,-94.57253609924913,38.95582692678951
ST0002938,"CITY OF SALEM, MISSOURI",GRAND AVE,,SALEM,65560,,SE,65,I2,12.20,,,24000,5,Meters,POINT,NAD83,BL,N2,CARES,628450.010839,4166870.26112,15,-1.0,0.0,0.0,,,,2001-11-26 00:00:00.000,1995-06-30 00:00:00.000,2004-09-09 00:00:00.000,"ROBERTS, J",,-91.54410000000331,37.63999999974067
ST0002939,KASCO CORP,1569 TOWER GROVE AVE,,ST LOUIS,63110,,SL,510,A1,,,100,,5,,,,,,"VANCE, S",738877.86,4278246.03,,0.0,0.0,0.0,,,,2013-08-27 00:00:00.000,1995-06-30 00:00:00.000,2013-08-27 00:00:00.000,"VANCE, S",,-90.25616095638162,38.620590065773435
ST0002940,WORTH COUNTY SCHOOL DISTRICT R-III,EAST AVE,,GRANT CITY,64456,,KC,227,I2,12.20,,,24000,,Meters,,NAD83,CO,D9,"INT_STEINBECK,Eli",380785.063184,4482376.61585,15,-1.0,0.0,0.0,,,0.00,2014-07-03 00:00:00.000,,,,"INT_STEINBECK,Eli, Map Interpolated point. Verified by DOQQ2008/NAIP2012",-94.40656748219067,40.483529245245805
ST0002941,VI-JON LABORATORIES,6300 ETZEL AVE,,ST LOUIS,63133,,SL,189,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",735069.827,4283169.399,15,-1.0,0.0,0.0,,,,2020-08-18 00:00:00.000,1995-06-30 00:00:00.000,2021-08-30 00:00:00.000,"RANGEN, K",,-90.29819112865721,38.665926833706365
ST0002942,COSBY RESEARCH FARM,RR 2 STATE RD P,,COSBY,64436,,KC,3,I2,12.20,,,24000,5,Meters,POINT,NAD83,CF,D9,"CORBIN, M",355450.28361,4412461.56852,15,-1.0,0.0,0.0,,,,2011-10-04 00:00:00.000,1995-06-30 00:00:00.000,2011-10-12 00:00:00.000,"CORBIN, M",,-94.68968000003406,39.84988000126137
ST0002943,BOONSLICK AREA VOC-TECH SCHOOL,1694 W ASHLEY ROAD,,BOONVILLE,65233,,NE,53,I2,12.20,,,24000,5,Meters,POINT,NAD83,CF,D9,"CRIPE, DON",520107.27,4311173.75,15 North,-1.0,0.0,0.0,,,,2020-02-21 00:00:00.000,,2020-03-02 00:00:00.000,"RANGEN, K",,-92.76795802915396,38.94927999584483
ST0002944,STRAFFORD R-VI SCHOOL DISTRICT,201 W  MCCABE,,STRAFFORD,65757,,SW,77,I2,12.20,,,24000,5,Meters,POINT,NAD83,TU,N2,CARES,489130.453894,4125009.57555,15,-1.0,0.0,0.0,,,,2000-08-29 00:00:00.000,1995-06-30 00:00:00.000,2004-09-09 00:00:00.000,"ROBERTS, J",,-93.12259999999381,37.27159999847035
ST0002946,ROSEBUD GENERAL STORE,261 HWY 50,,ROSEBUD,63091,,SL,73,G3,,2.70,,,5,,POINT,WGS84,TU,D9,INTERNS,638643.060426,4250023.54281,15,0.0,0.0,0.0,MARCH II,,,2002-02-21 00:00:00.000,1995-06-30 00:00:00.000,2013-09-11 00:00:00.000,"BULLOCK, TERESA",,-91.41254145012626,38.387704323556086
