OrganizationId,OrganizationFormalName,StampInit,StampDate,OwnerId
414,Fleet industrial supply center,RKWAN,2006-10-09 13:15:36,2519
415,FLEET TRAINING GROUP,,,332
416,FLORENCE CHING,RKWAN,1999-10-13 17:10:17,400
417,FLYNN LEARNER,akatsura,1997-09-12 14:25:53,333
418,"FONG CONSTRUCTION CO., LTD.",,,336
419,"FOOD PANTRY, LTD.",rkwan,2002-07-15 10:37:13,337
420,FORMER KANEOHE DISTRICT COURTHOUSE,RKWAN,2004-04-12 09:46:55,2468
421,"FOSTER EQUIPMENT CO., LTD.",SUP,1991-11-11 00:00:00,339
422,FOUNDATION INTERNATIONAL,SUP,1992-01-27 00:00:00,1378
423,FRANK & SALLY WHITE & GEORG KILLBREW III,SUP,1994-06-24 00:00:00,1983
424,FRANK DECAIRES,rkwan,2000-01-03 09:56:00,2281
425,FRANK F. JACINTHO,,,342
427,FRANK S. NONAKA,SUP,1994-07-01 00:00:00,2012
428,FRANK'S  FOODS INC,esadoyama,1999-01-14 10:36:47,2255
429,"FRITO-LAY OF HAWAII, INC",rkwan,2001-05-15 11:18:00,1600
430,"FUJIMOTO SUPER SERVICE, INC.",,,345
431,"FUJISHIGE TRUCKING CO, LTD.",,,346
432,FUKUE B. SHIRAKI,,,347
434,FUKUOKAS INC.,rkwan,2000-05-15 17:31:40,348
435,"FUKUSHIMA AUTO CENTER, INC",rkwan,2005-11-22 10:07:16,2504
436,"FUMIO TERUYA, LTD",rkwan,2000-08-17 08:50:07,1949
437,"FUROMOTO SERVICE, INC.",,,349
438,"G. A. CONSTRUCTION, INC.",,,350
439,G. MINAMI FARM,SUP,1993-08-24 00:00:00,1629
440,G. W. MURPHY CONSTRUCTION CO.,rkwan,1999-10-27 11:58:51,351
441,"GARLOW PETROLEUM, INC.",rkwan,2002-03-04 10:24:39,1014
442,GARY I. KODANI,RKWAN,2001-05-07 13:35:57,1391
443,GAS 'N GLO INC,,,352
445,GASPRO,,,353
446,GE AMERICAN COMMUNICATIONS,EJS,1996-02-29 00:00:00,883
447,"GEM OF HAWAII, INC",RKWAN,1996-09-20 10:31:35,1767
448,GENE USHIRODA,,,354
449,GENERAL GROWTH PROPERTIES INC.,rkwan,2002-09-19 14:59:23,2097
450,"GENERAL TIRE, INC.",,,356
451,GENSIRO KAWAMOTO C/O MS. CAROL Y. ASAI-SATO,rkwan,1999-10-27 14:09:28,2013
452,"GENTRY COMMERICAL, LTD",SUP,1992-04-24 00:00:00,1502
453,"GENTRY HOMES, LTD.",SUP,1994-10-21 00:00:00,2023
454,"GEO CO., INC",RKWAN,1998-10-14 11:18:33,2014
455,GEO LABS HAWAII,,,1425
456,GEO. OKANO ELECTR. CONTR. CORP,RKWAn,1996-09-18 15:49:47,357
457,GEORGE O. RADFORD,EJS,1996-02-29 00:00:00,875
458,GEORGE S. FUJII,akatsura,1997-10-28 15:22:26,358
459,GEORGE S./ JEAN FUNAI,akatsura,1997-09-22 11:26:06,2131
460,GEORGE WILLIAMSON,SUP,1992-09-10 00:00:00,1656
461,GERALD M. SANCHEZ,cclark,1996-12-19 15:59:09,2170
462,GERALDINE L. CARVALHO,SUP,1994-09-19 00:00:00,1710
463,Getta Mallick,RKWAN,2006-03-16 13:29:21,2510
464,GGP VICTORIA WARD LTD,rilaga,2006-03-02 11:03:53,2081
465,GILWICK INC.,SUP,1991-11-14 00:00:00,1550
466,"GKM,Inc",RKWAN,2005-06-27 16:20:31,675
467,GLENN & CATHLEEN SAKAMOTO,SUP,1993-04-08 00:00:00,1714
468,"GLOBAL CONSTRUCTION CO., INC.",,,361
469,GLOBAL RESORT PARTNERS,SUP,1993-11-15 00:00:00,1073
471,GOLD COAST INVESTMENT CO.,CCLARK,1997-01-22 09:14:31,1285
472,GOLDEN STATE FOODS CORP.,,,362
473,GOMES CONSTRUCTION & REPAIRS INC,,,363
474,GOODYEAR TIRE & RUBBER CO.,EJS,1996-02-29 00:00:00,1576
478,GORDON LOUI,,,658
479,GRACE PACIFIC CORPORATION,,,371
480,"GRANGER PACIFIC, INC.",,,372
481,GRA-PAC PROPERTIES,,,370
482,"GRAY LINE HAWAII, LTD.",CCLARK,1997-05-12 10:36:07,373
484,GRAY LINE MAUI,akatsura,1997-09-12 08:56:15,375
485,GREEN MILL FOOD MANUFACTURER LTD,RSK,1995-09-20 00:00:00,2095
486,GREEN THUMB INC,,,1433
487,GRENTRE INVESTMENTS,rkwan,1997-07-29 08:25:35,1380
488,GRG ENTERPRISE INC. BASIN MARINE,,,377
489,GROSVENOR INTERNATIONAL (HI) LTD,rkwan,2000-01-07 09:15:45,378
490,GROVE FARM COMPANY INC,SUP,1992-10-05 00:00:00,1668
491,GTE HAWAIIAN TELEPHONE CO.,rkwan,1999-04-13 15:25:47,2341
492,GTE SPACENET CORP,SUP,1994-03-24 00:00:00,1944
493,GTE SPRINT,,,380
494,"GUSHING WATERS, INC.",,,381
495,GUTMAN REALTY CO.,SUP,1993-04-28 00:00:00,1726
496,GUY STILLMAN,rkwan,1997-12-11 12:11:21,1959
497,"H & G HAWAII, INC",,,383
498,"H T & T COMPANY, INC.",,,504
500,"H. CHO ENTERPRISES, INC.",,,384
501,H. H. & S INC.,rkwan,2000-02-10 13:51:25,578
502,H. HAMADA STORE INC.,,,385
503,"H. HARADA CONTRACTOR, INC.",,,386
504,H. HIRONAKA TRUCKING LTD.,SUP,1994-09-30 00:00:00,387
505,H. M. MARTENS TRUST,,,1247
506,H. NAITO STORE INC,rkwan,1999-02-02 10:43:59,1799
507,H.J. Inc,rkwan,2007-01-18 13:23:25,2522
508,"HABILITAT, INC.",,,388
509,"HAIKU TOWN CENTER, INC",rkwan,1997-08-12 09:44:34,2201
510,HAKKEI ENTERPRISE,esadoyama,1997-08-28 08:52:16,2175
511,HAKUYOSHA HAWAII,,,389
512,"HALE KAUAI, LTD.",knatarajan,1999-11-24 13:41:11,390
513,HALE MAKUA,rkwan,1998-12-15 08:52:33,1496
514,HALE PUA NUI HOTEL APT,SUP,1994-05-18 00:00:00,1992
515,"HALE PUMEHANA, INC",SUP,1992-06-26 00:00:00,1465
516,HALEAKALA DAIRY,EJS,1996-02-29 00:00:00,391
518,HALEAKALA RANCH COMPANY,EJS,1996-02-29 00:00:00,393
520,"HALEIWA POI, INC",rkwan,1997-08-11 10:31:42,394
521,"HALEIWA YACHT CLUB, LLC",rkwan,2002-06-17 09:35:31,1231
522,HALEKULANI CORPORATION,SUP,1992-01-15 00:00:00,1630
523,HALEKULANI HOTEL,rkwan,2000-04-13 11:36:24,1266
524,HALL-MARK CLEANERS,,,395
525,"HAMAKUA SUGAR COMPANY, INC.",lnagatoshi,1996-07-18 13:29:47,396
526,HANALEI TRADER CORP.,,,1251
527,HANAMAULU SERVICE CENTER,rkwan,2000-01-12 16:57:42,1669
528,HANATO'S REPAIR SHOP,rkwan,1998-12-31 11:00:29,2257
529,HARBOUR COURT DEVELOPERS,,,1585
530,HARDERS CO.,,,399
531,HAROLD SASAKI,RKWAN,2003-10-07 09:51:48,1439
532,Harper Car & Truck Rentals of Hawaii,rkwan,2000-02-28 09:59:08,2193
533,HARRIS CARPET MILL - HAWAII,,,1604
534,HARRIS RUG N CARPET,SUP,1993-04-28 00:00:00,1728
535,HARRY & JEANETTE WEINBERG FOUNDATION,SUP,1994-07-11 00:00:00,1995
536,HARRY HADAMA,,,1222
537,HARRY HAMAMURA,rkwan,2002-02-01 15:45:55,402
538,HASEGAWA GENERAL STORE,SUP,1994-05-20 00:00:00,1996
539,"HASEKO (HAWAII), INC.",,,403
540,HASHIRO RITSUYO,,,1446
541,"HATADA BAKERY, INC.",,,404
542,"HAWAII BAKING CO., INC.",,,405
543,HAWAII BAPTIST CONVENTION,,,406
544,HAWAII COUNTRY CLUB,rkwan,1999-01-22 10:21:29,407
545,HAWAII COUNTY,EJS,1996-03-01 00:00:00,1609
547,HAWAII COUNTY POLICE DEPT,SUP,1992-03-31 00:00:00,1485
548,HAWAII COUNTY POLICE DEPT - HAMAKUA STATION,RKWAN,1998-12-11 12:37:08,1774
549,"Hawaii Dairy Holding, inc",rkwan,2004-10-20 14:48:57,619
550,"HAWAII ELECTRIC LIGHT CO., INC.",RKWAN,2002-07-16 14:18:17,408
551,HAWAII FOOD PRODUCTS,EJS,1996-03-01 00:00:00,412
552,Hawaii Health Emporium Inc,rkwan,2006-11-02 09:48:23,2520
553,HAWAII HELICOPTERS,RKWAN,2003-08-19 09:03:26,2389
554,"HAWAII HELICOPTERS, INC",rkwan,2000-05-08 09:56:46,1824
555,HAWAII INTERNATIONAL MOVERS INC.,SUP,1991-12-06 00:00:00,415
556,HAWAII IRRIGATION SUPPLY CO.,RKWAN,1997-10-17 13:41:04,2192
557,HAWAII JOB CORPS,esadoyama,1998-12-01 09:06:51,416
558,HAWAII JOB CORPS CENTER,RSK,1995-08-04 00:00:00,2094
559,HAWAII KAI CHEVRON,,,417
560,HAWAII MEAT CO. LTD.,SUP,1992-01-23 00:00:00,418
561,"HAWAII MEAT COMPANY, LTD",EJS,1996-02-29 00:00:00,1375
562,HAWAII METAL FORMING CORP,RKWAN,2001-05-09 10:58:36,419
563,HAWAII METAL RECYCLING CO,,,1611
564,"HAWAII MOTORS, INC.",,,1215
565,"HAWAII NEWSPAPER AGENCY, INC.",SUP,1993-03-05 00:00:00,420
566,"HAWAII NUT & BOLT, INC",,,1218
567,HAWAII PACIFIC AVIATION,rkwan,1997-08-27 15:23:19,421
568,HAWAII PETROLEUM DIST. INC.,rkwan,1999-08-02 12:37:52,422
569,"HAWAII PLANING MILL, LTD.",,,423
571,HAWAII PREPARATORY ACADEMY,SUP,1994-08-18 00:00:00,425
572,HAWAII PRINCE GOLF CLUB,rkwan,2001-01-02 10:21:02,1466
573,"HAWAII RESERVES, INC.",CJR,1996-01-24 00:00:00,2129
574,"HAWAII STEVEDORES, INC.",,,426
575,HAWAII TOFU,SUP,1992-05-26 00:00:00,427
576,"HAWAII TRACTOR, LTD",rkwan,1998-12-21 12:38:05,2312
577,"HAWAII TRANSFER CO., LTD.",,,428
578,HAWAII TRIBUNE-HERALD,,,1292
579,"HAWAIIAN AGENTS, INC",SUP,1992-01-13 00:00:00,1365
580,HAWAIIAN AIRLINES INC.,CJR,1995-07-18 00:00:00,429
581,HAWAIIAN ASSOCIATION OF 7TH DAY ADVENTISTS,,,468
582,HAWAIIAN BITUMULS & PAVING,,,430
583,HAWAIIAN CEMENT,SUP,1992-07-15 00:00:00,431
585,HAWAIIAN CEMENT - CONCRETE & AGGREGATE DIVISION,rkwan,2000-02-02 15:35:39,1532
586,HAWAIIAN CEMENT CO,EJS,1996-03-01 00:00:00,1633
587,HAWAIIAN CEMENT CORPORATION,cclark,1996-12-12 15:17:16,2171
588,HAWAIIAN COMMERCIAL AND SUGAR CO,,,433
589,HAWAIIAN DREDGING & CONSTRUCTION CO,SUP,1993-04-28 00:00:00,1385
590,"HAWAIIAN ELECTRIC CO., INC.",RKWAN,2003-05-07 15:40:26,434
591,"HAWAIIAN FOLIAGE & LANDSCAPE, INC",SUP,1994-05-18 00:00:00,1993
592,"HAWAIIAN FOLIAGE & LANDSCAPE,INC",,,436
593,"HAWAIIAN FOLIAGE& LANDSCAPE, INC",SUP,1994-04-04 00:00:00,1954
594,HAWAIIAN GRAIN CORP.,,,673
595,"HAWAIIAN GROCERY STORES, LTD",,,1319
596,"HAWAIIAN HOUSEWARES, LTD",RSK,1996-01-19 00:00:00,2127
597,HAWAIIAN HUMANE SOCIETY,,,437
598,HAWAIIAN INDUSTRIAL PROPERTIES,,,1353
599,"HAWAIIAN ISLES ENTERPRISES, INC",SUP,1994-07-11 00:00:00,2016
600,HAWAIIAN MEMORIAL PARK CEMETERY,,,1306
601,HAWAIIAN MILLING CORP.,RKWAN,2001-05-09 10:43:55,439
602,HAWAIIAN MISO & SOY COMPANY,SUP,1992-07-09 00:00:00,1553
603,HAWAIIAN MISSION ACADEMY,,,1558
604,HAWAIIAN REINFORCING STEEL CO.,,,440
605,"HAWAIIAN SCENIC TOURS, INC",rkwan,1998-12-22 10:04:20,2316
606,"HAWAIIAN SECURITIES & REALTY, LTD",RKWAN,1998-08-05 10:58:40,2251
607,HAWAIIAN SUGAR PLANTERS ASSOCIATION,SUP,1993-02-12 00:00:00,308
610,"HAWAIIAN SUN PRODUCTS, INC.",rkwan,1997-08-11 09:51:45,443
611,Hawaiian Telcom,RKWAN,2005-08-04 12:13:10,2497
612,HAWAIIAN TRUST,SUP,1994-10-19 00:00:00,2035
613,HAWAIIAN WESTERN STEEL LTD,akatsura,1997-09-12 08:48:09,458
614,HELEN L. CHING,,,735
615,HELEN LOW,,,463
616,HENRY & MARCELINA MEDFORD,SUP,1993-01-14 00:00:00,1690
617,HENRY RABAINO,SUP,1992-03-09 00:00:00,1445
618,HENRY SUZUKI CONSTRUCTION,,,464
620,HERBERT HORITA REALTY INC.,,,1228
621,HERMAN CABATA,RKWAN,2003-09-05 14:11:59,479
622,HI ELECTRICIAN'S TRAINING CENTER,,,1212
623,"HICKS CONSTRUCTION CO., INC.",,,469
624,HIDEO SHIMABUKURO,SUP,1993-06-29 00:00:00,1773
625,HIGASHI STORE,,,1325
627,"HIGHWAY CONSTRUCTION CO., LTD.",,,1517
628,"HI-GRADE PLUMBING, INC.",,,466
629,HIKOHARU UYESATO,,,470
630,HILO COAST PROCESSING CO.,rkwan,1998-09-15 11:09:13,471
632,HILO MECHANICAL,SUP,1994-04-04 00:00:00,1951
633,HILO MEDICAL CENTER,rkwan,1998-12-31 11:53:26,980
634,HILO PETROLEUM,rkwan,2000-05-12 11:19:28,2383
635,"HILO QUALITY CLEANERS, LTD",,,335
636,HILO QUALITY WASHERETTE,,,473
637,HILO RADIATOR & GLASS,SUP,1992-01-27 00:00:00,1377
638,HILO SODA WORKS,cclark,1997-02-21 08:49:08,2164
639,HILO WOOD TREATING INC.,,,474
640,HILTON HAWAIIAN VILLAGE,,,475
641,HIROJI TAKI,,,476
642,HIROSHI YOZA,EJS,1996-02-29 00:00:00,1738
643,"HIROTA PAINTING CO., INC.",RKWAN,1997-09-19 11:21:04,480
644,HITCO MOVING & STORAGE,,,481
645,HI-WAY TRANS. & CONTRACTING CO.,,,467
646,HMSA,,,1593
647,HOLIDAY ACTION GAS INC.,,,482
648,"HOLIDAY MART, INC",SUP,1992-03-18 00:00:00,1461
649,HOLO HOLO U-DRIVE AND CAMPERS,rkwan,1998-12-22 10:00:20,2315
650,"HOME CONTRACTORS, INC",,,1236
651,"HOMELANI MEMORIAL PARK, INC.",,,483
652,HON. FUELING FACILITIES CORP.,SUP,1993-02-03 00:00:00,490
653,HONBUSHIN MISSION INTERNATIONAL,SUP,1993-04-28 00:00:00,484
654,HONOKAA GARAGE,,,485
655,HONOLULU BODY & FENDER SHOP,,,486
656,HONOLULU CELLULAR TELEPHONE CO.,SUP,1992-04-24 00:00:00,487
657,"HONOLULU DISPOSAL SERVICE, INC.",,,488
658,Honolulu Ford,RKWAN,2004-08-11 15:46:04,2474
659,HONOLULU FORD INC.,,,489
660,HONOLULU INTERNATIONAL COUNTRY CLUB,SUP,1991-12-08 00:00:00,491
661,"HONOLULU LAUNDRY CO., LTD.",,,492
662,HONOLULU LIMITED,rkwan,2000-09-06 09:45:53,2391
663,"HONOLULU PAINTING CO., LTD.",,,493
664,"HONOLULU PLUMBING CO., LTD.",esadoyama,1997-12-17 15:48:33,494
665,HONOLULU ROOFING CO.,,,496
666,"HONOLULU SAKE BREWERY CO, LTD",,,497
667,"HONOLULU WOOD TREATING CO., LTD.",,,498
668,HONOMACH,SUP,1993-04-12 00:00:00,1717
669,HONSADOR,SUP,1992-12-15 00:00:00,499
670,HONSADOR LUMBER,rkwan,1998-11-17 15:37:23,2250
671,"HOSE SERVICE, INC.",,,501
672,"HOWARD BUILDING CENTER, INC",EJS,1996-03-01 00:00:00,1804
673,"HOWARD CONSTRUCTION, INC.",,,502
674,"HPC FOODS, LTD",RKWAN,1996-08-19 09:20:40,2141
675,"HPC FOODS, LTD.",,,495
676,"HRT, LTD",RKWAN,2002-10-04 09:45:17,1733
677,HUALALAI GARAGE,SUP,1992-06-02 00:00:00,1537
678,HUALALAI LAND CO.,,,506
679,HUEHUE RANCH,RKWAN,1999-07-09 14:26:46,507
680,HUGO VAN PLATEN,rkwan,1997-12-11 12:13:15,1990
681,HUNG LUM CHUN ETAL,rkwan,1998-06-22 11:05:24,2242
682,HYGIENIC STORE,rkwan,1999-01-28 15:26:35,2330
683,I. DOI HAULING CONTRACTOR INC,rkwan,1999-05-12 11:50:23,2346
684,"I. KITAGAWA & COMPANY, LTD.",,,509
685,I. V. B. INC.,,,513
686,ILC INTERNATIONAL,rkwan,1999-11-08 09:35:30,2367
687,ILIKAI HOTEL,,,1356
688,IMA HANADA TRUST,,,1412
689,IMAI BROTHERS ENTERPRISES,rkwan,1999-11-02 11:04:43,514
690,"INAGAKI, JOHN Y.",,,515
691,"INDEPENDENT INVESTMENTS, INC",rkwan,1997-11-10 11:34:06,1513
692,INDUSTRIAL INVESTORS,,,1335
693,INDUSTRIAL TECHNOLOGY,SUP,1993-11-23 00:00:00,1919
694,"INDUSTRIAL WELDING, INC.",RKWAN,1999-03-09 14:08:43,516
695,INTELSAT GLOBAL SERVICES CORP,RKWAN,2003-05-05 11:15:11,213
696,Inter Island Petroleum,RKWAN,2005-07-25 13:49:38,2495
697,INTERNATIONAL INFLIGHT CATERING,,,518
698,INTER-PACIFIC MOTORS INC.,,,517
699,IOLANI SCHOOL,RKWAN,1998-12-18 14:09:04,519
700,ISAMI OKUNAMI,,,520
701,"ISAO, HARRIET AND JANIE MASUNAGA, TRUSTEES",rkwan,1999-11-29 09:02:36,108
702,ISLAND COMMODITIES CORP.,,,521
703,ISLAND HOLIDAYS,EJS,1996-02-29 00:00:00,522
705,ISLAND LANDSCAPING,SUP,1994-04-21 00:00:00,1980
706,"ISLAND MOVERS, INC.",rkwan,2000-09-22 09:45:48,523
708,ISLAND NEON,,,525
709,"ISLAND ROOFING, INC",SUP,1994-06-24 00:00:00,2002
710,ISLAND WIDE TOWING,rkwan,2000-05-31 11:56:42,897
711,J & B SILVA LTD.,rkwan,1999-04-20 17:05:34,528
712,"J & J AUTO REPAIR, INC.",,,529
713,J. C. HEARN CO.,,,530
714,J. GORDON CRAN,SUP,1994-04-07 00:00:00,1975
715,J. MICHAEL & CHARLICE BRYD,RKWAN,2000-05-26 13:44:27,2040
716,J.C. PENNEY,EJS,1996-02-29 00:00:00,1658
717,"J.C. PENNEY CO., INC.",SUP,1992-04-22 00:00:00,546
718,"J.C. PENNEY COMPANY, INC.",,,531
719,J.C. PENNEY PROPERTIES,EJS,1996-02-29 00:00:00,547
720,J.J.R. INC.,RKWAN,2003-06-18 14:30:53,2421
721,JACK ENDO ELECTRIC,sborduz,2003-01-15 13:50:46,1142
722,JACK HARTER HELICOPTERS INC.,rkwan,1997-07-09 13:11:17,534
723,JACK IWAO MIYASHIRO RECOVABLE LIVING TRUST,rkwan,2002-07-24 11:54:29,2436
724,JACK KOBAYASHI (DECEASED),,,535
725,JACK KOUCHI,rkwan,2002-02-01 15:39:52,1688
726,"JACK L. AYERS, JR.",,,1491
727,"JACK WADA ELECTIC, INC",rkwan,1999-04-26 10:29:44,2342
728,JACK WONG YUEN,EJS,1996-03-01 00:00:00,536
729,JACK'S U-DRIVE,rkwan,1998-12-22 09:52:42,2314
730,"JADE PAINTING & DECORATING, INC.",EJS,1996-03-01 00:00:00,537
731,JAMES D. BRENNAN,rkwan,1999-02-03 12:10:30,2282
732,"JAMES H. LUKE & SONS, INC.",,,538
733,"JAMES L. K. TOM, INC.",,,539
734,JAMES M. SHISHIDO,EJS,1996-02-29 00:00:00,540
735,JAN SCHUCK BOND,SUP,1993-03-18 00:00:00,1711
736,JANE C. CLARK (MRS. JOHN CLARK),EJS,1996-02-29 00:00:00,541
737,Jane Takamiya,cclark,1996-12-27 09:33:17,511
738,JAPAN AIRLINES,rkwan,2001-06-22 11:27:23,2400
739,JAPANESE CULTURAL CENTER OF HAWAII,SUP,1993-07-09 00:00:00,1697
740,JAPO I. YOKOYAMA BDG.CONTR'S INC,,,542
741,"JAS W. GLOVER, LTD",SUP,1992-11-27 00:00:00,1674
742,"JAS W. GLOVER, LTD.",,,543
743,JAY M. ARAKAWA,RKWAN,1999-04-20 13:30:18,545
744,JBL HAWAII LTD,,,1618
745,JEROME J. JACINTHO,EJS,1996-02-29 00:00:00,548
746,JERRY CHING REALTY,SUP,1994-06-16 00:00:00,1998
747,JERRY GOO,,,1497
748,JH SAKAMOTO & ASSOCIATES,SUP,1992-01-23 00:00:00,1373
749,JIM SLEMONS HAWAII INC.,,,549
750,JIMMY'S SERVICE STATIN,rkwan,1999-01-20 15:31:55,1392
751,JJ Partners,lnagatoshi,1996-07-01 14:47:33,2136
752,JMH INC DBA EWA MART,RKWAN,2004-03-15 09:52:33,2465
753,JMY ASSOCIATION,,,1339
754,JN Group Inc.,rkwan,2005-01-24 09:44:06,217
755,JOE CORREA,SUP,1994-12-15 00:00:00,2042
756,"JOHIRO BROTHERS, INC.",,,550
757,JOHN L. WADE JR.,rkwan,1999-09-20 10:07:34,2361
758,JOHN M. KEAN,,,1591
759,JOHN MILLS,SUP,1993-11-08 00:00:00,1835
760,JOHN T. KING,rkwan,2000-02-02 15:29:14,551
762,JOINT ASTRONONY CENTRE,RKWAN,1998-10-06 13:57:05,2273
763,JONATHAN & JEANETTE BOCKRATH,RSK,1995-10-05 00:00:00,2114
764,JON'S SERVICE,rkwan,1998-10-26 14:15:48,1390
765,"JOSEPH F. CORREA, JR.",,,553
766,JOSEPH M TOY,rkwan,1997-07-09 12:03:13,2188
767,JUNE S. OTAKA,SUP,1993-02-18 00:00:00,1624
768,JUNE S. OTAKE,,,1608
769,"K C & S DEVELOPMENT CO., LTD",RKWAN,1997-08-11 13:52:14,2018
770,K W SERVICE,SUP,1992-12-08 00:00:00,1678
771,K&S,,,1589
772,K. HAYASHI STORE,SUP,1994-06-24 00:00:00,2011
773,"K. KOMO STORE, INC.",,,554
774,"K. MIURA PLUMBING, INC.",,,555
775,"K. NAGATA CONSTRUCTION, INC.",,,556
776,K. NAITO,EJS,1996-02-29 00:00:00,557
777,"K. OUE, LTD.",,,558
778,K. PACIFIC,,,559
779,"K. SHIOI CONSTRUCTION, INC.",SUP,1994-08-09 00:00:00,560
780,"K. TANIGUCHI, LTD",SUP,1993-08-06 00:00:00,1795
781,"K. YAMADA DISTRIBUTORS, LTD.",,,561
782,K. YOUNG KALAKAUA PARTNERS INC.,rkwan,2000-03-20 11:37:56,2137
783,Kaanapali Development Corp,RKWAN,2006-05-16 14:48:41,2512
784,KAHALA HILTON HOTEL,EJS,1996-03-01 00:00:00,1294
785,KAHUKU HOUSING CORP.,EJS,1996-02-29 00:00:00,566
786,"KAHUKU SHRIMP CO., INC",RKWAN,1998-12-23 10:53:29,2296
787,"KAIKOO COIN LAUNDRY, INC.",,,568
791,"KAINEHE SERVICE STATION, INC",rkwan,1999-10-04 10:17:14,571
792,KAISER PERMANENTE,CCLARK,1997-01-31 15:39:22,2143
794,"KALAKAUA KLEANERS, INC.",,,572
795,"KALEPA CO., LLC",RKWAN,2005-11-25 11:55:55,2368
796,KALUAKOI CORP.,,,574
797,KAMAME SUMIDA,,,575
798,KAMEHAMEHA INVESTMENT CORP.,SUP,1995-02-08 00:00:00,576
799,KAMEHAMEHA SCHOOLS BERNICE PAUAHI BISHOP ESTATE,rkwan,2000-01-18 15:13:49,2358
800,Kamehameha Schools Bishop Estate,RKWAN,1998-12-11 11:40:08,577
802,KAMEHAMEHA SCHOOLS/BISHOP ESTATE,rkwan,1999-07-15 08:29:52,2355
803,"KAM'S EXPRESS, INC.",RKWAN,1998-12-24 11:35:41,1570
804,"KAMUELA VACUUM COOLING CORP., LTD",,,579
805,KANEDA'S FOOD & PARTY SUPPLIES,SUP,1992-06-03 00:00:00,1389
806,KANEOHE RANCH,,,1588
807,KANO TRUCKING SVC. LTD.,,,580
809,"KANOA ESTATE, INC.",rkwan,1997-12-11 12:15:38,1565
810,KAPALAMA WAREHOUSE,CCLARK,1997-01-23 10:49:27,2155
811,KAPALUA BAY HOTEL,jishihara,2003-12-05 11:39:01,582
812,"KAPALUA LAND CO., LTD.",SUP,1992-08-24 00:00:00,584
813,"KAPALUA WASTE TREATMENT CO., LTD",,,585
814,KAPIOLANI BAKERY,,,1424
815,KAPIOLANI MEDICAL CENTER AT PALI MOMI,rkwan,1999-08-05 14:25:25,462
816,KAPIOLANI WOMEN'S & CHILDREN'S MEDICAL CENTER,,,586
817,KAPOLEI  PEOPLE'S INC,RKWAN,2001-07-02 14:24:28,2304
818,KAPUNAKEA PARTNERS,jishihara,2003-12-05 11:42:09,2321
819,KAT'S REPAIR & SERVICE,,,1341
820,KATSUTOSHI MATSUMURA,EJS,1996-02-29 00:00:00,1787
821,KA'U AGRIBUSINESS CO. INC.,SUP,1993-04-13 00:00:00,562
822,KAUAI  AUTOMATED FUELS NETWORK,rkwan,2004-11-04 14:25:19,936
823,KAUAI BEVERAGE & ICE CREAM CO.,rkwan,1998-08-14 17:06:44,587
824,"KAUAI BUILDERS, LTD",SUP,1994-02-18 00:00:00,1938
825,KAUAI CIGAR SHOP,RKWAN,1998-12-24 11:31:48,1393
826,KAUAI COMMERCIAL COMPANY,CJR,1995-04-25 00:00:00,567
827,KAUAI COMMUNITY COLLEGE - UNIVERSITY OF HAWAII,rkwan,1999-05-10 17:25:21,2345
828,KAUAI COUNTY,SUP,1993-04-21 00:00:00,1719
830,KAUAI COUNTY - DEPT OF PUBLIC WORKS,rkwan,1999-01-04 09:53:26,592
831,KAUAI COUNTY - LIHUE CIVIC CENTER,RKWAN,1998-09-08 08:45:13,2264
832,KAUAI COUNTY CIVIL DEFENSE,esadoyama,1998-03-10 12:07:21,2197
833,KAUAI COUNTY POLICE DEPT,SUP,1993-08-11 00:00:00,1782
834,KAUAI COUNTY POLICE DEPT.,SUP,1992-12-30 00:00:00,224
835,KAUAI COUNTY WATER DEPT,,,261
836,"KAUAI Golf LLC, a Hawaii Corporation",RKWAN,2004-01-29 09:17:20,1468
837,"KAUAI ISLAND TOURS, INC.",,,589
839,KAUAI NURSERY & LANDSCAPING,,,590
841,"KAUAI PAINT AND JALOUSIE, INC",RSK,1995-09-20 00:00:00,2111
842,"KAUAI PETROLEUM CO., LTD.",RKWAN,2000-11-16 12:03:30,591
843,KAUAI SELF SERVE CORP.,knatarajan,2000-01-18 17:20:13,1748
844,KAUAI VETERANS' SERVICE STATION,,,597
845,KAUPULEHU MAKAI VENTURE,rkwan,1996-10-23 13:29:00,2154
846,Kawaihae Cement,RKWAN,2004-05-25 16:15:28,2470
847,KAWAIHAE SERVICE,RKWAN,1998-10-01 11:31:09,2268
848,KAWAILOA DEV. DBA POIPU BAY RESORT GOLF COURSE,knatarajan,1999-12-09 08:39:09,2309
849,KAWAILOA DEVELOPMENT DBA HYATT REGENCY KAUAI,knatarajan,1999-12-09 08:51:27,2302
850,"KAWAMATA BROS, LTD",EJS,1996-02-29 00:00:00,1603
851,KAY HIGASHI,SUP,1994-05-03 00:00:00,1982
852,KAYA'S GENERAL MERCHANDISE,EJS,1996-02-29 00:00:00,598
853,"KAZU INC., DBA EWA MART",RKWAN,2004-03-15 09:51:45,2427
854,KAZU MORITA SERVICE,EJS,1996-02-29 00:00:00,1665
855,KAZUO YANAGIDA,,,599
856,KBP LIMITED PARTNERSHIP,,,600
857,"KEAAU SERVICE STATION, INC",RKWAN,1998-10-28 15:31:15,862
858,"KEAAU SERVICE STATION, INC DBA BJ'S 76",RKWAN,2003-07-25 16:03:10,1694
859,KEAAU STEAK HOUSE,,,601
