FacilityID,FacilityName,OwnerType,FacilityType1,FacilityType2,FacilityAddress1,FacilityAddress2,FacilityCity,FacilityCounty, FacilityState,FacilityZipCode,FacilityEPARegion,FacilityTribalSite,FacilityTribe,FacilityLatitude,FacilityLongitude,FacilityCoordinateSource,FacilityOwnerCompanyName,FacilityOperatorCompanyName,FinancialResponsibilityObtained,FinancialResponsibilityBondRatingTest,FinancialResponsibilityCommercialInsurance,FinancialResponsibilityGuarantee,FinancialResponsibilityLetterOfCredit,FinancialResponsibilityLocalGovernmentFinancialTest,FinancialResponsibilityRiskRetentionGroup,FinancialResponsibilitySelfInsuranceFinancialTest,FinancialResponsibilityStateFund,FinancialResponsibilitySuretyBond,FinancialResponsibilityTrustFund,FinancialResponsibilityOtherMethod,USTReportedRelease,AssociatedLUSTID
3035903,Bigfoot #136,Private,Retail fuel sales (non-marina),Attended Self-Service Station,7815 North University Street,,Peoria,Peoria,IL,61615,5,No,,40.78294,-89.62207,Geocoded address,"Mac's Convenience Stores, LLC",,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,20200333
3035914,Big 10 Mart #21,Private,Retail fuel sales (non-marina),Attended Self-Service Station,1301 13th Street,,East Moline,Rock Island,IL,61244,5,No,,41.520301818847656,-90.43450164794922,Geocoded address,Molo Oil Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3036437,Casey's General Store #2076,Private,Retail fuel sales (non-marina),Attended Self-Service Station,2020 North Main Street,,Canton,Fulton,IL,61520,5,No,,40.58980178833008,-90.03600311279297,Geocoded address,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3036438,Casey's General Store,Private,Retail fuel sales (non-marina),Attended Self-Service Station,1105 West 10th Avenue,,Milan,Rock Island,IL,61264,5,No,,41.44309997558594,-90.58439636230467,Geocoded address,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3036457,Casey's General Store #2043,Private,Retail fuel sales (non-marina),Attended Self-Service Station,84 South Main Street,,Farmington,Fulton,IL,61531,5,No,,40.69729995727539,-90.00589752197266,Geocoded address,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3036458,Casey's General Store #2041,Private,Retail fuel sales (non-marina),Attended Self-Service Station,811 West Main Street,,Elmwood,Peoria,IL,61529,5,No,,40.77799987792969,-89.97799682617188,Geocoded address,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3036458,Casey's General Store #2041,Private,Retail fuel sales (non-marina),Attended Self-Service Station,811 West Main Street,,Elmwood,Peoria,IL,61529,5,No,,40.77799987792969,-89.97799682617188,Geocoded address,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,98-0937
3036685,"Mina Mart, LLC",Private,Retail fuel sales (non-marina),Attended Self-Service Station,5211 25th Avenue Court,,Moline,Rock Island,IL,61265,5,No,,41.48699951171875,-90.46620178222656,Geocoded address,"Rising Sun, LLC",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
3036687,Casey's General Store #2074,Private,Retail fuel sales (non-marina),Attended Self-Service Station,306 2nd Avenue,,Carbon Cliff,Rock Island,IL,61239,5,No,,41.49779891967773,-90.39109802246094,Geocoded address,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3036843,Casey's General Store #2095,Private,Retail fuel sales (non-marina),Attended Self-Service Station,1801 South Main,,Eureka,Woodford,IL,61530,5,No,,40.70424,-89.27265,Geocoded address,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3037121,Casey's General Store,Private,Retail fuel sales (non-marina),Attended Self-Service Station,2201 Washington Road,,Washington,Tazewell,IL,61571,5,No,,40.69440078735352,-89.47450256347656,Geocoded address,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3037179,Peoria County Highway North,Local Government,Other,County,15047 Evansmill Road,,Dunlap,Peoria,IL,61559,5,No,,0.0,0.0,Unknown,County of Peoria,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,00-1361
3037183,Casey's #4630,Private,Retail fuel sales (non-marina),Attended Self-Service Station,113 Eastgate Drive,,Washington,Tazewell,IL,61571,5,No,,0.0,0.0,Unknown,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3037214,G & D Transportation Inc,Private,Trucking/transport/fleet operation,Trucking Company,50 Commerce Drive,,Morton,Tazewell,IL,61550,5,No,,0.0,0.0,Unknown,"G & D Transportation, Inc.",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
3037232,Express Lane Shell,Private,Retail fuel sales (non-marina),Attended Self-Service Station,3140 Avenue of the Cities,,Moline,Rock Island,IL,61265,5,No,,41.49160003662109,-90.49250030517578,Geocoded address,Arthur J. Johnson Family Limited Partnership,,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,
3037301,Casey's General Store,Private,Retail fuel sales (non-marina),Attended Self-Service Station,602 Main Street,,Warsaw,Hancock,IL,62379,5,No,,40.35879898071289,-91.43419647216795,Geocoded address,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3037329,Thorntons #350,Private,Retail fuel sales (non-marina),Attended Self-Service Station,457 S. Main Street,,Creve Coeur,Tazewell,IL,61611,5,No,,40.640098571777344,-89.60590362548828,Geocoded address," Thorntons, LLC",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,20191273
3037385,Road Ranger #186,Private,Retail fuel sales (non-marina),Attended Self-Service Station,1311 N. Carolyn Drive,,Minonk,Woodford,IL,61760,5,No,,40.914249420166016,-89.0548095703125,Geocoded address,"Road Ranger, LLC",,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3038392,Maquon Miracle Mart,Private,Retail fuel sales (non-marina),Attended Self-Service/Unattended Self-Service,319 Main Street,,Maquon,Knox,IL,61458,5,No,,0.0,0.0,Unknown,"Mihir Properties, LLC",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
3038398,Casey's General Store #2188,Private,Retail fuel sales (non-marina),Attended Self-Service Station,223 W. Main Street,,Galesburg,Knox,IL,61401,5,No,,0.0,0.0,Unknown,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3038429,Jiffi Stop #587,Private,Retail fuel sales (non-marina),Attended Self-Service Station,101 W. 5th Street,,Bowen,Hancock,IL,62316,5,No,,40.2315715,-91.0646978,Geocoded address,"GPM Investments, LLC",,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Unknown,
3038432,Casey's General Store,Private,Retail fuel sales (non-marina),Attended Self-Service Station,2114 West Farmington Road,,West Peoria,Peoria,IL,616043912,5,No,,40.70249938964844,-89.62670135498047,Geocoded address,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3038447,Casey's General Store #2210,Private,Retail fuel sales (non-marina),Attended Self-Service Station,560 South Main Street,,North Pekin,Tazewell,IL,61554,5,No,,40.60480117797852,-89.62159729003906,Geocoded address,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3038536,Casey's General Store #2236,Private,Retail fuel sales (non-marina),Attended Self-Service Station,1800 North 8th Street,,Pekin,Tazewell,IL,61554,5,No,,40.58610153198242,-89.6405029296875,Geocoded address,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3038610,Brandt Construction Company,Private,Other,Construction,102 7th Street West,,Milan,Rock Island,IL,61264,5,No,,41.4530843,-90.5769583,Geocoded address,Brandt Construction Company,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
3038878,C-Store Development Company,Private,Retail fuel sales (non-marina),Attended Self-Service Station,700 S. Main St.,,Creve Coeur,Tazewell,IL,61610,5,No,,40.63589859008789,-89.60870361328125,Geocoded address,Balraj Sandhu,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3038924,"Narmada Retails, LLC",Private,Retail fuel sales (non-marina),Attended Self-Service/Unattended Self-Service,202 E. Pearl St.,,Tremont,Tazewell,IL,61568,5,No,,40.52696,-89.48887,Geocoded address,"Narmada Retails, LLC",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
3038954,Casey's General Store,Private,Retail fuel sales (non-marina),Attended Self-Service Station,6203 North Big Hollow Road,,Peoria,Peoria,IL,61615,5,No,,40.76290130615234,-89.6530990600586,Geocoded address,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3038995,Brewer's Distributing,Private,Commercial,Commercial / Retail,2421 West Townline Road,,Peoria,Peoria,IL,61615,5,No,,40.79909896850586,-89.62930297851562,Geocoded address,Brewer's Distributing,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
3039002,Rock Island County Jail,Local Government,Other,County,1317 3rd Ave,,Rock Island,Rock Island,IL,61201,5,No,,41.50908,-90.58112,Geocoded address,County of Rock Island,,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,
3039061,Ricky's Gas & Mart,Private,Retail fuel sales (non-marina),Attended Self-Service Station,409 Jubilee Lane,,Germantown Hills,Woodford,IL,61548,5,No,,40.76591,-89.47358,Geocoded address,Payal Hinduja,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
3039284,Bigfoot #158,Private,Retail fuel sales (non-marina),Attended Self-Service Station,3016 West Farmington Road,,Peoria,Peoria,IL,61604,5,No,,40.70279,-89.6412,Geocoded address,"Mac's Convenience Stores, LLC",,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,20240147
3039320,Oak Run Property Owners Association,Private,Marina,Marina,5054B Oak Run Drive,,Dahinda,Knox,IL,61428,5,No,,40.9787467,-90.141789,Geocoded address,Oak Run Property Owners Association,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
3039372,"Niemann Foods, Inc. d/b/a Fuel Express #149",Private,Retail fuel sales (non-marina),Unattended Self-Service Station,2111 Court St.,,Pekin,Tazewell,IL,61554,5,No,,40.55971,-89.61592,Geocoded address,"Niemann Foods, Inc.",,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3039489,"Kamla Kaur Gas Staton, Inc. d/b/a N. Main St. Shell",Private,Retail fuel sales (non-marina),Attended Self-Service Station,1100 N. Main St.,,East Peoria,Tazewell,IL,61611,5,No,,0.0,0.0,Unknown,"Axis Investments, LLC",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
3039701,Casey's General Store #2313,Private,Retail fuel sales (non-marina),Attended Self-Service Station,837 North College Avenue,,Geneseo,Henry,IL,61254,5,No,,41.46440124511719,-90.15889739990234,Geocoded address,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3040113,Minit Mart Lacon #631,Private,Retail fuel sales (non-marina),Attended Self-Service Station,1407 5th Street,,Lacon,Marshall,IL,61540,5,No,,0.0,0.0,Unknown,"Minit Mart, LLC",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
3040124,Peoria City / County Landfill #2,Local Government,Other,Landfill,11501 West Cottonwood Road,,Brimfield,Peoria,IL,61517,5,No,,40.73819,-89.77226,Geocoded address,"Waste Management of Illinois, Inc.",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
3040140,Rocket Stop,Private,Retail fuel sales (non-marina),Attended Self-Service Station,13925 134th Ave W,,Taylor Ridge,Rock Island,IL,61284,5,No,,41.387298583984375,-90.76319885253906,Geocoded address,"Roket Stop, Inc.",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
3040203,Casey's General Store #3547,Private,Retail fuel sales (non-marina),Attended Self-Service Station,101 Farmdale Road,,East Peoria,Tazewell,IL,61611,5,No,,40.67549896240234,-89.53520202636719,Geocoded address,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3040211,Hucks #357,Private,Retail fuel sales (non-marina),Attended Self-Service Station,1015 West Camp Street,,East Peoria,Tazewell,IL,61611,5,No,,40.67989,-89.587,Geocoded address,"Martin & Bayley, Inc.",,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3040332,Huck's #358,Private,Retail fuel sales (non-marina),Attended Self-Service Station,1415 W Alta Road,,Peoria,Peoria,IL,61615,5,No,,40.81431,-89.61408,Geocoded address,"Martin & Bayley, Inc.",,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3040349,Henry Co. Emergency Services Associates,Local Government,Aviation/airport (non-rental car),Airport,6343 Wolf Road,,Colona,Henry,IL,61241,5,No,,41.49412,-90.31328,Geocoded address,Henry Co. Emergency Services Association,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
3040596,Casey's General Store #2428,Private,Retail fuel sales (non-marina),Attended Self-Service Station,1500 North Main Street,,Lewistown,Fulton,IL,61542,5,No,,40.40660095214844,-90.15519714355467,Geocoded address,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3040716,7-Eleven Store #34465,Private,Retail fuel sales (non-marina),Attended Self-Service Station,1027 18th Avenue,,East Moline,Rock Island,IL,612442239,5,No,,41.51485061645508,-90.43833923339844,Geocoded address,"7-Eleven, Inc.",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
3040859,Casey's #3889,Private,Retail fuel sales (non-marina),Attended Self-Service Station,1045 University Ave.,,Henry,Marshall,IL,61537,5,No,,41.11790084838867,-89.36959838867188,Geocoded address,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,20200920
3040868,Fuel Center J-531,Private,Retail fuel sales (non-marina),Attended Self-Service Station,1405 West Garfield Avenue,,Bartonville,Peoria,IL,61607,5,No,,40.6452,-89.67463,Geocoded address,Kroger Limited Partnership I,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
3041115,Hy Vee Gas,Private,Retail fuel sales (non-marina),Attended Self-Service Station,1602 Jackson Street,,Macomb,McDonough,IL,61455,5,No,,0.0,0.0,Unknown,"Hy-Vee, Inc.",,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Unknown,
3041252,Owen's Recreation Center,Local Government,Other,City / Town,1019 W. Lake Ave.,,Peoria,Peoria,IL,61614,5,No,,40.73964,-89.6087,Geocoded address,Peoria Park District,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3041391,Jewel Express #3122,Private,Retail fuel sales (non-marina),Attended Self-Service Station,1902 First Street A,,Moline,Rock Island,IL,61265,5,No,,41.493253,-90.536081,Geocoded address,"Jewel Food Stores, Inc. ",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
3041545,Casey's General Store #2439,Private,Retail fuel sales (non-marina),Attended Self-Service Station,105 East Spring Street,,Princeville,Peoria,IL,61559,5,No,,40.92940139770508,-89.75700378417969,Geocoded address,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3041590,Casey's General Store #2440,Private,Retail fuel sales (non-marina),Attended Self-Service Station,202 West North Street,,Colchester,McDonough,IL,62326,5,No,,40.42599868774414,-90.79440307617188,Geocoded address,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3041637,Hy-Vee Gas,Private,Retail fuel sales (non-marina),Attended Self-Service/Unattended Self-Service,4218 Avenue of the Cities,,Moline,Rock Island,IL,61265,5,No,,41.4884,-90.47603,Geocoded address,"Hy-Vee, Inc.",,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Unknown,
3041864,Expresslane #78,Private,Retail fuel sales (non-marina),Attended Self-Service Station,199 Route 84 N,,Cordova,Rock Island,IL,61242,5,No,,41.67900085449219,-90.3145980834961,Geocoded address,Arthur J. Johnson Family Limited Partnership,,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,
3042175,Circle K #1415,Private,Retail fuel sales (non-marina),Attended Self-Service Station,1006 East Fort Street,,Farmington,Fulton,IL,61531,5,No,,40.69789,-89.98881,Geocoded address,"Mac's Convenience Stores, LLC",,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Unknown,
3042362,Circle K #1427,Private,Retail fuel sales (non-marina),Attended Self-Service Station,1514 W. Hickory Grove Rd.,,Dunlap,Peoria,IL,61525,5,No,,0.0,0.0,Unknown,"Mac's Convenience Stores, LLC",,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Unknown,
3042376,"Hy-Vee, Inc.",Private,Retail fuel sales (non-marina),Attended Self-Service/Unattended Self-Service,2110 E. Main Street,,Galesburg,Knox,IL,61401,5,No,,40.9468002319336,-90.3384017944336,Geocoded address,"Hy-Vee, Inc.",,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Unknown,
3042381,Jewel Express #3770,Private,Retail fuel sales (non-marina),Attended Self-Service Station,101 Avenue of the Cities,,East Moline,Rock Island,IL,61244,5,No,,0.0,0.0,Unknown,"Jewel Food Stores, Inc. ",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
3042389,Casey's General Store #2556,Private,Retail fuel sales (non-marina),Attended Self-Service Station,6124 West Plank Road,,Bellevue,Peoria,IL,61604,5,No,,40.68792,-89.69071,Geocoded address,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3042475,Minit Mart Wenona #647,Private,Retail fuel sales (non-marina),Attended Self-Service Station,1 Carrier Lane,,Wenona,Marshall,IL,61377,5,No,,0.0,0.0,Unknown,"Minit Mart, LLC",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
3042532,Fuel Center J-657,Private,Retail fuel sales (non-marina),Attended Self-Service/Unattended Self-Service,20 Cherry Tree Shopping Center,,Washington,Tazewell,IL,61571,5,No,,40.70521,-89.44758,Geocoded address,Kroger Limited Partnership I,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
3042537,Casey's General Store #2564,Private,Retail fuel sales (non-marina),Attended Self-Service Station,13023 West Farmington Road,,Hanna City,Peoria,IL,61536,5,No,,0.0,0.0,Unknown,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3042584,Home City Ice,Private,Commercial,Commercial / Retail,701 South Erie,,Morton,Tazewell,IL,61550,5,No,,40.60235,-89.48302,Geocoded address,Home City Ice,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
3042596,Hy-Vee Gas - Milan,Private,Retail fuel sales (non-marina),Attended Self-Service/Unattended Self-Service,810 West 1st Street,,Milan,Rock Island,IL,61264,5,No,,41.444649,-90.567458,Geocoded address,"Hy-Vee, Inc.",,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Unknown,
3042653,Knapp Concrete,Private,Commercial,Commercial / Retail,150 East Martin Drive,,Goodfield,Woodford,IL,61742,5,No,,40.61934,-89.26825,Geocoded address,Knapp Concrete,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
3042761,Williamsfield Fast Stop,Private,Retail fuel sales (non-marina),Unattended Self-Service Station,218 Illinois Route 1-80,,Williamsfield,Knox,IL,61489,5,No,,0.0,0.0,Unknown,"West Central FS, Inc.",,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3043011,RKA Aircraft Hangar,Private,Aviation/airport (non-rental car),Airport,6325 74th Avenue,,Milan,Rock Island,IL,61264,5,No,,41.44165,-90.51077,Geocoded address,"RKA, LLC",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
3043082,Casey's General Store #3500,Private,Retail fuel sales (non-marina),Attended Self-Service Station,911 W. Mt. Vernon Street,,Metamora,Woodford,IL,61548,5,No,,40.79045,-89.37397,Geocoded address,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3043248,Thermo King,Private,Retail fuel sales (non-marina),Unattended Self-Service Station,3900  81st Avenue West,,Rock Island,Rock Island,IL,61201,5,No,,41.43856,-90.62245,Geocoded address,Thermo King Quad Cities,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
3043485,Casey's General Store #2649,Private,Retail fuel sales (non-marina),Attended Self-Service Station,609 East 4th Street,,Delavan,Tazewell,IL,61734,5,No,,40.37255,-89.53973,Geocoded address,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
4007178,Mac's #1204,Private,Retail fuel sales (non-marina),Attended Self-Service Station,309 Landmark Drive,,Normal,McLean,IL,61761,5,No,,40.51536,-88.95475,Geocoded address,"Sumark Normal, LLC",,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,20200079
3043510,Fairview Quick Stop,Private,Retail fuel sales (non-marina),Attended Self-Service/Unattended Self-Service,900 Church Street,,Fairview,Fulton,IL,61432,5,No,,40.64149856567383,-90.1636962890625,Geocoded address,"J.C. Fairview Development, LLC",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
3043626,Fuel Center #J-923,Private,Retail fuel sales (non-marina),Attended Self-Service/Unattended Self-Service,1607 Broadway Street,,Pekin,Tazewell,IL,61554,5,No,,40.56866,-89.62844,Geocoded address,Kroger Limited Partnership I,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
3043628,Fuel Center #J-918,Private,Retail fuel sales (non-marina),Attended Self-Service/Unattended Self-Service,9219 North Lindbergh Drive,,Peoria,Peoria,IL,61615,5,No,,40.79937,-89.61028,Geocoded address,Kroger Limited Partnership I,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
3043826,"FedEx Freight, Inc.-RKI",Private,Trucking/transport/fleet operation,Trucking Company,5035 Morton Drive,,East Moline,Rock Island,IL,612449549,5,No,,41.52341,-90.39029,Geocoded address,"Moline Freight, LLC",,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Unknown,
3043850,Sullivan's Foods,Private,Retail fuel sales (non-marina),Unattended Self-Service Station,605 Tenney Street,,Kewanee,Henry,IL,61443,5,No,,41.22359848022461,-89.92880249023438,Geocoded address,"Super Market Developers, Inc.",,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Unknown,
3043875,"Air-Land Transport Service, Inc.",Private,Trucking/transport/fleet operation,Trucking Company,17508 Route 5 & 92,,East Moline,Rock Island,IL,61244,5,No,,0.0,0.0,Unknown,"Air Land Transport Service, Inc.",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
3044020,Rental Car Facility,Private,Commercial,Commercial / Retail,1501 S. Maxwell Road,,Peoria,Peoria,IL,61607,5,No,,40.672261,-89.689707,Geocoded address,Metropolitan Airport Authority of Peoria,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
3044212,City of Geneseo,Local Government,Other,City / Town,686 S. Chicago Street,,Geneseo,Henry,IL,61254,5,No,,41.445502,-90.143892,Geocoded address,City of Geneseo,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
3044215,"Walter D. Laud, Inc.",Private,Other,Construction,821 S. 2nd Ave.,,Carbon Cliff,Rock Island,IL,61239,5,No,,0.0,0.0,Unknown,"Walter D. Laud, Inc.",,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3044362,"Kamla Kaur Group, Inc. d/b/a N. Allen Rd. Shell",Private,Retail fuel sales (non-marina),Attended Self-Service Station,9109 North Allen Road,,Peoria,Peoria,IL,61616,5,No,,40.79790115356445,-89.631103515625,Geocoded address,"Axis Investments, LLC",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
3044472,"Gold Star FS, Inc.",Private,Wholesale,Bulk / Unattended Self-Service,2004 State Highway,,Aledo,Mercer,IL,61231,5,No,,0.0,0.0,Unknown,"Gold Star FS, Inc.",,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3044568,Hy Vee Gas,Private,Retail fuel sales (non-marina),Attended Self-Service/Unattended Self-Service,500 17th Avenue Drive,,Silvis,Rock Island,IL,61282,5,No,,41.4886215,-90.420998,Geocoded address,"Hy-Vee, Inc.",,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Unknown,
3044585,Casey's General Store,Private,Retail fuel sales (non-marina),Attended Self-Service Station,321 N. Main Street,,Toluca,Marshall,IL,61369,5,No,,41.00419998168945,-89.13400268554688,Geocoded address,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3044651,Deere & Co. Aviation Dept.,Private,Aviation/airport (non-rental car),Airport,5600 69th Ave.,,Milan,Rock Island,IL,61264,5,No,,41.453117,-90.517816,Geocoded address,Deere & Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3044928,Casey's General Store #3053,Private,Retail fuel sales (non-marina),Attended Self-Service Station,605 S. Orchard Street,,Mackinaw,Tazewell,IL,61755,5,No,,40.53049850463867,-89.35769653320312,Geocoded address,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3045026,Cady Oil North,Private,Bulk plant storage/petroleum distributor,Bulk Plant,2020 E. Wilkins Dr.,,Mossville,Peoria,IL,61552,5,No,,0.0,0.0,Unknown,"Cady Oil Company, Inc.",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
3045029,Casey's General Store #3071,Private,Retail fuel sales (non-marina),Attended Self-Service Station,215 E. Knoxville St.,,Brimfield,Peoria,IL,61517,5,No,,40.83890151977539,-89.8822021484375,Geocoded address,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3045056,City of Macomb,Local Government,Other,City / Town,701 E. Pierce St.,,Macomb,McDonough,IL,61455,5,No,,40.464615,-90.663223,Geocoded address,City of Macomb,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
3045094,Metropolitan Airport Authority,Private,Aviation/airport (non-rental car),Airport,6300 75th Avenue,,Milan,Rock Island,IL,61264,5,No,,41.441200256347656,-90.51180267333984,Geocoded address,Metropolitan Airport Authority,,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,
3045133,Casey's General Store #3095,Private,Retail fuel sales (non-marina),Attended Self-Service Station,565 W. Main,,El Paso,Woodford,IL,61738,5,No,,40.73749923706055,-89.02429962158203,Geocoded address,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3045133,Casey's General Store #3095,Private,Retail fuel sales (non-marina),Attended Self-Service Station,565 W. Main,,El Paso,Woodford,IL,61738,5,No,,40.73749923706055,-89.02429962158203,Geocoded address,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,12-1140
3045188,Costco Gasoline 1126,Private,Retail fuel sales (non-marina),Attended Self-Service/Unattended Self-Service,110 Commercial Drive,,East Peoria,Tazewell,IL,61611,5,No,,0.0,0.0,Unknown,Costco Wholesale Corporation,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
3045242,Kroger J-647,Private,Retail fuel sales (non-marina),Attended Self-Service/Unattended Self-Service,1001 W. Jackson St.,,Morton,Tazewell,IL,61550,5,No,,40.6197,-89.47113,Geocoded address,Kroger Limited Partnership I,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
3045298,Caterpillar Aircraft Division,Private,Aviation/airport (non-rental car),Airport,7022 W. Middle Rd.,,Peoria,Peoria,IL,61607,5,No,,40.674136,-89.705273,Geocoded address,"Caterpillar, Inc.",,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
3045322,Metrolink,Private,Other,Private Institution,4501 4th Ave.,,Rock Island,Rock Island,IL,61201,5,No,,41.5077018737793,-90.5386962890625,Geocoded address,Metrolink,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
