FacilityID,TankID,TankName,TankLocation,FederallyRegulated,FieldConstructed,EmergencyGenerator,AirportHydrant System,MultipleTanks,TankClosureDate,TankInstallationDate,CompartmentalizedUST,TankStatus,NumberOfCompartments,TankMaterialDescription,TankCorrosionProtectionSacrificialAnode,TankCorrosionProtectionImpressedCurrent,TankCorrosionProtectionCathodicNotRequired,TankCorrosionProtectionInteriorLining,TankCorrosionProtectionOther,TankCorrosionProtectionUnknown,TankSecondaryContainment,CertOfInstallation,CertOfInstallationOther
1002675,1002675-4,4,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1998-01-12,1933-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1002675,1002675-5,5,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1952-01-01,1933-07-01,No,Closed (in place),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1002675,1002675-6,6,Underground (entirely buried),Yes,Unknown,No,Unknown,No,2003-11-13,1933-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1002719,1002719-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1979-01-01,1953-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1002719,1002719-2,2,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1979-01-01,1953-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1002719,1002719-3,3,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1979-01-01,1953-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1002719,1002719-4,4,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1979-01-01,1953-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1002719,1002719-5,5,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1979-01-01,1953-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1002719,1002719-6,6,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1979-01-01,1953-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1002742,1002742-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1998-12-07,1955-07-02,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1002742,1002742-2,2,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1998-12-07,1955-07-02,No,Other,1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1002743,1002743-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1981-01-01,1964-07-01,No,Closed (in place),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1002743,1002743-2,2,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1981-01-01,1964-07-01,No,Closed (in place),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1003095,1003095-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1988-01-01,1950-07-02,No,Closed (in place),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1003097,1003097-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1986-04-01,,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1003097,1003097-2,2,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1986-04-01,,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1003097,1003097-3,3,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1986-04-01,,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1003097,1003097-4,4,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1986-04-01,,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1003100,1003100-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1988-01-01,1952-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1003100,1003100-2,2,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1988-01-01,,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1003100,1003100-3,3,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1988-01-01,,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1003128,1003128-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,,1952-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1003535,1003535-2,2,Underground (entirely buried),Yes,Unknown,No,Unknown,No,,1952-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1003670,1003670-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1999-08-04,1976-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1003888,1003888-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1988-01-01,1946-07-02,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1003888,1003888-2,2,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1988-01-01,1946-07-02,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1003900,1003900-2,2,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1965-01-01,,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1004513,1004513-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1998-10-07,1963-07-02,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1004513,1004513-2,2,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1998-10-07,1963-07-02,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1004513,1004513-3,3,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1998-10-07,,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1004513,1004513-4,4,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1998-10-07,,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1004513,1004513-5,5,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1998-10-07,,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1004513,1004513-6,6,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1998-10-07,,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1004517,1004517-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,,1965-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1004517,1004517-2,2,Underground (entirely buried),Yes,Unknown,No,Unknown,No,,1965-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1004517,1004517-3,3,Underground (entirely buried),Yes,Unknown,No,Unknown,No,,1965-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1004517,1004517-4,4,Underground (entirely buried),Yes,Unknown,No,Unknown,No,,1957-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1004517,1004517-5,5,Underground (entirely buried),Yes,Unknown,No,Unknown,No,,1957-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1004517,1004517-6,6,Underground (entirely buried),Yes,Unknown,No,Unknown,No,,1957-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1004517,1004517-7,7,Underground (entirely buried),Yes,Unknown,No,Unknown,No,,1957-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1004517,1004517-8,8,Underground (entirely buried),Yes,Unknown,No,Unknown,No,,1957-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1004527,1004527-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1968-03-01,1969-07-01,No,Closed (in place),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1004547,1004547-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,2005-12-01,1974-07-02,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1004547,1004547-2,2,Underground (entirely buried),Yes,Unknown,No,Unknown,No,2005-12-01,1974-07-02,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1004547,1004547-3,3,Underground (entirely buried),Yes,Unknown,No,Unknown,No,2005-12-01,1974-07-02,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1004745,1004745-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,,1967-07-02,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1004745,1004745-2,2,Underground (entirely buried),Yes,Unknown,No,Unknown,No,,1967-07-02,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1004745,1004745-3,3,Underground (entirely buried),Yes,Unknown,No,Unknown,No,,1967-07-02,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1004747,1004747-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1988-01-01,1924-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1004747,1004747-2,2,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1988-01-01,1924-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1004747,1004747-3,3,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1988-01-01,1924-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1004747,1004747-4,4,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1988-01-01,1924-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1004842,1004842-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1991-06-13,1955-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1004842,1004842-2,2,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1991-06-13,1955-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1004842,1004842-3,3,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1991-06-13,1955-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1004842,1004842-4,4,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1991-06-13,1955-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1004842,1004842-5,5,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1991-06-13,1955-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1005432,1005432-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,,1947-07-02,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
1006001,1006001-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,2015-10-30,,No,Closed (removed from ground),1,,No,No,No,No,No,Yes,Single wall,,
1006001,1006001-2,2,Underground (entirely buried),Yes,Unknown,No,Unknown,No,2015-10-30,,No,Closed (removed from ground),1,,No,No,No,No,No,Yes,Single wall,,
1006003,1006003-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,2019-02-13,,No,Closed (removed from ground),1,,No,No,No,No,No,Yes,Single wall,,
110,0000110-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1988-01-01,1964-07-01,No,Closed (removed from ground),1,Unknown,No,No,No,No,No,Yes,Single wall,,
111,0000111-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1988-01-01,1963-07-02,No,Closed (removed from ground),1,Unknown,No,No,No,No,No,Yes,Single wall,,
118,0000118-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1988-01-01,1975-07-02,No,Closed (removed from ground),1,Unknown,No,No,No,No,No,Yes,Single wall,,
118,0000118-2,2,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1988-01-01,1975-07-02,No,Closed (removed from ground),1,Unknown,No,No,No,No,No,Yes,Single wall,,
13,0000013-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,2000-06-07,1929-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
13,0000013-2,2,Underground (entirely buried),Yes,Unknown,No,Unknown,No,2000-06-07,1929-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
13,0000013-3,3,Underground (entirely buried),Yes,Unknown,No,Unknown,No,2000-06-07,1929-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
136,0000136-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1988-01-01,1925-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
136,0000136-2,2,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1988-01-01,1925-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
139,0000139-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1988-01-01,1928-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
139,0000139-2,2,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1988-01-01,1928-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
139,0000139-3,3,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1988-01-01,1928-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
139,0000139-4,4,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1988-01-01,1928-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
139,0000139-5,5,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1928-11-01,1928-07-01,No,Closed (in place),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
145,0000145-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,,,No,Other,1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
145,0000145-2,2,Underground (entirely buried),Yes,Unknown,No,Unknown,No,,,No,Other,1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
149,0000149-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1988-01-01,1940-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
149,0000149-2,2,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1988-01-01,1940-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
153,0000153-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,,1969-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
163,0000163-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1975-12-01,1960-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
164,0000164-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1997-10-31,1973-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
164,0000164-2,2,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1997-10-31,1973-07-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
18,0000018-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1972-12-30,1926-07-02,No,Closed (in place),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
18,0000018-2,2,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1972-12-30,1926-07-02,No,Closed (in place),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
18,0000018-3,3,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1972-12-30,1926-07-02,No,Closed (in place),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
185,0000185-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1985-12-01,1923-07-02,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
187,0000187-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1988-01-01,1939-07-02,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
2000002,2000002-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1988-01-01,,No,Closed (removed from ground),1,Unknown,No,No,No,No,No,Yes,Single wall,,
2000002,2000002-2,2,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1988-01-01,,No,Closed (removed from ground),1,Unknown,No,No,No,No,No,Yes,Single wall,,
2000003,2000003-1,1,Underground (entirely buried),Yes,Unknown,Yes,Unknown,No,1999-11-21,1969-06-24,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
2000003,2000003-2,2,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1995-05-16,1953-06-24,No,Closed (in place),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
2000003,2000003-3,3,Underground (entirely buried),Yes,Unknown,Yes,Unknown,No,,2001-06-01,No,Currently in use,1,Fiberglass reinforced plastic,No,No,Yes,No,No,No,Double-Walled,Installation inspected by a registered engineer,
2000004,2000004-1,1,Underground (entirely buried),Yes,Unknown,Yes,Unknown,No,1996-12-30,1962-05-13,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
2000005,2000005-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1990-05-30,,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
2000008,2000008-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,,,No,Closed (removed from ground),1,Other,No,No,No,No,No,Yes,Single wall,,
2000009,2000009-2,2,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1995-11-04,1968-07-01,No,Closed (in place),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
2000009,2000009-4,4,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1996-05-23,1977-05-05,No,Closed (removed from ground),1,Unknown,No,No,No,No,No,Yes,Single wall,,
2000012,2000012-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1995-04-25,,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
2000013,2000013-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,2024-10-03,1988-04-11,No,Closed (removed from ground),1,Cathodically protected steel (without coating),No,No,No,No,Yes,No,Single wall,Installer certified by tank and piping manufacturers,
2000013,2000013-2,2,Underground (entirely buried),Yes,Unknown,No,Unknown,No,2024-10-03,1988-04-11,No,Closed (removed from ground),1,Cathodically protected steel (without coating),No,No,No,No,Yes,No,Single wall,Installer certified by tank and piping manufacturers,
2000013,2000013-3,3,Underground (entirely buried),Yes,Unknown,No,Unknown,No,2024-10-03,1988-04-11,No,Closed (removed from ground),1,Cathodically protected steel (without coating),No,No,No,No,Yes,No,Single wall,Installer certified by tank and piping manufacturers,
2000013,2000013-4,4,Underground (entirely buried),Yes,Unknown,No,Unknown,No,2024-10-03,1988-04-11,No,Closed (removed from ground),1,Cathodically protected steel (without coating),No,No,No,No,Yes,No,Single wall,Installer certified by tank and piping manufacturers,
2000014,2000014-2,2,Underground (entirely buried),Yes,Unknown,No,Unknown,No,2011-07-05,,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
2000014,2000014-3,3,Underground (entirely buried),Yes,Unknown,No,Unknown,No,2011-07-05,,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
2000014,2000014-4,4,Underground (entirely buried),Yes,Unknown,No,Unknown,No,2011-07-11,,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
2000014,2000014-5,5,Underground (entirely buried),Yes,Unknown,No,Unknown,No,2011-07-11,,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
2000015,2000015-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1997-04-22,1971-04-15,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
2000015,2000015-2,2,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1997-04-22,1971-04-15,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
2000025,2000025-2,2,Underground (entirely buried),Yes,Unknown,No,Unknown,No,,1956-04-18,No,Closed (removed from ground),1,Unknown,No,No,No,No,No,Yes,Single wall,,
2000015,2000015-3,3,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1997-04-22,1971-04-15,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
2000015,2000015-4,4,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1997-04-22,1971-04-15,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
2000016,2000016-13,13,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1989-09-14,,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
2000016,2000016-14,14,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1989-09-14,,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
2000016,2000016-3,3,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1989-08-26,,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
2000016,2000016-4,4,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1989-08-26,,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
2000016,2000016-7,7,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1989-08-28,,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
2000016,2000016-8,8,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1989-08-26,,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
2000017,2000017-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1990-06-13,1967-01-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
2000017,2000017-2,2,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1990-06-13,1967-01-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
2000017,2000017-3,3,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1990-06-13,1967-01-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
2000017,2000017-4,4,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1990-06-13,1967-01-01,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
2000019,2000019-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,,1990-07-03,No,Closed (removed from ground),1,Cathodically protected steel (without coating),No,No,No,No,Yes,No,Single wall,Installer certified by tank and piping manufacturers,
2000019,2000019-2,2,Underground (entirely buried),Yes,Unknown,No,Unknown,No,,1990-07-03,No,Closed (removed from ground),1,Cathodically protected steel (without coating),No,No,No,No,Yes,No,Single wall,Installer certified by tank and piping manufacturers,
2000019,2000019-3,3,Underground (entirely buried),Yes,Unknown,No,Unknown,No,,1990-07-03,No,Closed (removed from ground),1,Cathodically protected steel (without coating),No,No,No,No,Yes,No,Single wall,Installer certified by tank and piping manufacturers,
2000020,2000020-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,2005-06-20,1991-11-01,No,Closed (removed from ground),1,Cathodically protected steel (without coating),No,No,No,No,Yes,No,Single wall,,
2000020,2000020-2,2,Underground (entirely buried),Yes,Unknown,No,Unknown,No,2005-06-20,1991-11-01,No,Closed (removed from ground),1,Cathodically protected steel (without coating),No,No,No,No,Yes,No,Single wall,,
2000020,2000020-3,3,Underground (entirely buried),Yes,Unknown,No,Unknown,No,2005-06-20,1991-11-01,No,Closed (removed from ground),1,Cathodically protected steel (without coating),No,No,No,No,Yes,No,Single wall,,
2000020,2000020-4,4,Underground (entirely buried),Yes,Unknown,No,Unknown,No,2005-06-20,,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
2000020,2000020-6,6,Underground (entirely buried),Yes,Unknown,No,Unknown,No,2005-06-22,,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
2000020,2000020-7,7,Underground (entirely buried),Yes,Unknown,No,Unknown,No,2005-06-22,,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
2000020,2000020-8,8,Underground (entirely buried),Yes,Unknown,No,Unknown,No,2005-06-22,,No,Closed (removed from ground),1,Asphalt coated or bare steel,No,No,No,No,No,Yes,Single wall,,
2000021,2000021-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1991-05-09,,No,Closed (removed from ground),1,Epoxy coated steel,No,No,No,No,No,Yes,Single wall,,
2000021,2000021-2,2,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1991-05-09,,No,Closed (removed from ground),1,Epoxy coated steel,No,No,No,No,No,Yes,Single wall,,
2000021,2000021-3,3,Underground (entirely buried),Yes,Unknown,No,Unknown,No,1991-05-09,,No,Closed (removed from ground),1,Epoxy coated steel,No,No,No,No,No,Yes,Single wall,,
2000022,2000022-1,1,Underground (entirely buried),Yes,Unknown,No,Unknown,No,,1992-05-05,No,Currently in use,1,Cathodically protected steel (without coating),No,No,No,No,Yes,No,Single wall,Manufacturer's installation checklists aave been completed,
2000022,2000022-2,2,Underground (entirely buried),Yes,Unknown,No,Unknown,No,,1992-05-05,No,Currently in use,1,Cathodically protected steel (without coating),No,No,No,No,Yes,No,Single wall,Manufacturer's installation checklists aave been completed,
2000022,2000022-3,3,Underground (entirely buried),Yes,Unknown,No,Unknown,No,,1992-05-05,No,Currently in use,1,Cathodically protected steel (without coating),No,No,No,No,Yes,No,Single wall,Manufacturer's installation checklists aave been completed,
