FacilityID,TankID,TankName,TankLocation,TankStatus,FederallyRegulated,FieldConstructed,EmergencyGenerator,AirportHydrantSystem,MultipleTanks,TankClosureDate,TankInstallationDate,CompartmentalizedUST,NumberOfCompartments,TankMaterialDescription,TankCorrosionProtectionSacrificialAnode,TankCorrosionProtectionImpressedCurrent,TankCorrosionProtectionCathodicNotRequired,TankCorrosionProtectionInteriorLining,TankCorrosionProtectionOther,TankCorrosionProtectionUnknown,TankSecondaryContainment,CertOfInstallation,CertOfInstallationOther,DispenserID,DispenserUDC,DispenserUDCWallType
1-000648,8627,3,Underground,Removed,Yes,No,No,No,No,1998-05-14,1978-03-18,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000650,10224,1,Underground,Removed,Yes,No,No,No,No,1990-11-29,1981-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000656,11039,1,Underground,Removed,Yes,No,No,No,No,1998-08-12,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000659,11052,1,Underground,Removed,Yes,No,No,No,No,1998-10-14,1940-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000659,11053,2,Underground,Removed,Yes,No,No,No,No,1998-10-14,1940-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000660,11114,1,Underground,Removed,Yes,No,No,No,No,1999-05-03,1980-01-01,No,1,Cathodically Protected Steel,Yes,No,No,No,No,No,No,No,,,,
1-000660,11115,2,Underground,Removed,Yes,No,No,No,No,1999-05-03,1980-01-01,No,1,Cathodically Protected Steel,Yes,No,No,No,No,No,No,No,,,,
1-000661,11125,1,Underground,Removed,Yes,No,No,No,No,1998-10-29,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000663,11148,1,Underground,Removed,Yes,No,No,No,No,1998-12-15,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000663,11149,2,Underground,Removed,Yes,No,No,No,No,1998-12-15,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000663,11150,3,Underground,Removed,Yes,No,No,No,No,1998-12-15,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000664,11206,1,Underground,Removed,Yes,No,Yes,No,No,1998-12-14,1976-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000665,11153,1,Underground,Removed,Yes,No,Yes,No,No,1998-12-14,1988-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000666,11154,1,Underground,Removed,Yes,No,Yes,No,No,1998-12-16,1974-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000667,11155,1,Underground,Removed,Yes,No,Yes,No,No,1998-12-17,1984-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000668,11156,1,Underground,Removed,Yes,No,Yes,No,No,1998-12-17,1980-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000669,11157,1,Underground,Removed,Yes,No,Yes,No,No,1998-12-18,1980-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000670,11158,1,Underground,Removed,Yes,No,Yes,No,No,1998-12-18,1980-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000671,11159,1,Underground,Closed in Place,Yes,No,Yes,No,No,1998-12-21,1980-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000672,11160,1,Underground,Removed,Yes,No,Yes,No,No,1998-12-21,1988-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000673,11193,1,Underground,Removed,Yes,No,No,No,No,1998-12-29,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000673,11194,2,Underground,Removed,Yes,No,No,No,No,1998-12-29,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000674,11192,1,Underground,Removed,Yes,No,Yes,No,No,1998-12-23,1985-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000676,11222,1,Underground,Removed,Yes,No,No,No,No,1999-08-18,1972-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000676,11223,2,Underground,Removed,Yes,No,No,No,No,1999-08-18,1972-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000676,11225,4,Underground,Removed,Yes,No,No,No,No,1999-08-18,1972-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000678,11510,2,Underground,Removed,Yes,No,No,No,No,2000-12-28,1960-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000678,11511,2,Underground,Removed,Yes,No,No,No,No,2000-12-28,1960-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000679,11655,1,Underground,In Service,Yes,No,No,No,No,,2001-06-19,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000679,11656,2,Underground,In Service,Yes,No,No,No,Yes,,2001-06-19,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000679,11657,3,Underground,In Service,Yes,No,No,No,No,,2001-06-19,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000680,11518,2,Underground,Removed,Yes,No,No,No,No,2000-10-27,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000680,11519,2,Underground,Removed,Yes,No,No,No,No,2000-10-27,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000686,11652,1,Underground,In Service,Yes,No,No,No,No,,2001-05-15,No,1,Composite (Steel w/Poly),No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000686,11653,2,Underground,In Service,Yes,No,No,No,No,,2001-05-15,Yes,2,Composite (Steel w/Poly),No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000687,11605,1,Underground,Removed,Yes,No,No,No,No,2001-06-06,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000688,11609,1,Underground,Removed,Yes,No,No,No,No,2001-07-19,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000688,11610,2,Underground,Removed,Yes,No,No,No,No,2001-07-19,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000689,11671,1,Underground,In Service,Yes,No,No,No,No,,2001-10-19,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000689,11672,2,Underground,In Service,Yes,No,No,No,No,,2001-10-19,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000692,11869,2,Underground,In Service,Yes,No,No,No,No,,2001-09-26,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000695,11634,1,Underground,Removed,Yes,No,No,No,No,2001-10-28,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000695,11635,2,Underground,Removed,Yes,No,No,No,No,2001-10-28,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000695,11636,3,Underground,Removed,Yes,No,No,No,No,2001-11-26,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000696,11644,1,Underground,Removed,Yes,No,No,No,No,2001-11-27,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000696,11645,2,Underground,Removed,Yes,No,No,No,No,2001-11-27,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000696,11646,3,Underground,Removed,Yes,No,No,No,No,2001-11-27,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000699,11737,1,Underground,In Service,Yes,No,No,No,No,,2002-07-23,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000699,11738,2,Underground,In Service,Yes,No,No,No,Yes,,2002-07-23,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000699,11739,3,Underground,In Service,Yes,No,No,No,Yes,,2002-07-23,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000699,14225,4,Underground,In Service,Yes,No,No,No,No,,2017-11-13,Yes,2,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000700,12484,1,Underground,In Service,Yes,No,No,No,No,,2007-11-20,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000700,12485,2,Underground,In Service,Yes,No,No,No,Yes,,2007-11-20,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000700,12486,3,Underground,In Service,Yes,No,No,No,Yes,,2007-11-20,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000700,14292,4,Underground,In Service,Yes,No,No,No,Yes,,2018-02-15,Yes,2,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000703,11881,1,Underground,In Service,Yes,No,No,No,No,,2003-08-26,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000703,11882,2,Underground,In Service,Yes,No,No,No,No,,2003-08-26,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000703,11883,3,Underground,In Service,Yes,No,No,No,No,,2003-08-26,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000703,11884,4,Underground,In Service,Yes,No,No,No,No,,2003-08-26,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000703,11885,5,Underground,In Service,Yes,No,No,No,No,,2003-08-26,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000705,11876,T1,Underground,In Service,Yes,No,No,No,No,,2003-07-31,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000705,11877,T2,Underground,In Service,Yes,No,No,No,No,,2003-07-31,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000705,11878,T3,Underground,In Service,Yes,No,No,No,No,,2003-07-31,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000710,11771,1,Underground,Removed,Yes,No,No,No,No,,1980-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000711,11707,1,Underground,Removed,Yes,No,No,No,No,2002-06-19,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000712,12008,1,Underground,In Service,Yes,No,No,No,No,,2003-09-08,Yes,2,Polyethylene Tank Jacket,No,No,Yes,No,No,No,No,Implementing Agency,,,,
1-000712,12009,2,Underground,In Service,Yes,No,No,No,No,,2003-09-03,Yes,2,Polyethylene Tank Jacket,No,No,Yes,No,No,No,No,Implementing Agency,,,,
1-000716,11940,1,Underground,In Service,Yes,No,No,No,Yes,,2003-12-13,No,1,Steel (Dbl-Wall) w/Polymer,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000716,11941,2,Underground,In Service,Yes,No,No,No,Yes,,2003-12-13,Yes,2,Steel (Dbl-Wall) w/Polymer,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000716,11942,3,Underground,In Service,Yes,No,No,No,No,,2003-12-13,Yes,2,Steel (Dbl-Wall) w/Polymer,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000717,12105,1,Underground,In Service,Yes,No,No,No,Yes,,2004-09-30,No,1,Composite (Steel w/Poly),No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000717,12106,2,Underground,In Service,Yes,No,No,No,Yes,,2004-09-30,Yes,2,Composite (Steel w/Poly),No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000717,12107,3,Underground,In Service,Yes,No,No,No,No,,2004-09-30,Yes,2,Composite (Steel w/Poly),No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000718,12356,1,Underground,Closed in Place,Yes,No,No,No,No,2007-08-23,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000718,12357,2,Underground,Closed in Place,Yes,No,No,No,No,2007-08-23,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000719,11958,1,Underground,In Service,Yes,No,Yes,No,No,,,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000720,12118,1,Underground,In Service,Yes,No,No,No,No,,2005-04-22,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000720,12119,2,Underground,In Service,Yes,No,No,No,Yes,,2005-04-22,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000720,12120,3,Underground,In Service,Yes,No,No,No,Yes,,2005-04-22,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000720,14186,4,Underground,In Service,Yes,No,No,No,No,,2017-10-10,Yes,2,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000722,12283,1,Underground,In Service,Yes,No,No,No,No,,2006-03-14,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000722,12284,2,Underground,In Service,Yes,No,No,No,Yes,,2006-03-14,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000722,12285,3,Underground,In Service,Yes,No,No,No,Yes,,2006-03-14,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000722,14332,4,Underground,In Service,Yes,No,No,No,No,,2018-04-10,Yes,2,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000730,12111,1,Underground,Removed,Yes,No,No,No,No,1991-10-19,1984-06-12,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000730,12112,2,Underground,In Service,Yes,No,No,No,No,,1984-06-12,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,No,No,,,,
1-000738,12292,1,Underground,Removed,Yes,No,No,No,No,2006-10-27,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000738,12293,2,Underground,Removed,Yes,No,No,No,No,2006-10-27,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000738,12294,3,Underground,Removed,Yes,No,No,No,No,2006-07-27,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000738,12296,4,Underground,Removed,Yes,No,No,No,No,2006-10-27,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000738,12297,5,Underground,Removed,Yes,No,No,No,No,2006-10-27,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000743,12328,2,Underground,Removed,Yes,No,No,No,No,2006-12-27,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000744,12432,1,Underground,Removed,Yes,No,No,No,No,2007-08-20,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000746,12869,2,Underground,Removed,Yes,No,No,No,No,2010-07-15,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000748,12543,1,Underground,Removed,Yes,No,No,No,No,1990-04-06,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000748,12544,2,Underground,Removed,Yes,No,No,No,No,1990-04-06,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000761,13010,1,Underground,In Service,Yes,No,No,No,No,,2011-07-13,Yes,2,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000761,13011,2,Underground,In Service,Yes,No,No,No,No,,2011-07-13,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000762,12594,1,Underground,Removed,Yes,No,No,No,No,2009-01-09,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000762,12595,2,Underground,Removed,Yes,No,No,No,No,2009-01-09,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000762,12600,3,Underground,Removed,Yes,No,No,No,No,2009-01-09,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000762,12601,4,Underground,Removed,Yes,No,No,No,No,2009-02-09,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000762,12602,5,Underground,Removed,Yes,No,No,No,No,2009-01-09,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000763,12580,1,Underground,Removed,Yes,No,No,No,No,2008-12-01,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000763,12581,2,Underground,Removed,Yes,No,No,No,No,2008-12-01,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000763,12582,3,Underground,Removed,Yes,No,No,No,No,2008-12-01,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000763,12583,4,Underground,Removed,Yes,No,No,No,No,2008-12-01,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000763,12584,5,Underground,Removed,Yes,No,No,No,No,2008-12-01,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000764,12616,1,Underground,In Service,Yes,No,No,No,No,,2009-02-02,No,1,Polyethylene Tank Jacket,No,No,Yes,No,No,No,No,Implementing Agency,,,,
1-000764,12617,2,Underground,In Service,Yes,No,No,No,No,,2009-02-02,No,1,Polyethylene Tank Jacket,No,No,Yes,No,No,No,No,Implementing Agency,,,,
1-000767,12648,1,Underground,In Service,Yes,No,No,No,No,,2009-05-11,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000767,12649,2,Underground,In Service,Yes,No,No,No,No,,2009-05-11,Yes,2,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000768,12631,1,Underground,Removed,Yes,No,No,No,No,2009-05-07,,No,1,Steel (Unprotected),No,No,Yes,No,No,No,No,No,,,,
1-000768,12632,2,Underground,Removed,Yes,No,No,No,No,2009-05-07,,No,1,Steel (Unprotected),No,No,Yes,No,No,No,No,No,,,,
1-000769,12673,1,Underground,In Service,Yes,No,No,No,No,,2009-09-30,Yes,2,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000769,12674,2,Underground,In Service,Yes,No,No,No,No,,2009-09-30,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000778,12689,2,Underground,Removed,Yes,No,No,No,No,2010-04-06,1994-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000782,13113,1,Underground,In Service,Yes,No,No,No,No,,2012-08-08,No,1,Composite (Steel w/Poly),No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000782,13114,2,Underground,In Service,Yes,No,No,No,No,,2012-08-08,No,1,Composite (Steel w/Poly),No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000783,12936,1,Underground,Closed in Place,Yes,No,No,No,No,2011-01-04,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000783,12937,2,Underground,Closed in Place,Yes,No,No,No,No,2011-01-04,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000787,13056,1,Underground,In Service,Yes,No,No,No,No,,2012-02-28,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000787,13057,2,Underground,In Service,Yes,No,No,No,No,,2012-02-28,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000787,13058,3,Underground,In Service,Yes,No,No,No,No,,2012-02-28,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000788,12998,1,Underground,Removed,Yes,No,No,No,No,2011-10-18,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000790,13034,1,Underground,Removed,Yes,No,No,No,No,2012-01-09,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000790,13035,2,Underground,Removed,Yes,No,No,No,No,2012-01-09,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000790,13036,3,Underground,Removed,Yes,No,No,No,No,2012-01-10,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000791,13061,1,Underground,Closed in Place,Yes,No,No,No,No,2012-04-19,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000793,13240,1,Underground,Closed in Place,Yes,No,No,No,No,2013-08-21,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000793,13241,2,Underground,Closed in Place,Yes,No,No,No,No,2013-08-21,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000793,13242,3,Underground,Closed in Place,Yes,No,No,No,No,2013-08-21,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000794,13130,1,Underground,Removed,Yes,No,No,No,No,2012-11-13,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000794,13131,2,Underground,Removed,Yes,No,No,No,No,2012-11-16,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000794,13132,3,Underground,Removed,Yes,No,No,No,No,2012-11-16,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000797,13267,1,Underground,Closed in Place,Yes,No,No,No,No,2013-11-19,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000797,13268,2,Underground,Closed in Place,Yes,No,No,No,No,2013-11-19,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000799,13253,1,Underground,Removed,Yes,No,No,No,No,2013-10-01,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000799,13254,2,Underground,Removed,Yes,No,No,No,No,2013-10-02,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000799,13255,3,Underground,Removed,Yes,No,No,No,No,2013-10-01,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000799,13256,4,Underground,Removed,Yes,No,No,No,No,2013-10-01,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000799,13257,5,Underground,Removed,Yes,No,No,No,No,2013-10-02,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000813,13455,1,Underground,Removed,Yes,No,No,No,No,2015-06-01,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000854,13780,1,Underground,Removed,Yes,No,No,No,No,2016-09-06,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000854,13781,2,Underground,Removed,Yes,No,No,No,No,2016-09-06,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000871,13927,1,Underground,Removed,Yes,No,No,No,No,2016-10-14,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000871,13928,2,Underground,Removed,Yes,No,No,No,No,2016-10-14,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000882,14113,1,Underground,Removed,Yes,No,No,No,No,2017-05-09,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000882,14114,2,Underground,Removed,Yes,No,No,No,No,2017-05-09,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000882,14115,3,Underground,Removed,Yes,No,No,No,No,2017-05-09,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000894,14389,1,Underground,Removed,Yes,No,No,No,No,,,No,1,Steel (Dbl-Wall) w/Polymer,No,No,Yes,No,No,No,No,No,,,,
1-000894,14390,2,Underground,Removed,Yes,No,No,No,No,,,No,1,Steel (Dbl-Wall) w/Polymer,No,No,Yes,No,No,No,No,No,,,,
1-000894,14391,3,Underground,Removed,Yes,No,No,No,No,,,No,1,Steel (Dbl-Wall) w/Polymer,No,No,Yes,No,No,No,No,No,,,,
1-000894,14392,4,Underground,Removed,Yes,No,No,No,No,,,No,1,Steel (Dbl-Wall) w/Polymer,No,No,Yes,No,No,No,No,No,,,,
1-000896,14491,1,Underground,Removed,Yes,No,No,No,No,2019-01-02,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000896,14492,2,Underground,Removed,Yes,No,No,No,No,2019-01-02,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000911,14527,1,Underground,Removed,Yes,No,No,No,No,2019-03-20,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000915,14631,1,Underground,In Service,Yes,No,No,No,No,,2019-08-07,Yes,2,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000915,14632,2,Underground,In Service,Yes,No,No,No,Yes,,2019-08-07,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
1-000915,14633,3,Underground,In Service,Yes,No,No,No,Yes,,2019-08-07,Yes,2,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
