release_id,land_location_id,facility_id,tank_system_id,end_type,note,project_manager,agency_lead,hist_source_of_funding,responsible_party_obs,product_type_released_old,impacted_media_old,chemicals_of_concern,hist_lust_approval,closed_resid_contam,closed_w_followup_needed,nhpa_done,nhpa_date,esa_done,esa_date,created_by,created_date,updated_by,updated_date,sampling_schedule,other_sampling_schedule,fyr_required,release_name,suspected_causes,how_discovered,product_type_released,substance_comments,impacted_media_new,impacted_media_comments,state_lust_id_number
715,165,166.0,,,,13.0,EPA,RP/Tribe/State Lead (no TF),,,,,,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,N,Release 1,,,,,,,
716,166,167.0,,,,13.0,EPA,RP/Tribe/State Lead (no TF),,,,,,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,Y,Release 1,,,,,,,
717,167,168.0,,,,8.0,EPA,None Yet,State Gov,NA,na,na,No,,,,,,,,2014-02-11 10:52:24,,2021-12-16 11:12:50,,,,Release 1,,,11,,6,,
718,171,172.0,,,,13.0,EPA,RP/Tribe/State Lead (no TF),Private,,,,,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,Y,Release 1,,,,,,,
719,345,344.0,,,,13.0,EPA,RP/Tribe/State Lead (no TF),,,,,,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,,Release 1,,,,,,,
720,173,174.0,,,,9.0,EPA,RP/Tribe/State Lead (no TF),,,,,,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,Y,Release 1,,,,,,,
721,443,442.0,,,,,,,,,,,,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,,Release 1,,,,,,,
722,524,524.0,,,,13.0,EPA,RP/Tribe/State Lead (no TF),,,,,,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,,Release 1,,,,,,,
723,812,511.0,,,,,,,,,,,,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,,Release 1,,,,,,,
724,756,,,,,13.0,EPA,RP/Tribe/State Lead (no TF),,,,,,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,Y,Release 1,,,,,,,
725,757,,,NA,,8.0,EPA,None Yet,Private,NA,na,na,No,,,,,,,,2014-02-11 10:52:24,,2021-12-16 11:12:50,,,,Release 1,,,11,,6,,
726,761,,,,,,,,,,,,,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,,Release 1,,,,,,,
727,801,,,,,,,,,,,,,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,,Release 1,,,,,,,
728,802,,,,,8.0,EPA,None Yet,,,,,No,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,,Release 1,,,,,,,
729,803,,,,,,,,,,,,,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,,Release 1,,,,,,,
730,821,,,NA,,8.0,EPA,Region Lead w/TF,Unknown,,,,No,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,,Release 1,,,,,,,
731,265,,,,,,,,,,,,,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,,Release 1,,,,,,,
733,273,272.0,,,,9.0,EPA,RP/Tribe/State Lead (no TF),,,,,,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,Y,Release 1,,,,,,,
734,274,273.0,,Unconditional,,9.0,EPA,RP/Tribe/State Lead (no TF),Federal Gov-BIA,,,,No,Y,Y,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,None,,Y,Release 1,,,,,,,
735,276,275.0,,,,,,,,,,,,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,,Release 1,,,,,,,
736,339,338.0,,,,9.0,EPA,RP/Tribe/State Lead (no TF),Private,,,,No,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,Y,Release 1,,,,,,,
737,277,276.0,,,,9.0,EPA,RP/Tribe/State Lead (no TF),,,,,,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,Y,Release 1,,,,,,,
738,278,277.0,,,,3.0,EPA,RP/Tribe/State Lead (no TF),Tribe,,,,,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,,Release 1,,,,,,,
739,874,738.0,,Unconditional,,3.0,EPA,Region Lead w/TF,No Viable,"""gasoline, oil""",Soil/GW,"""Benzene, MTBE""",Yes,Y,N,Y,2017-03-03,Y,2017-03-08,,2014-02-11 00:00:00,,2021-12-16 11:12:50,,,Y,Release 1,,,1:41,,3:2,,
740,280,279.0,,Unconditional,,3.0,EPA,RP/Tribe/State Lead (no TF),Tribe,"""gasoline, oil""",Soil/GW,"""Benzene, MTBE""",Yes,Y,N,,,,,,2014-02-11 10:52:24,,2021-12-16 11:12:50,,,Y,Release 2,,,1:41,,3:2,,
741,281,280.0,,,,,,,,,,,,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,,Release 1,,,,,,,
742,515,515.0,,,,,,,,,,,,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,,Release 1,,,,,,,
743,285,284.0,,,,,,,,,,,,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,,Release 1,,,,,,,
744,289,288.0,,,,,,,,,,,,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,,Release 1,,,,,,,
745,545,545.0,,Unconditional,,3.0,EPA,Region Lead w/TF,No Viable,NA,Unknown,,Yes,,,,,,,,2014-02-11 10:52:24,,2021-12-16 11:12:50,,,,Release 1,,,11,,6,,
746,282,281.0,,,,9.0,EPA,RP/Tribe/State Lead (no TF),,,,,,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,Y,Release 1,,,,,,,
747,341,340.0,,,,9.0,EPA,RP/Tribe/State Lead (no TF),,,,,,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,Y,Release 1,,,,,,,
748,341,340.0,,,,13.0,EPA,RP/Tribe/State Lead (no TF),,,,,,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,Y,Release 2,,,,,,,
749,510,509.0,,,,,,,,,,,,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,,Release 1,,,,,,,
750,511,510.0,,,,3.0,EPA,RP/Tribe/State Lead (no TF),,,,,,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,Y,Release 1,,,,,,,
751,513,513.0,,,,,,,,,,,,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,,Release 1,,,,,,,
752,514,514.0,,,,,,,,,,,,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,,Release 1,,,,,,,
753,252,252.0,,,,13.0,EPA,RP/Tribe/State Lead (no TF),,,,,,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,,Release 1,,,,,,,
754,546,546.0,,,,,,,,,,,,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,,Release 1,,,,,,,
755,804,735.0,,Unconditional,,3.0,EPA,RP/Tribe/State Lead (no TF),Federal Gov-IHS,,,,No,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,,Release 1,,,,,,,
756,633,634.0,,,,9.0,EPA,RP/Tribe/State Lead (no TF),,,,,,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,Y,Release 1,,,,,,,
757,290,289.0,,,,9.0,EPA,RP/Tribe/State Lead (no TF),,,,,,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,N,Release 1,,,,,,,
758,293,292.0,,,,,,,,,,,,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,,Release 1,,,,,,,
759,671,,,Unconditional,,8.0,State,RP/Tribe/State Lead (no TF),Federal Gov,Diesel,soil/gw,DRO,No,,,,,,,,2014-02-11 10:52:24,,2021-12-16 11:12:50,,,,Release 1,,,2,,3:2,,
760,752,708.0,,,,8.0,EPA,Region Lead w/TF,,,,,Yes,,,,,,,,2014-02-11 10:52:24,,2021-04-28 08:29:54,,,Y,Release 1,,,,,,,
761,621,622.0,1825.0,Unconditional,Premium tank failed its tank tightness test (TTT) on 10/10/13.,11.0,EPA,RP/Tribe/State Lead (no TF),Private,Gasoline-Premium,Soil and GW (below MCLs currently),BTEX,No,N,N,,,,,CPROKOP,2014-03-03 15:07:40,,2021-12-16 11:12:50,,,,Release 1,,,1,,3:2,,
762,799,,,Unconditional,NNEPA's contractor obtained a PID reading of 64.4 ppm during the removal of Tank 1 on 8/13/12 (lab results confirmed hydrocarbon detections). ,3.0,Tribe,NN Fund,Tribe,Gasoline,Soil,BTEX,No,N,N,,,,,CPROKOP,2014-03-04 08:57:35,,2021-12-16 11:12:50,,,,Release 1,,,1,,3,,
763,151,152.0,525.0,,"NNEPA's contractor obtained a PID reading of 4,028 ppm at 20 feet bgs during the removal of Tank 4 on 8/20/12 (lab results confirmed hydrocarbon detections).",98.0,Tribe,Region Lead w/TF,No Viable,Gasoline,Soil,BTEX,Yes,,,,,,,CPROKOP,2014-03-04 09:06:19,,2021-12-16 11:12:50,,,Y,Release 1,,,1,,3,,
766,1190,1120.0,2125.0,,,10.0,EPA,,,,,,,,,,,,,AFONG,2014-09-12 11:53:34,,2021-04-28 08:29:54,,,,Release 1,,,,,,,
765,1083,1011.0,,,"Discovered possible fill port, UST uncertain.",8.0,EPA,None Yet,No Viable,,,,No,,,,,,,RJAMISON,2014-07-14 10:11:34,,2021-04-28 08:29:54,,,,Release 1,,,,,,,
767,777,,,,,3.0,EPA,RP/Tribe/State Lead (no TF),Private,,,,No,,,,,,,TSALIRE,2014-09-26 15:20:18,,2021-04-28 08:29:54,,,,Release 1,,,,,,,
768,647,,,,,10.0,State,RP/Tribe/State Lead (no TF),Private,,,,No,,,,,,,TSALIRE,2014-10-02 14:53:34,,2021-04-28 08:29:54,,,Y,Release 2,,,,,,,
773,1195,1128.0,2138.0,Unconditional,"The 2/17/15 closure report for the Site states that the soil samples collected on 1/29/15 from 14 feet below the northern end of the UST yielded the following analytical results:
TPH(gas)- 2.6 mg/kg
TPH(diesel) - 1,400 mg/kg
TPH(oil) - 130 mg/kg
Below residential RSL detections for 8 VOCs
Below residential RSL detections for 12 PAHs ",3.0,EPA,RP/Tribe/State Lead (no TF),Gov - School Dist,Diesel,Soil,TPH (diesel),,Y,N,,,,,CPROKOP,2015-04-22 13:30:45,,2021-12-16 11:12:50,,,,Release 1,,,2,,3,,
770,510,,,,,3.0,Tribe,RP/Tribe/State Lead (no TF),,gasoline,soil,"TPH-oi;, PAHs",,,,,,,,TSALIRE,2014-10-07 16:11:04,,2021-12-16 11:12:50,,,Y,Release 2,,,1,,3,,
771,364,364.0,,,UST REemoval by Kayenta Township.  Contamination & UST corrosion observed.  10/29/2014 Report confirms contamination. ,15.0,Tribe,RP/Tribe/State Lead (no TF),Private,,,,No,,,,,,,RJAMISON,2014-11-12 15:43:05,,2021-04-28 08:29:54,,,Y,Release 1,,,,,,,
772,139,140.0,,,Beacon Oil/Ultramar release reported & noted in all subsequent report timelines. ,15.0,EPA,RP/Tribe/State Lead (no TF),Private,unleaded gasoline,soil,benzene,No,,,,,,,RJAMISON,2015-01-26 09:14:54,,2021-12-16 11:12:50,,,Y,Release 2,,,1,,3,,
774,68,68.0,,,Decided on 4/2/14 after evaluating NAV186 for NFA that there were actually two releases at the site (1994 and 2001 UST removal).  Added this release for the 2001 UST removal. ,15.0,EPA,RP/Tribe/State Lead (no TF),Tribe,,,,No,,,,,,,ACF,2015-07-07 13:43:33,,2021-04-28 08:29:54,,,N,Release 2,,,,,,,
775,291,290.0,,,"on Friday, Jan 8, 2016, on behalf of Express Stop #105 and pursuant to 40 CFR § 280.61, I am noticing you of the discovery of petroleum hydrocarbons detected from laboratory analysis of soil samples collected in conjunction with the Phase II Environmental Site Assessment (ESA).  ",1.0,EPA,RP/Tribe/State Lead (no TF),Private,,,benzene,No,,,,,,,RJAMISON,2016-01-25 12:24:39,,2021-04-28 08:29:54,,,,Release 1,,,,,,,
776,621,622.0,,Unconditional,Surface spill during fuel delivery,11.0,EPA,RP/Tribe/State Lead (no TF),Private,Gasoline,,,No,N,N,N,,N,,KDIXON,2016-06-09 16:43:00,,2021-12-16 11:12:48,,,,Release 2,,,1,,,,
777,1244,,,Unconditional,,3.0,EPA,RP/Tribe/State Lead (no TF),,,,,,N,N,,,,,CPROKOP,2017-01-11 16:50:50,,2021-04-28 08:29:54,,,Y,Release 1,,,,,,,
778,278,277.0,879.0,Unconditional,"1,200 mg/kg DRO was detected in the soil sample from below the northern end of Tank 2, and 8,040 mg/kg DRO and 365 mg/kg GRO was detected in the soil sample around the connector piping associated with Tank 2. ",3.0,EPA,RP/Tribe/State Lead (no TF),Tribe,diesel and gasoline,Soil,,,Y,N,N,,N,,CPROKOP,2017-02-10 11:35:58,,2021-12-16 11:12:50,,,Y,Release 2,,,2:1,,3,,
781,57,57.0,172.0,Unconditional,"5-22-2-2018 release. contacted NNEPA on 5-23-2018. Source identified, corrected. Site Assessment pending. ",15.0,Tribe,RP/Tribe/State Lead (no TF),Private,,,,No,,,,,,,RJAMISON,2018-05-29 12:23:46,SPLATUK,2022-06-28 14:24:26,,,Y,Release 2,,,,,,,
783,209,,,,NAV018/019 historic LUST site remediation found increased levels of BTEX in MW-44. This release is being managed under NAV018. Potential admin NFA of this newer release within NAV019.,99.0,EPA,RP/Tribe/State Lead (no TF),Private,,,,No,,,,,,,RJAMISON,2018-09-25 16:08:32,LBRANDT,2023-03-13 18:37:34,,,Y,Release 2,,,1,,,,
780,224,,,,"the Morongo Travel Center (MORO-001) has a suspected release underneath dispensers 11 and 12 related to the 91 product line.   

 

Staff performing routine maintenance and inspection noted the shear valve under dispenser 11/12 was not working properly and the 91 product was experiencing slow flow only at dispenser 11/12.  Contractor was notified to repair.  

Western Pump investigated on 4/3 and replaced the shear valve on 4/4.  After replacing the shear valve on the 91 product line, the dispenser was not receiving any 91 product.  The 91 MLLD was not tripped and all other dispensers were functioning as normal.  Contractor determined there was a leak somewhere under the 11/12 dispenser.  The Travel Center turned off the 91 STP and discontinued dispensing 91 and 89 fuel to the entire station.  Dispenser 11/12 is closed.  87 and Diesel sales are still occurring at the remaining dispensers. 
",10.0,EPA,RP/Tribe/State Lead (no TF),Private,gasoline,,btex,No,,,N,,N,,RJAMISON,2018-04-05 14:33:07,,2021-12-16 11:12:48,,,Y,Release 1,,,1,,,,
785,75,,,,,15.0,Tribe,RP/Tribe/State Lead (no TF),Private,,,,No,,,,,,,RJAMISON,2018-12-06 12:33:34,,2021-04-28 08:29:54,,,Y,Release 1,,,,,,,
779,658,658.0,,,,3.0,EPA,RP/Tribe/State Lead (no TF),Private,,,,,,,,,,,CPROKOP,2017-06-29 13:29:02,,2021-04-28 08:29:54,,,Y,Release 1,,,,,,,
782,280,,,Unconditional,"During the removals of the original 5 USTs (previously undocumented) that began on 10/27/93, PCS was excavated and stockpiled, and the analytical results showed commercial RSL exceedances for benzene (5.6 ppm) and ethylbenzene (55 ppm). In addition, a grab sample from standing water in the UST excavation showed benzene (1,500 ppb) and toluene (1,100 ppb) concentrations above the MCLs.",3.0,EPA,RP/Tribe/State Lead (no TF),,Gasoline,,,,Y,N,,,,,CPROKOP,2018-07-18 14:30:05,,2021-12-16 11:12:48,,,Y,Release 1,,,1,,,,
786,142,,,,"Al Charlange reported to NNEPA that inventory shows 1,100 gal missing product. system shutdown for review",10.0,Tribe,RP/Tribe/State Lead (no TF),Private,,,,No,,,,,,,RJAMISON,2019-03-04 10:36:07,,2021-04-28 08:29:54,,,Y,Release 2,,,,,,,
787,133,134.0,,,January 2018 NNEPA inspection noted several Release Detection failures. Giant submitted documents attesting to no RD failure; however subsequent increased levels in MW-44 and chromatographs with NNEPA inspection observations do confirm new release.,15.0,EPA,RP/Tribe/State Lead (no TF),Private,,groundwater,benzen,No,,,,,,,RJAMISON,2019-05-02 14:47:50,,2021-12-16 11:12:50,Quarterly,,Y,Release 2,,,,,2,,
788,133,,,,New release confirmed through forensic evaluation at existing LUST site,15.0,EPA,RP/Tribe/State Lead (no TF),Private,,,,No,,,,,,,AFONG,2020-04-02 18:11:41,SPLATUK,2021-09-01 17:14:42,,,Y,Release 3,,,,,,,
1013,1763,1684.0,,,Date Event Reported: 12/18/1995,29.0,EPA,,,,"Groundwater, Soil",,No,,,,,,,jdowney,2015-10-02 00:00:00,MRESTAIN,2023-05-24 18:01:47,,,Y,R5-0250,,,41,,3:2,,C-0343-96
1014,1764,1685.0,,,,25.0,EPA,,,,"Groundwater, Soil",,No,,,,,,,mrestaino,2020-04-09 00:00:00,MRESTAIN,2023-05-24 17:57:31,,,Y,R5-0287,,,41,,3:2,,C-1396-01
1015,1788,1709.0,,,,21.0,State,,,,,,No,,,,,,,mrestaino,2020-04-03 00:00:00,MRESTAIN,2023-05-24 17:53:18,,,Y,R5-0381,,,41,,,,C-0058-00
1016,1794,1715.0,,Unconditional,Date Event Reported: 12/05/2003,92.0,State,,,,,,No,N,,,,,,khill,2017-01-11 00:00:00,,2022-10-06 09:03:06,,,Y,R5-268,,,,,,,902401778
1017,1795,1716.0,,Unconditional,Date Event Reported: 12/23/2002,92.0,State,,,,"Groundwater, Soil",,No,N,,,,,,khill,2017-01-11 00:00:00,,2022-10-06 09:03:06,,,Y,R5-269,,,,,3:2,,302401813
1019,1801,1722.0,,Institutional Control,,21.0,State,,,,,,Yes,,,,,,,mrestaino,2020-04-03 00:00:00,,2022-10-06 09:03:06,,,Y,R5-0389,,,,,,,C-0119-14
1022,1802,1723.0,,Unconditional,Date Event Reported: 06/25/2010,92.0,State,,,,,,Yes,N,,,,,,mrestaino,2017-09-26 00:00:00,,2022-10-06 09:03:06,,,Y,R5-335,,,,,,,C-0034-10
1024,1810,1731.0,,,,25.0,EPA,,,,"Groundwater, Soil",,,,,,,,,mrestaino,2020-03-31 00:00:00,MRESTAIN,2023-05-25 08:57:35,,,Y,R5-0274,,,1,,3:2,,LS0016414
1026,1813,1734.0,,,,92.0,State,,,,"Groundwater, Soil",,No,,,,,,,mrestaino,2020-04-23 00:00:00,GRUDLOFF,2023-07-12 15:57:54,,,Y,R5-0290,,,41,,3:2,,C-0773-00
1027,1814,1735.0,,,,21.0,State,,,,"Groundwater, Soil",,No,,,,,,,mrestaino,2020-05-20 00:00:00,MRESTAIN,2023-05-24 17:56:47,,,Y,R5-0291,,,41,,3:2,,C-0710-98
1028,1815,1736.0,,,Date Event Reported: 07/23/2002,21.0,State,,,,"Groundwater, Soil",,No,,,,,,,jdowney,2015-10-02 00:00:00,MRESTAIN,2023-05-24 17:56:31,,,Y,R5-0292,,,41,,3:2,,C-0410-02
1029,1816,1737.0,,,,21.0,State,,,,"Groundwater, Soil",,No,,,,,,,mrestaino,2020-05-20 00:00:00,MRESTAIN,2023-05-24 17:55:50,,,Y,R5-0297,,,41,,3:2,,C-0929--98
1030,1819,1740.0,,Unconditional,,92.0,State,,,,,,No,N,,,,,,mrestaino,2020-03-31 00:00:00,,2022-10-06 09:03:06,,,Y,R5-338,,,,,,,LS0018601
1031,1831,1752.0,,Unconditional,,17.0,EPA,,,,,,No,N,,,,,,mrestaino,2020-03-31 00:00:00,ZHUNT,2021-05-06 11:41:12,,,N,R5-300,,,,,,,
1033,1838,1759.0,,Unconditional,Date Event Reported: 04/14/2016,20.0,EPA,,,,,,No,N,,,,,,mrestaino,2018-10-03 00:00:00,MRESTAIN,2022-09-20 09:29:12,,,Y,R5-0393,,,,,,,
1034,1841,1762.0,,Unconditional,Date Event Reported: 04/28/2000,92.0,State,,,,,,No,N,,,,,,mrestaino,2016-12-30 00:00:00,,2022-10-06 09:03:06,,,Y,R5-304,,,,,,,LS0013402
1035,1842,1763.0,,Unconditional,,92.0,State,,,,,,No,N,,,,,,mrestaino,2016-12-30 00:00:00,,2022-10-06 09:03:06,,,Y,R5-305,,,,,,,LS0006173
1037,1844,1765.0,,,Date Event Reported: 01/23/2012,20.0,State,,,,,,No,,,,,,,mrestaino,2020-04-02 00:00:00,,2022-10-06 09:03:06,,,Y,R5-316,,,,,,,321558266
1038,1845,1766.0,,Unconditional,Date Event Reported: 10/19/2011,92.0,State,,,,,,No,N,,,,,,mrestaino,2016-10-07 00:00:00,,2022-10-06 09:03:06,,,N,R5-323,,,,,,,LS0018580
1040,1848,1769.0,,Unconditional,Date Event Reported: 10/09/1992,92.0,State,,,,,,No,N,,,,,,mrestaino,2018-05-24 00:00:00,,2022-10-06 09:03:06,,,Y,R5-329,,,,,,,C-1753-92
1042,1859,1780.0,,,,25.0,State,,,,,,No,,,,,,,jdowney,2015-05-15 00:00:00,,2022-10-06 09:03:06,,,Y,R5-375,,,,,,,C-0198-06
1043,1860,1781.0,,,,21.0,State,,,,,,No,,,,,,,jdowney,2015-05-15 00:00:00,MRESTAIN,2023-05-24 17:54:13,,,Y,R5-0376,,,41,,,,C-1063-09
1044,1861,1782.0,,,,30.0,EPA,,,,,,No,,,,,,,jdowney,2015-05-15 00:00:00,MRESTAIN,2023-05-24 17:53:43,,,Y,R5-0380,,,41,,,,C-0231-06
1046,1862,1783.0,,,,92.0,State,,,,,,No,,,,,,,jdowney,2015-05-27 00:00:00,GRUDLOFF,2023-07-12 16:02:03,,,Y,R5-0388,,,41,,,,C-0268-02
1047,1863,1784.0,,,,92.0,State,,,,,,No,,,,,,,jdowney,2015-05-15 00:00:00,GRUDLOFF,2023-07-12 16:03:21,,,Y,R5-0384,,,41,,,,C-0410-99
1048,2072,1993.0,,Unconditional,,26.0,EPA,,Tribe,,Soil,,No,N,,,,,,Lthomas,2017-11-01 00:00:00,,2021-12-16 11:12:50,,,Y,Release 1,,,,,3,,
1050,2082,2003.0,,Unconditional,,26.0,State,,NM State Fund,,"Groundwater, Soil",,No,N,,,,,,Lthomas,2020-02-20 00:00:00,,2021-12-16 11:12:50,,,Y,Release 1,,,,,3:2,,
1051,2092,2013.0,,Unconditional,,26.0,State,,NM State Fund,,"Groundwater, Soil",,No,N,,,,,,Lthomas,2019-12-19 00:00:00,,2021-12-16 11:12:50,,,Y,Release 1,,,,,3:2,,
1053,2103,2024.0,,Unconditional,,27.0,EPA,,Tribe,,Soil,,No,N,,,,,,Lthomas,2019-09-23 00:00:00,,2021-12-16 11:12:50,,,Y,Release 1,,,,,3,,
1054,2103,2024.0,,Unconditional,,26.0,EPA,,Tribe,,Soil,,No,N,,,,,,rmoya,2019-09-12 00:00:00,,2021-12-16 11:12:50,,,Y,Release 2,,,,,3,,
1055,2105,2026.0,,Unconditional,,27.0,State,,NMED,,"Groundwater, Soil",,No,N,,,,,,Lthomas,2019-12-19 00:00:00,,2021-12-16 11:12:50,,,Y,Release 1,,,,,3:2,,
1056,2107,2028.0,,Unconditional,,26.0,EPA,,Coushatta,,Soil,,No,N,,,,,,Lthomas,2019-09-23 00:00:00,,2021-12-16 11:12:50,,,Y,Release 1,,,,,3,,
1057,2111,2032.0,,Unconditional,,27.0,EPA,,EPA,,Soil,,No,N,,,,,,Lthomas,2019-09-23 00:00:00,,2021-12-16 11:12:50,,,Y,Release 1,,,,,3,,
1058,2120,2041.0,,Unconditional,,26.0,State,,NMED,,"Groundwater, Soil",,No,N,,,,,,Lthomas,2019-12-19 00:00:00,,2021-12-16 11:12:50,,,,Release 1,,,,,3:2,,
1059,2122,2043.0,,Unconditional,,27.0,EPA,,Tribe,,Soil,,No,N,,,,,,Lthomas,2019-09-23 00:00:00,,2021-12-16 11:12:50,,,Y,Release 1,,,,,3,,
1060,2124,2045.0,,Unconditional,,27.0,EPA,,EPA R6,,"Groundwater, Soil",,Yes,N,,,,,,Lthomas,2019-09-23 00:00:00,,2021-12-16 11:12:50,,,Y,Release 1,,,,,3:2,,
1061,2130,2051.0,,Unconditional,,27.0,EPA,,Tribe,,Soil,,No,N,,,,,,Lthomas,2019-09-23 00:00:00,,2021-12-16 11:12:50,,,Y,Release 1,,,,,3,,
1062,2132,2053.0,,Unconditional,,26.0,State,,NM Trust Fund,,,,No,N,,,,,,Lthomas,2019-12-19 00:00:00,,2021-04-28 08:29:54,,,Y,Release 1,,,,,,,
1063,2140,2061.0,,Unconditional,,27.0,EPA,,Laguna Dev. Co.,,Soil,,No,N,,,,,,Lthomas,2019-09-23 00:00:00,,2021-12-16 11:12:50,,,Y,Release 1,,,,,3,,
1064,2140,2061.0,,Unconditional,,27.0,EPA,,Laguna Dev'l. Corp.,,Soil,,No,N,,,,,,Lthomas,2013-09-12 00:00:00,,2021-12-16 11:12:50,,,Y,Release 2,,,,,3,,
1065,2141,2062.0,,Unconditional,,27.0,EPA,,Tribe,,Soil,,No,N,,,,,,Lthomas,2019-09-23 00:00:00,,2021-12-16 11:12:50,,,Y,Release 1,,,,,3,,
1067,2158,2079.0,,Unconditional,,26.0,EPA,,Enron,,"Groundwater, Soil",,No,N,,,,,,Lthomas,2020-02-20 00:00:00,,2021-12-16 11:12:50,,,Y,Release 1,,,,,3:2,,
1068,2161,2082.0,,Unconditional,,26.0,State,,NMED,,"Groundwater, Soil",,No,N,,,,,,Lthomas,2019-12-19 00:00:00,,2021-12-16 11:12:50,,,Y,Release 1,,,,,3:2,,
1069,2166,2087.0,,Unconditional,,26.0,EPA,,Pawnee Nation,,Soil,,No,N,,,,,,Lthomas,2017-11-01 00:00:00,,2021-12-16 11:12:50,,,Y,Release 1,,,,,3,,
1071,2171,2092.0,,Unconditional,,27.0,EPA,,Tribe,,Soil,,No,N,,,,,,Lthomas,2019-09-23 00:00:00,,2021-12-16 11:12:50,,,Y,Release 1,,,,,3,,
1072,2172,2093.0,,Unconditional,,27.0,EPA,,Tribe,,"Depth to Groundwater: 11, Soil",,No,N,,,,,,Lthomas,2019-09-23 00:00:00,,2021-12-16 11:12:50,,,Y,Release 1,,,,,3:2,Depth to Groundwater: 11,
1074,2175,2096.0,,Unconditional,,27.0,EPA,,Pete Trujillo,,Groundwater,,No,N,,,,,,Lthomas,2019-09-23 00:00:00,,2021-12-16 11:12:50,,,Y,Release 1,,,,,2,,
1076,2192,2113.0,,Unconditional,,26.0,EPA,,Cherokee Nation,,Soil,,No,N,,,,,,Lthomas,2019-09-23 00:00:00,,2021-12-16 11:12:50,,,Y,Release 1,,,,,3,,
1078,2192,2113.0,,Unconditional,,26.0,EPA,,Tribe,,Soil,,No,N,,,,,,rmoya,2019-09-12 00:00:00,,2021-12-16 11:12:50,,,Y,Release 3,,,,,3,,
1081,2206,2127.0,,Unconditional,,26.0,State,,NM State Fund,,"Groundwater, Soil",,No,N,,,,,,Lthomas,2020-05-14 00:00:00,,2021-12-16 11:12:50,,,Y,Release 1,,,,,3:2,,
1082,2218,2139.0,,Unconditional,Found during Tank removal; Bristol Environmental did limited site assessment,27.0,EPA,,Tribe,,Soil,,Yes,N,N,,,,,Lthomas,2019-09-23 00:00:00,,2021-12-16 11:12:50,,,Y,Release 1,,,,,3,,
1083,2218,2139.0,,Unconditional,Due to overfill,27.0,EPA,,Facility,,Soil,,No,N,N,,,,,Lthomas,2019-09-23 00:00:00,,2021-12-16 11:12:50,,,Y,Release 2,,,,,3,,
1084,2223,2144.0,,Unconditional,,26.0,State,,NMED,,,,No,N,,,,,,Lthomas,2019-12-19 00:00:00,,2021-04-28 08:29:54,,,Y,Release 2,,,,,,,
1085,2223,2144.0,,Unconditional,,26.0,State,,Tribe,,,,No,N,,,,,,Lthomas,2019-02-11 00:00:00,,2021-04-28 08:29:54,,,Y,Release 1,,,,,,,
1086,2229,2150.0,,Unconditional,,26.0,State,,NM,,,,No,N,,,,,,Lthomas,2019-12-19 00:00:00,,2021-04-28 08:29:54,,,Y,Release 2,,,,,,,
