land_location_id,site_id,drnk_water_well_within_14,location_name,address_1,address_2,city,county,state,zip,phone,tribe_owned,tribe,land_status,potential_abandoned,latitude,longitude,lat_lon_source,location_desc,created_by,created_date,updated_by,updated_date,region_id,tribe_id,geo_location
755,PASK001,,ROLLING HILLS CHEVRON,2635 Barham Road,,Corning,Tehama,CA,96021.0,(530) 949-4701,FALSE,PASKENTA BAND OF NOMLAKI INDIANS,Indian Land,,39.87195,-122.201167,,2635 Barham Road,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,87.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe80d8390>
756,TOHO042,,Vaya Chin/BIA Site,,,Vaya Chin,,AZ,,,FALSE,TOHONO O'ODHAM,Indian Land,Y,32.347764,-112.324778,OnlineMapGoogle,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,125.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe80d85d0>
757,TOHO043,no info,Old Greyhound/Trailways Bus Station,,,Sells,Pima,AZ,85634.0,,FALSE,TOHONO O'ODHAM,Indian Land,Y,31.91433,-111.8793,,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,125.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe80d8850>
758,SANC026,,SAN CARLOS TWO SITE,near route 6 and coolidge dam rd.,,San Carlos,Gila,AZ,85550.0,,FALSE,SAN CARLOS APACHE,Indian Land,,33.169246,-110.425991,OnlineMapGoogle,near route 6 and coolidge dam rd.,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,106.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe80d8a90>
759,GILA043,,LOVE'S TRAVEL STOP #328,7001 W. Sundust Road,,Chandler,Maricopa,AZ,85226.0,(405) 302-6640,FALSE,GILA RIVER,Indian Land,,33.280278,-111.961944,,7001 W. Sundust Road,,2014-02-10 18:37:21,AFONG,2021-05-11 23:19:37,1,47.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe80d8d50>
760,NAV473,,ASHELY SUMMIT,Hwy 264 betw. St. Michaels and Ganado,,Saint Michaels,Apache,AZ,86511.0,,FALSE,NAVAJO,Indian Land,Y,35.70291239,-109.3002771,Geocode,,,2014-02-10 18:37:21,,2022-10-06 09:03:01,1,80.0,
761,TOHO044,,BIA HQ BULL PEN,,,Sells,Pima,AZ,85634.0,,FALSE,TOHONO O'ODHAM,Indian Land,,,,,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,125.0,
762,TOMA001,,TORRES MARTINEZ TRAVEL CENTER,3095 Hwy 86,,Salton City,,CA,92275.0,(760) 395-1404,TRUE,TORRES MARTINEZ DESERT INDIANS,Indian Land,,33.352778,-116.019154,,,,2014-02-10 18:37:21,AFONG,2021-05-11 23:29:24,1,127.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe80d9410>
763,HOPI031,,BYRON KOOTSWATEWA GAS STATION,abandoned,,Hotevilla,Navajo,AZ,86030.0,,FALSE,HOPI,Indian Land,Y,35.92442,-110.66892,OnlineMapMS,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,54.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe80d96d0>
764,FALL002,,Fox Peak Station Fernley,1200 Nevada Pacific Parkway,,Fernley,Lyon,NV,89408.0,(775) 575-3520,TRUE,FALLON PAIUTE-SHOSHONE,Indian Land,,39.59771,-119.19671,,,,2014-02-10 18:37:21,AFONG,2021-05-07 14:00:17,1,83.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe80d9950>
765,BLLK001,,PLAYSTATION 777,428 1/2 Chartin Road,,Blue Lake,Humboldt,CA,95525.0,707-668-5101,TRUE,BLUE LAKE RANCHERIA,Indian Land,,40.88408,-123.99794,OnlineMapGoogle,,,2014-02-10 18:37:21,KDIXON,2021-05-08 01:21:22,1,11.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe80d9c50>
766,FIND001,,FT INDEPENDENCE Travel Plaza,135 N. US Hwy 395,,Independence,Inyo,CA,93526.0,(760) 878-2351,TRUE,FORT INDEPENDENCE INDIAN RESERVATION,Indian Land,,36.8364,-118.22974,,,,2014-02-10 18:37:21,LDANOS,2021-05-11 15:11:16,1,42.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe80d9ed0>
767,NAV477,,Forestry Products Industry,North Highway 89,,Gap,Coconino,AZ,86020.0,(505)327-5156,FALSE,NAVAJO,Indian Land,,36.303687,-111.459939,,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,80.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe80da150>
768,JACK001,,Jackson Rancheria General Store,12222 New York Ranch Road,,Jackson,Amador,CA,95642.0,(209) 223-8714,TRUE,JACKSON RANCHERIA BAND OF MIWOK INDIANS,Indian Land,,38.36305,-120.73285,,10690 Dalton Rd.,,2014-02-10 18:37:21,LDANOS,2021-05-12 19:16:47,1,60.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe80da3d0>
769,BEAR001,,Bear River Pump & Play Station,10 Bear Paws Way,,Loleta,Humboldt,CA,95551.0,(707) 737-1900,TRUE,Bear River Band of Rohnerville Rancheria,Indian Land,,40.626434,-124.209808,OnlineMapGoogle,,,2014-02-10 18:37:21,KDIXON,2021-05-07 13:49:32,1,5.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe80da690>
770,NAV475,,White Cone formerly Giant Four Corners #505,27 1/2 N. Hwy 77,,Indian Wells,Navajo,AZ,86031.0,(928) 654-3227,FALSE,NAVAJO,Indian Land,,35.559981,-110.078894,,,,2014-02-10 18:37:21,AFONG,2021-05-19 19:14:28,1,80.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe80da950>
771,PECH003,,PECHANGA GOLF COURSE,45000 Pechanga Parkway,,Temecula,Riverside,CA,92592.0,,TRUE,PECHANGA BAND,Indian Land,,33.4457,-117.1009,OnlineMapGoogle,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,89.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe80dabd0>
772,NAV478,,Mustang/Giant #196,Hwy 602,,Vanderwagen,Mckinley,NM,87326.0,(505) 878-9862,FALSE,NAVAJO,Not Indian Country,,35.289348,-108.755035,,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,80.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe80dae50>
773,NAV442,,Hard Rock Trading Post #2,1/4 - 3/8 of a mile north of main paved road between Hard Rocks and Dinnebito,,Hardrocks,,AZ,86039.0,,FALSE,NAVAJO,Indian Land,Y,,,,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,80.0,
774,CRIT056,,TERRIBLE HERBST #258,921 California Avenue,,Parker,La Paz,AZ,85344.0,(702) 327-0261,FALSE,COLORADO RIVER,Indian Land,,34.1514,-114.2892,,,,2014-02-10 18:37:21,LTU,2021-05-12 15:48:31,1,28.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe80db290>
775,YURO006,,Old Town UST,unavailable,,Klamath,Del Norte,CA,95548.0,,FALSE,YUROK,Fee Land,Y,41.575445,-124.073085,Geocode,,,2014-02-10 18:37:21,,2022-10-06 09:03:01,1,144.0,
776,TULE003,,Tule River Eagle Feather Trading Post,31071 Highway 190,,Springville,Tulare,CA,93265.0,(559) 793-0240,TRUE,TULE RIVER,Indian Land,,36.091412035241845,-118.88207226570742,null,,,2014-02-10 18:37:21,SPLATUK,2021-05-10 16:19:27,1,128.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe80db810>
777,CRIT057,,"Parker Motor Company, Inc.",920 Arizona Ave.,,Parker,La Paz,AZ,85344.0,928-669-2291,N,COLORADO RIVER,Fee Land,,34.147117,-114.288483,,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,28.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe80dba50>
778,SANC032,,San Carlos POP old Logging Camp,Indian Route 8 and POP Ranch Road,,Point of Pines,,AZ,,,N,SAN CARLOS APACHE,Indian Land,Y,33.367317,-109.751101,OnlineMapGoogle,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,106.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe80dbc10>
779,SANC033,,San Carlos T11 ranch,"""Highway 70, Mile Post 260""",,San Carlos,,AZ,,,FALSE,SAN CARLOS APACHE,Indian Land,,33.351283,-110.639951,OnlineMapGoogle,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,106.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe80dbe10>
780,SANC034,,San Carlos BIA Old Jail,White Mountain Avenue and Covetero Street,,San Carlos,Gila,AZ,85550.0,,FALSE,SAN CARLOS APACHE,Indian Land,,33.353423,-110.449932,OnlineMapGoogle,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,106.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe809c090>
781,SANC035,,Point of Pines Ranch,Indian Route 8 and POP Ranch Road,,Point of Pines,,AZ,,,FALSE,SAN CARLOS APACHE,Indian Land,Y,33.367353,-109.751642,OnlineMapGoogle,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,106.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe809c290>
782,SANC036,,San Carlos Anchor 7 Ranch,North of 7 Mile Wash District,,San Carlos,Gila,AZ,85550.0,,FALSE,SAN CARLOS APACHE,Indian Land,Y,33.397316,-110.467481,OnlineMapGoogle,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,106.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe809c4d0>
783,HOPI035,no info,Pollaca- Coach Povatah site,1000 feet West of Hway 264,,Polacca,Navajo,AZ,86042.0,,FALSE,HOPI,Indian Land,Y,35.832858,-110.386917,GPS_EPA,1000 feet West of Hway 264,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,54.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe809c790>
784,GILA044,,Wild Horse Pass Convenience Store & Gas,5139 E. Wild Horse Pass Blvd,,Chandler,Maricopa,AZ,85226.0,(520) 796-5389,TRUE,GILA RIVER,Indian Land,,33.277591,-111.97021,,,,2014-02-10 18:37:21,AFONG,2021-05-11 23:10:06,1,47.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe809ca50>
785,SANC037,,Little Hollywood UST site,Highway 70 (5 miles east of Peridot),,Peridot,Gila,AZ,85542.0,(928) 475-2241,TRUE,SAN CARLOS APACHE,Indian Land,,33.29875,-110.3884,,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,106.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe809cc90>
786,SANC038,,Slaughter Mountain UST site,About 45 miles east of San Carlos on an unnamed road about 15 miles north of Highway 70,,San Carlos,Gila,AZ,85550.0,928-475-2241,TRUE,SAN CARLOS APACHE,Indian Land,,33.154767,-109.795433,,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,106.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe809ced0>
787,FTMO008,,Smith's Fuel #473,4747 AZ-95,,Ft. Mojave,,AZ,86426.0,(801) 974-1510,N,FORT MOJAVE,Indian Land,,35.01916050886587,-114.59842850543959,,4747 HWY 95,,2014-02-10 18:37:21,AFAN,2021-05-12 21:33:17,1,45.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe809d190>
788,ROBI001,,R Pomo Pumps,1585 East Hwy 20,,Nice,Lake,CA,95464.0,(707) 275-0527,Y,Robinson Rancheria of Pomo Indians,Indian Land,,39.13987,-122.88224,OnlineMapGoogle,,,2014-02-10 18:37:21,KDIXON,2021-05-07 02:28:39,1,103.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe809d450>
789,NAV096,,BIA Old Crownpoint Community School,,,Crownpoint,Mckinley,NM,87313.0,,FALSE,NAVAJO,Indian Land,,35.683471,-108.142561,,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,80.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe809d690>
790,SANC040,,Former San Carlos Railroad Depot,San Carlos Avenue,,San Carlos,Gila,AZ,85550.0,,FALSE,SAN CARLOS APACHE,Indian Land,Y,33.346117,-110.455167,GPS_EPA,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,106.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe809d8d0>
791,SANC041,,Former Osborne Gas Station,Aravaipa Road,,San Carlos,Gila,AZ,85550.0,,FALSE,SAN CARLOS APACHE,Indian Land,Y,33.345417,-110.454783,GPS_EPA,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,106.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe809db50>
792,SANC042,,Former George Stevens gas station,Aravaipa Road,,San Carlos,Gila,AZ,85550.0,,FALSE,SAN CARLOS APACHE,Indian Land,Y,33.333605,-110.450214,null,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,106.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe809ddd0>
793,SANC043,,Former Greyhound Bus Depot,Coolidge Dam Road,,Peridot,Gila,AZ,85542.0,,FALSE,SAN CARLOS APACHE,Indian Land,Y,33.179088,-110.52973,GPS_EPA,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,106.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe809e010>
794,SANC044,,Former Doka gas station,Country Road 500,,Bylas,Graham,AZ,85530.0,,FALSE,SAN CARLOS APACHE,Indian Land,Y,33.169317,-110.425933,GPS_EPA,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,106.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe809e250>
795,SANC045,,Former Calva gas station,Country Road 3,,Bylas,Graham,AZ,85530.0,,FALSE,SAN CARLOS APACHE,Indian Land,Y,33.17905,-110.193483,GPS_EPA,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,106.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe809e4d0>
796,SANC046,,Former gas station adajcent to Miracle Church,Hway 70,,Bylas,Graham,AZ,85530.0,,FALSE,SAN CARLOS APACHE,Indian Land,Y,33.1447,-110.1254,GPS_EPA,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,106.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe809e750>
797,SANC047,,Former gas station between two palm trees,Hway 70,,Bylas,Graham,AZ,85530.0,,FALSE,SAN CARLOS APACHE,Indian Land,Y,33.134083,-110.121383,GPS_EPA,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,106.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe809e9d0>
798,SANC048,,Former Hadley gas station,off Hway 70,,Bylas,Graham,AZ,85530.0,,FALSE,SAN CARLOS APACHE,Indian Land,Y,33.133267,-110.1193167,GPS_EPA,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,106.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe809ec50>
799,NAV481,,Tireshop near Palmer's,CHACO Blvd NE of Church road,,Crownpoint,Mckinley,NM,87313.0,,FALSE,NAVAJO,Indian Land,Y,35.681687,-108.153606,,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,80.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe809ee90>
800,TOHO046,,Vamori School,Chukut Kuh District,,Vamori,Pima,AZ,85634.0,,FALSE,TOHONO O'ODHAM,Indian Land,Y,31.720078634214143,-111.91021562325531,OnlineMapGoogle,,,2014-02-10 18:37:21,WFRIER,2021-04-23 16:36:17,1,125.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe809f190>
801,TOHO047,,Site near Quijotoa,"AZ Hway 86, 2 miles W of IR15",,Sells,Pima,AZ,85634.0,,FALSE,TOHONO O'ODHAM,Indian Land,Y,32.168889,-112.134167,GPS_EPA,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,125.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe809f410>
802,TOHO048,,Tracy Store,Pisinemo District,,Sells,Pima,AZ,85634.0,,FALSE,TOHONO O'ODHAM,Indian Land,Y,32.184703,-112.371466,GPS_State,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,125.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe809f6d0>
803,TOHO049,,Gu Vo School,Gu Vo District,,Sells,Pima,AZ,85634.0,,FALSE,TOHONO O'ODHAM,Indian Land,Y,32.061389,-112.573889,GPS_EPA,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,125.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe809f9d0>
804,WMAP055,,Former IHS Hospital,309 2nd Avenue,,Whiteriver,Navajo,AZ,85941.0,,FALSE,WHITE MOUNTAIN APACHE,Indian Land,,33.836051,-109.969503,OnlineMapGoogle,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,135.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe809fc50>
805,RINC002,,7-11 Rincon Travel Plaza,33740 Valley Center Rd. Suite 100,,Valley Center,San Diego,CA,92082.0,,TRUE,RINCON,Indian Land,,33.265799,-116.954217,,,,2014-02-10 18:37:21,AFONG,2021-05-11 22:36:38,1,102.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe809fed0>
806,HOPI032,,Saufkie's MALCO station,Shungopavi Village,,Second Mesa,tsalire,AZ,,,FALSE,HOPI,Indian Land,Y,35.817444,-110.529944,,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,54.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe8090150>
807,HOPI033,,Lomawaima's Residence Old Store,Mishungnovi Village,,Second Mesa,,AZ,,,FALSE,HOPI,Indian Land,,35.803278,-110.495611,,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,54.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe8090350>
808,HOPI034,,Pollaca-Burnt Store,"""Hwy 264, Hopi Traders""",,Pollaca,,AZ,,,FALSE,,Indian Land,,35.837975,-110.377861,,,,2014-02-10 18:37:21,MCOSSON,2022-04-08 15:04:26,1,54.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe8090550>
809,HOPI036,,Funk's Residence,,,Polacca,,AZ,,,FALSE,HOPI,Indian Land,Y,35.840389,-110.37875,,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,54.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe8090750>
810,HOPI037,,Perry Sehongva,State Route 264,,Hotevilla,,AZ,,,FALSE,HOPI,Indian Land,Y,35.918846,-110.663868,OnlineMapMS,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,54.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe8090a10>
811,WMAP052,,CANYON DAY STORE,Hwy 73 and Middle Street,,Whiteriver,Navajo,AZ,85941.0,(928) 338-4967,TRUE,WHITE MOUNTAIN APACHE,Indian Land,,33.790267,-110.023817,,"""MAIN HWY 73
CANYON DAY""",,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,135.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe8090c50>
812,TOHO039,,OLD TEXACO STATION,IN FRONT OF PAPAGO,,Sells,Pima,AZ,85634.0,,TRUE,TOHONO O'ODHAM,Indian Land,,31.920933,-111.889869,,IN FRONT OF PAPAGO,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,125.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe8090e90>
813,SANC039,,Former Tiffany Store,Aravaipa Road,,San carlos,Gila,AZ,85550.0,,True,SAN CARLOS APACHE,Indian Land,Y,33.34535,-110.451933,GPS_EPA,Geophysical survey identified one anomaly indicative of a UST on 9/17/2012.,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,106.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe8091110>
814,WMAP054,,Original Apache Garage,Cody Avenue,,,,AZ,,,FALSE,WHITE MOUNTAIN APACHE,Trust,,34.072871,-109.853448,,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,135.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe80912d0>
815,CRIT000,,CRIT General Files,,,Poston,,AZ,85344.0,,,COLORADO RIVER,Trust,,33.988874,-114.400442,,General location for identifying location of tribal land on map.,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,28.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe8091490>
816,NAV479,,Sawmill Express #527,16 miles NW of Ft. Defiance on Hwy 7,,Fort Defiance,Apache,AZ,86504.0,,,NAVAJO,Indian Land,,35.90118323001825,-109.16404379423564,,,,2014-02-10 18:37:21,SPLATUK,2021-05-10 16:13:58,1,80.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe80916d0>
817,NAV000,,Navajo General Files,,,,,,,,,NAVAJO,Indian Land,,,,,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,80.0,
818,NAV482,,Whitehorse TP (old),"South of NR 9, 42 miles East of NM 371",,Smith Lake,Mckinley,NM,87365.0,,N,NAVAJO,Not Indian Country,Y,35.81446,-107.7485,GPS_EPA,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,80.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe8091990>
819,NONE - GENERAL,,General Entries,,,,,,,,,,Indian Land,,,,,,,2014-02-10 18:37:21,,2016-02-11 14:14:34,1,,
820,SANC?,,San Carlos Potential Sites,,,,,,,,,SAN CARLOS APACHE,Indian Land,,,,,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,106.0,
821,TOHO?,,Tohono Potential 4 sites,,,,,,,,,TOHONO O'ODHAM,Indian Land,,,,,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,125.0,
822,NAV145,,SPEEDY'S # 427 /Sunwest C (formerly Thriftway #264),HWY 264 - Blackhat,,Blackhat,McKinley,NM,87301.0,,N,NAVAJO,Not Indian Country,,35.633051,-108.964668,,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,80.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe8091d50>
823,NAV355,,Red Mesa Trading Comp. ,Highway 197,,Cuba,,NM,,,,NAVAJO,Indian Land,,35.5512,-107.34,Legacy Verified,Highway 197,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,80.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe8091fd0>
824,YURO001,,,,,,,,,,,YUROK,Indian Land,,,,,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,144.0,
825,FTMC000,,Fort McDowell Yavapai General Files,,,Fountain Hills ,,AZ,,,,FORT MCDOWELL YAVAPAI,Indian Land,,,,,,,2014-02-10 18:37:21,WFRIER,2021-04-28 11:45:52,1,44.0,
826,CABA000,,,,,,,,,,,CABAZON BAND of MISSION INDIANS,Indian Land,,,,,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,14.0,
828,AKCH006,,,,,,,,,,,AK CHIN,Indian Land,,,,,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,2.0,
830,CEAD001,,Rabbit Traxx,580 Patterson St.,,Cedarville,Modoc,CA,96104.0,(530) 279-2022,Y,Cedarville Rancheria,Indian Land,,41.529306,-120.182083,GPS_EPA,,,2014-02-10 18:37:21,KDIXON,2021-05-07 14:14:03,1,21.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe80925d0>
831,CRIT013,,,,,,,AZ,85344.0,,,COLORADO RIVER,Indian Land,,,,,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,28.0,
832,FTMC006,,,,,,,,,,,FORT MCDOWELL YAVAPAI,Indian Land,,33.6373,-111.6778,OnlineMapGoogle,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,44.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe8092810>
834,GILA000,,Gila River General Files,,,,,,,,,GILA RIVER,Indian Land,,,,,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,47.0,
835,GILA001,,Blackwater Community School,,,,,AZ,,,,GILA RIVER,Indian Land,,33.03179761026647,-111.58037708091804,OnlineMapGoogle,,,2014-02-10 18:37:21,WFRIER,2021-04-30 10:02:09,1,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe8092ad0>
836,GILA025,,MICA,Baseline Road & 83rd Ave,,Laveen,Maricopa,AZ,85339.0,,,GILA RIVER,Indian Land,,33.37714417585237,-112.23698646620238,,,,2014-02-10 18:37:21,WFRIER,2021-04-30 10:14:16,1,47.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe8092d50>
837,HOOP004,,Hoopa Health Association ,,,Hoopa,Humboldt,CA,,,,HOOPA,Indian Land,,,,,,,2014-02-10 18:37:21,WFRIER,2021-04-30 10:59:04,1,53.0,
838,HOOP006,,,,,,,,,,,HOOPA,Indian Land,,,,,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,53.0,
839,HOOP009,,Klamath-Trinity Unified School District,,,Hoopa,Humboldt,CA,,,,HOOPA,Indian Land,,,,,,,2014-02-10 18:37:21,WFRIER,2021-04-30 11:14:26,1,53.0,
840,HOOP010,,Klamath-Trinity Unified School District ,,,Hoopa,Humboldt,CA,,,,HOOPA,Indian Land,,,,,,,2014-02-10 18:37:21,WFRIER,2021-04-30 11:21:07,1,53.0,
841,HOOP011,,Klamath-Trinity Unified School District,,,Hoopa,Humboldt,CA,,,,HOOPA,Indian Land,,,,,,,2014-02-10 18:37:21,WFRIER,2021-04-30 11:25:05,1,53.0,
843,HOPI006,,,,,,,,,,,HOPI,Indian Land,,,,,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,54.0,
844,LASV000,,Las Vegas Paiute General Files,,,,,,,,,LAS VEGAS PAIUTE,Indian Land,,,,,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,67.0,
845,NAV016,,,,,,,,,,,NAVAJO,Indian Land,,,,,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,80.0,
846,NAV076,,,,,,,,,,,NAVAJO,Indian Land,,,,,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,80.0,
847,NAV081,,,,,,,,,,,NAVAJO,Indian Land,,,,,,,2014-02-10 18:37:21,,2020-06-27 10:25:32,1,80.0,
848,NAV089,,Kaibeto Boarding School,,,,,AZ,,,,NAVAJO,Indian Land,,,,,,,2014-02-10 18:37:21,WFRIER,2021-04-30 13:26:05,1,,
849,NAV091,,Tonolea / Red Lake School,,,,,AZ,,,,NAVAJO,Indian Land,,36.323009,-110.948569,GPS_Tribe,,,2014-02-10 18:37:21,WFRIER,2021-04-30 14:37:52,1,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe8093bd0>
850,NAV094,,Greyhills Academy High School,160 Warrior Dr,,Tuba City,Coconino,AZ,86045.0,,FALSE,NAVAJO,Indian Land,,36.127789994069694,-111.22094603817885,OnlineMapGoogle,,,2014-02-10 18:37:21,WFRIER,2021-04-30 14:54:50,1,80.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe8093ed0>
851,NAV109,,Rock Point Community School,Highway 191,,,,AZ,86545.0,,,NAVAJO,Indian Land,,36.7158638338514,-109.61917270389621,,,,2014-02-10 18:37:21,WFRIER,2021-05-03 13:12:00,1,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe8134110>
