financial_responsibility_id,facility_id,fr_type,issuer,policy_no,effective_start_date,effective_end_date,created_by,created_date,updated_by,updated_date,third_party,first_dollar,occurrence_amount,aggregate_amount,cleanup
4128,9160,Insurance,,,,,htimothy,1999-01-27 00:00:00,,,,,,,
4129,9161,State Fund,PSTF,,,,eorzech,2011-11-28 00:00:00,,,,,,,
4130,9162,State Fund,,,,,htimothy,1999-01-26 00:00:00,,,,,,,
4131,9165,State Fund,,,,,PJM,1994-12-27 00:00:00,,,,,,,
4132,9166,State Fund,,,,,htimothy,1999-01-27 00:00:00,,,,,,,
4133,9167,Insurance,American Intl Speciality Lines Insurance,ST 1959250,2009-09-01,2010-09-01,eorzech,2011-11-28 00:00:00,,,,,,,
4134,9167,Insurance,Chartis Speciality Insurance Company,ST 1959250,2010-09-01,2011-09-01,eorzech,2011-11-28 00:00:00,,,,,,,
4135,9167,Insurance,PTSF,151 (transfer),2010-09-01,2011-09-01,eorzech,2011-11-28 00:00:00,,,,,,,
4136,9168,State Fund,,,,,htimothy,1999-01-27 00:00:00,,,,,,,
4137,9169,State Fund,PSTF,,2008-09-01,2009-09-01,CBoulind,2011-09-02 00:00:00,,,,,,,
4138,9170,State Fund,,,,,UT,1994-03-03 00:00:00,,,,,,,
4139,9171,Insurance,,,,,rjarvis,1997-08-14 00:00:00,,,,,,,
4140,9173,Insurance,,,,,rjarvis,1997-08-14 00:00:00,,,,,,,
4141,9174,State Fund,PSTF,137,2004-12-01,2005-12-01,CBoulind,2010-12-07 00:00:00,,,,,,,
4142,9176,Self Insured,,,,,htimothy,1999-03-11 00:00:00,,,,,,,
4143,9177,Self Insured,,,,,dgray,1998-12-09 00:00:00,,,,,,,
4144,9178,State Fund,,,,,htimothy,1999-03-23 00:00:00,,,,,,,
4145,9179,State Fund,PSTF,3,1998-08-01,1999-08-01,eorzech,2011-11-28 00:00:00,,,,,,,
4146,9180,Insurance,,,,,rjarvis,1997-08-07 00:00:00,,,,,,,
4147,9181,Trust Fund,,,,,dgray,1998-09-04 00:00:00,,,,,,,
4148,9182,State Fund,,,,,htimothy,1999-02-25 00:00:00,,,,,,,
4149,9183,State Fund,PSTF,,,,eorzech,2012-02-15 00:00:00,,,,,,,
4150,9185,Insurance,,,,,dgray,1998-01-08 00:00:00,,,,,,,
4151,9189,State Fund,PSTF,1235,2004-06-01,2005-06-01,CBoulind,2010-12-09 00:00:00,,,,,,,
4152,9190,Insurance,PSTF,276,2005-04-01,2006-04-01,htimothy,1999-01-25 00:00:00,,,,,,,
4153,9191,State Fund,PSTF,,2005-02-01,2006-02-01,DEBUG,2010-12-09 00:00:00,,,,,,,
4154,9192,State Fund,PSTF,257,1996-04-01,1997-04-01,eorzech,2012-02-27 00:00:00,,,,,,,
4155,9193,State Fund,,,,,AF,1995-12-28 00:00:00,,,,,,,
4156,9195,State Fund,,,,,HTIMOTHY,1999-02-10 00:00:00,,,,,,,
4157,9196,State Fund,PSTF,80,2003-10-01,2004-10-01,DEBUG,2010-12-09 00:00:00,,,,,,,
4158,9198,State Fund,PSTF,,2003-06-01,2004-06-01,CBoulind,2010-12-09 00:00:00,,,,,,,
4159,9199,State Fund,PSTF,,2003-06-01,2004-06-01,CBoulind,2010-12-09 00:00:00,,,,,,,
4160,9201,State Fund,PSTF,3,1998-08-01,1999-08-01,eorzech,2011-11-29 00:00:00,,,,,,,
4161,9202,Insurance,PSTF,,2007-10-01,2008-10-01,eorzech,2011-11-29 00:00:00,,,,,,,
4162,9203,Self Insured,,,,,htimothy,1999-02-08 00:00:00,,,,,,,
4163,9204,Insurance,,,,,cboulind,2003-11-10 00:00:00,,,,,,,
4164,9205,State Fund,PSTF,1236,2000-06-19,2001-06-19,CBoulind,2010-12-10 00:00:00,,,,,,,
4165,9206,Insurance,,,,,VF,1992-05-19 00:00:00,,,,,,,
4166,9207,State Fund,PSTF,1254,2000-09-18,2000-09-01,CBoulind,2011-05-12 00:00:00,,,,,,,
4167,9208,Self Insured,,,,,htimothy,1999-01-25 00:00:00,,,,,,,
4168,9209,Insurance,,,,,AF,1995-12-28 00:00:00,,,,,,,
4169,9210,State Fund,PSTF,1401,2004-07-16,2005-07-01,CBoulind,2010-12-10 00:00:00,,,,,,,
4170,9211,State Fund,PSTF,424,2003-10-01,2004-10-01,CBoulind,2010-12-10 00:00:00,,,,,,,
4171,9214,State Fund,PSTF,,2003-07-01,2004-07-01,CBoulind,2010-12-10 00:00:00,,,,,,,
4172,9216,State Fund,PSTF,,2003-12-01,2004-12-01,CBoulind,2010-12-10 00:00:00,,,,,,,
4173,9217,State Fund,,,,,htimothy,1999-01-27 00:00:00,,,,,,,
4174,9217,Other,,,,,htimothy,1999-01-27 00:00:00,,,,,,,
4175,9218,Self Insured,,,2004-04-12,2005-04-12,CBoulind,2010-12-10 00:00:00,,,,,,,
4176,9219,Self Insured,,,,,htimothy,1999-03-26 00:00:00,,,,,,,
4177,9220,State Fund,PSTF,11,1998-11-01,1999-11-01,CBoulind,2010-12-10 00:00:00,,,,,,,
4178,9221,State Fund,PSTF,80,2003-10-01,2004-10-01,CBoulind,2010-12-10 00:00:00,,,,,,,
4179,9225,State Fund,,,,,htimothy,1999-01-25 00:00:00,,,,,,,
4180,9226,State Fund,,,,,htimothy,1999-01-25 00:00:00,,,,,,,
4181,9227,State Fund,,,,,htimothy,1999-01-28 00:00:00,,,,,,,
4182,9228,State Fund,PSTF,,2003-11-01,2004-11-01,CBoulind,2010-12-10 00:00:00,,,,,,,
4183,9229,Insurance,PSTF,3,1998-08-01,1999-08-01,eorzech,2011-11-29 00:00:00,,,,,,,
4184,9230,State Fund,PSTF,11,1998-11-01,1999-11-01,CBoulind,2010-12-10 00:00:00,,,,,,,
4185,9231,State Fund,,,,,htimothy,1999-01-25 00:00:00,,,,,,,
4186,9232,Self Insured,,,,,rjarvis,1997-08-07 00:00:00,,,,,,,
4187,9233,Insurance,,,,,htimothy,1999-01-25 00:00:00,,,,,,,
4188,9234,Insurance,PSTF,239,2005-03-01,2006-03-01,KHolt,2005-11-15 00:00:00,,,,,,,
4189,9236,State Fund,,,,,htimothy,1999-01-25 00:00:00,,,,,,,
4190,9237,State Fund,PSTF,,2003-06-01,2004-06-01,CBoulind,2010-12-09 00:00:00,,,,,,,
4191,9238,State Fund,PSTF,1235,2004-06-01,2005-06-01,DEBUG,2010-12-09 00:00:00,,,,,,,
4192,9240,Insurance,,,,,UT,1993-12-13 00:00:00,,,,,,,
4193,9241,State Fund,PSTF,300,2003-05-01,2004-05-01,CBoulind,2010-12-14 00:00:00,,,,,,,
4194,9243,State Fund,PSTF,719,2003-07-01,2004-07-01,CBoulind,2010-12-14 00:00:00,,,,,,,
4195,9244,Insurance,AIG,,2003-05-01,2004-05-01,CBoulind,2010-12-14 00:00:00,,,,,,,
4196,9245,Self Insured,,,,,htimothy,1999-03-26 00:00:00,,,,,,,
4197,9245,State Fund,,,,,htimothy,1999-03-26 00:00:00,,,,,,,
4198,9246,State Fund,,,,,dgray,1998-01-16 00:00:00,,,,,,,
4199,9248,State Fund,PSTF,1126,2002-10-01,2003-10-01,CBoulind,2012-04-05 00:00:00,,,,,,,
4200,9250,State Fund,,,,,DGRAY,1999-01-12 00:00:00,,,,,,,
4201,9251,Insurance,PSTF,711,2005-05-01,2006-05-01,DGRAY,1999-01-12 00:00:00,,,,,,,
4202,9253,Insurance,PSTF,,2003-03-18,2004-03-18,eorzech,2011-11-29 00:00:00,,,,,,,
4203,9254,State Fund,PSTF,,,,CBoulind,2011-01-20 00:00:00,,,,,,,
4204,9256,State Fund,PSTF,3,2005-08-01,2006-08-01,CBoulind,2011-01-20 00:00:00,,,,,,,
4205,9257,State Fund,PSTF,3,2005-08-01,2006-08-01,CBoulind,2011-01-20 00:00:00,,,,,,,
4206,9257,State Fund,PSTF,3,1997-08-01,1998-08-01,eorzech,2011-11-30 00:00:00,,,,,,,
4207,9257,State Fund,PSTF,3,1998-08-01,1999-08-01,eorzech,2011-11-30 00:00:00,,,,,,,
4208,9258,State Fund,PSTF,3,2005-08-01,2006-08-01,CBoulind,2011-01-20 00:00:00,,,,,,,
4209,9258,State Fund,PSTF,3,1998-08-01,1999-08-01,eorzech,2011-11-30 00:00:00,,,,,,,
4210,9259,Insurance,,,,,abaron,2003-11-20 00:00:00,,,,,,,
4211,9260,Other,PTSF,,2003-07-01,2004-07-01,eorzech,2011-11-30 00:00:00,,,,,,,
4212,9261,Insurance,National Union Fire Insurance Co.,RMGL 394-8924,2006-10-01,2007-10-01,CBoulind,2011-01-21 00:00:00,,,,,,,
4213,9262,State Fund,PTSF,,2005-11-01,2006-11-01,eorzech,2012-03-07 00:00:00,,,,,,,
4214,9263,State Fund,PSTF,158,1997-12-01,1998-12-01,eorzech,2012-03-07 00:00:00,,,,,,,
4215,9264,State Fund,PSTF,232,2006-03-01,2007-03-01,CBoulind,2011-10-14 00:00:00,,,,,,,
4216,9265,State Fund,PSTF,95,2006-11-01,2007-11-01,KMills,2006-12-12 00:00:00,,,,,,,
4217,9266,State Fund,PTSF,,2004-12-01,2005-12-01,eorzech,2012-03-07 00:00:00,,,,,,,
4218,9267,State Fund,PSTF,389,2005-08-01,2006-08-01,CBoulind,2011-02-08 00:00:00,,,,,,,
4219,9268,State Fund,PSTF,389,2005-08-01,2006-08-01,CBoulind,2011-02-08 00:00:00,,,,,,,
4220,9269,State Fund,PSTF,389,2005-08-01,2006-08-01,CBoulind,2011-02-08 00:00:00,,,,,,,
4221,9270,Self Insured,PSTF,39,1997-09-01,1998-09-01,eorzech,2012-03-07 00:00:00,,,,,,,
4222,9271,State Fund,PSTF,389,2005-08-01,2006-08-01,CBoulind,2011-02-08 00:00:00,,,,,,,
4223,9273,State Fund,PSTF,381,1997-07-01,1998-07-01,CBoulind,2011-02-08 00:00:00,,,,,,,
4224,9274,State Fund,PSTF,,2000-12-01,2001-12-01,CBoulind,2011-03-15 00:00:00,,,,,,,
4225,9275,State Fund,,,,,dgray,1998-12-03 00:00:00,,,,,,,
4226,9276,State Fund,PSTF,9,2001-07-01,2002-07-01,CBoulind,2011-02-08 00:00:00,,,,,,,
4227,9277,State Fund,PSTF,9,,,CBoulind,2011-03-15 00:00:00,,,,,,,
4228,9279,State Fund,PTSF,,2005-08-01,2006-08-01,eorzech,2012-03-07 00:00:00,,,,,,,
4229,9280,Insurance,PSTF,1234,2005-06-01,2006-06-01,dgray,1999-01-13 00:00:00,,,,,,,
4230,9281,Insurance,PSTF,325,2005-06-01,2006-06-01,DGRAY,1998-02-04 00:00:00,,,,,,,
4231,9282,State Fund,PSTF,325,2006-06-01,2007-06-01,KMills,2006-12-12 00:00:00,,,,,,,
4232,9283,State Fund,PSTF,,2005-03-01,2006-03-01,KHolt,2007-01-25 00:00:00,,,,,,,
4233,9284,State Fund,,,,,rjarvis,1997-08-12 00:00:00,,,,,,,
4234,9285,Self Insured,PSTF,675,2004-12-01,2005-12-01,CBoulind,2011-02-08 00:00:00,,,,,,,
4235,9286,Govt. Entity: Federal Covered,,,,,CBoulind,2011-02-08 00:00:00,,,,,,,
4236,9288,State Fund,PSTF,113,2002-11-01,2003-11-01,CBoulind,2011-01-06 00:00:00,,,,,,,
4237,9292,State Fund,PSTF,11,1998-11-01,1999-11-01,CBoulind,2011-03-15 00:00:00,,,,,,,
4238,9293,State Fund,PSTF,,2005-04-01,2006-04-01,CBoulind,2011-02-08 00:00:00,,,,,,,
4239,9294,State Fund,PSTF,1,2001-07-01,2002-07-01,CBoulind,2011-02-08 00:00:00,,,,,,,
4240,9295,State Fund,PSTF,11,1998-11-01,1999-11-01,eorzech,2012-03-07 00:00:00,,,,,,,
4241,9296,State Fund,IPCWF,,2003-10-01,2004-10-01,eorzech,2011-12-01 00:00:00,,,,,,,
4242,9297,State Fund,PSTF,1245,2003-08-01,2004-08-01,eorzech,2011-12-02 00:00:00,,,,,,,
4243,9299,State Fund,PSTF,,,,CBoulind,2011-09-20 00:00:00,,,,,,,
4244,9301,State Fund,PSTF,188,2001-02-01,2002-02-01,CBoulind,2011-02-08 00:00:00,,,,,,,
4245,9303,State Fund,PSTF,,2002-12-01,2003-12-01,CBoulind,2011-02-08 00:00:00,,,,,,,
4246,9304,State Fund,,,,,dgray,1998-02-02 00:00:00,,,,,,,
4247,9305,State Fund,PSTF,,2003-06-01,2004-06-01,CBoulind,2011-03-03 00:00:00,,,,,,,
4248,9306,State Fund,PSTF,,,,eorzech,2012-03-08 00:00:00,,,,,,,
4249,9307,State Fund,PSTF,1343,,,CBoulind,2011-03-03 00:00:00,,,,,,,
4250,9308,State Fund,PSTF,113,2002-11-01,2003-11-01,CBoulind,2011-01-06 00:00:00,,,,,,,
4251,9309,Self Insured,PSTF,,2001-11-01,2002-11-01,eorzech,2011-12-09 00:00:00,,,,,,,
4252,9310,Self Insured,,,2001-05-01,2002-05-01,CBoulind,2011-03-15 00:00:00,,,,,,,
4253,9312,State Fund,PSTF,,2006-06-01,2007-06-01,CBoulind,2011-02-23 00:00:00,,,,,,,
4254,9314,State Fund,PSTF,95,2004-11-01,2005-11-01,CBoulind,2011-03-03 00:00:00,,,,,,,
4255,9315,State Fund,PSTF,424,2005-10-01,2006-10-01,CBoulind,2011-03-03 00:00:00,,,,,,,
4256,9317,State Fund,PSTF,,2004-12-01,2005-12-01,CBoulind,2011-03-03 00:00:00,,,,,,,
4257,9318,State Fund,PSTF,,,,CBoulind,2013-01-18 00:00:00,,,,,,,
4258,9319,State Fund,PSTF,,2003-08-01,2004-08-01,CBoulind,2011-03-08 00:00:00,,,,,,,
4259,9320,State Fund,PSTF,,2006-10-01,2007-10-01,CBoulind,2011-03-08 00:00:00,,,,,,,
4260,9321,Other,,,,,rcutler,2003-11-13 00:00:00,,,,,,,
4261,9322,State Fund,,,,,DGRAY,1999-01-12 00:00:00,,,,,,,
4262,9324,State Fund,PSTF,710,2005-05-01,2006-05-01,CBoulind,2011-03-08 00:00:00,,,,,,,
4263,9325,State Fund,PSTF,325,2005-06-01,2006-06-01,dgray,1998-10-21 00:00:00,,,,,,,
4264,9326,State Fund,PSTF,334,2005-06-01,2006-06-01,KMills,2005-11-03 00:00:00,,,,,,,
4265,9327,State Fund,PSTF,11,2004-11-01,2005-11-01,dgray,1998-01-12 00:00:00,,,,,,,
4266,9327,State Fund,PSTF,11,1998-11-01,1999-11-01,eorzech,2011-12-19 00:00:00,,,,,,,
4267,9328,State Fund,PSTF,985,2005-02-01,2006-02-01,KMills,2005-11-02 00:00:00,,,,,,,
4268,9329,State Fund,PSTF,761,2005-01-01,2006-01-01,KMills,2005-11-02 00:00:00,,,,,,,
4269,9330,Not Listed,,,,,KHolt,2006-12-05 00:00:00,,,,,,,
4270,9331,State Fund,PSTF,,2005-12-01,2006-12-01,ABaron,2006-11-06 00:00:00,,,,,,,
4271,9333,State Fund,PSTF,,2006-03-01,2007-03-01,ABaron,2006-11-03 00:00:00,,,,,,,
4272,9334,State Fund,,,,,PJM,1995-02-24 00:00:00,,,,,,,
4273,9335,State Fund,,,,,DGRAY,1999-01-11 00:00:00,,,,,,,
4274,9341,State Fund,PSTF,,2006-07-01,2007-07-01,CBoulind,2011-03-22 00:00:00,,,,,,,
4275,9342,State Fund,PSTF,151,2002-12-01,2003-12-01,eorzech,2011-12-19 00:00:00,,,,,,,
4276,9342,Self Insured,,,2003-05-20,2004-05-20,CBoulind,2011-03-22 00:00:00,,,,,,,
4277,9342,Insurance,Chartis Speciality,1959 250,2010-09-01,2011-09-01,eorzech,2011-12-19 00:00:00,,,,,,,
4278,9342,Insurance,PSTF,18,2010-08-01,2011-08-01,eorzech,2011-12-19 00:00:00,,,,,,,
4279,9343,State Fund,PSTF,891,2005-05-01,2006-05-01,CBoulind,2011-03-22 00:00:00,,,,,,,
4280,9344,State Fund,PSTF,,2005-12-01,2006-12-01,ABaron,2006-11-06 00:00:00,,,,,,,
4281,9344,State Fund,PSTF,,2007-12-07,2008-12-07,eorzech,2011-12-20 00:00:00,,,,,,,
4282,9345,State Fund,PSTF,,2006-06-01,2007-06-01,CBoulind,2011-03-22 00:00:00,,,,,,,
4283,9347,Self Insured,,,,,DGRAY,1999-01-11 00:00:00,,,,,,,
4284,9347,Insurance,,,,,DGRAY,1999-01-11 00:00:00,,,,,,,
4285,9348,State Fund,PSTF,11,2002-11-01,2003-11-01,CBoulind,2011-03-18 00:00:00,,,,,,,
4286,9349,Self Insured,,,,,DGRAY,1999-01-11 00:00:00,,,,,,,
4287,9350,State Fund,PSTF,,2005-11-01,2020-11-01,ABaron,2006-11-03 00:00:00,,,,,,,
4288,9353,State Fund,PSTF,274,2006-04-01,2007-04-01,CBoulind,2011-03-15 00:00:00,,,,,,,
4289,9355,State Fund,PSTF,844,2007-09-01,2008-09-01,CBoulind,2011-03-22 00:00:00,,,,,,,
4290,9356,State Fund,PSTF,249,2007-03-01,2008-03-01,eorzech,2011-12-20 00:00:00,,,,,,,
4291,9356,State Fund,PSTF,249,2008-03-01,2009-03-01,eorzech,2011-12-20 00:00:00,,,,,,,
4292,9358,State Fund,PSTF,,2000-03-01,2001-03-01,CBoulind,2011-03-15 00:00:00,,,,,,,
4293,9359,State Fund,PSTF,095,2006-11-01,2007-11-01,CBoulind,2011-03-22 00:00:00,,,,,,,
4294,9360,State Fund,PSTF,11,2004-11-01,2005-11-01,CBoulind,2011-03-22 00:00:00,,,,,,,
4295,9360,State Fund,PSTF,11,1998-11-01,1999-11-01,eorzech,2011-12-20 00:00:00,,,,,,,
4296,9360,State Fund,PSTF,11,2002-11-01,2003-11-01,eorzech,2011-12-20 00:00:00,,,,,,,
4297,9361,Govt. Entity: Federal Covered,,,,,CBoulind,2011-06-10 00:00:00,,,,,,,
4298,9362,State Fund,PSTF,,2008-06-01,2009-06-01,eorzech,2011-12-21 00:00:00,,,,,,,
4299,9363,State Fund,PSTF,597,2003-05-01,2004-05-01,CBoulind,2011-03-22 00:00:00,,,,,,,
4300,9364,State Fund,PSTF,274,2003-04-01,2004-04-01,CBoulind,2011-03-15 00:00:00,,,,,,,
4301,9365,State Fund,PSTF,693,2003-02-01,2004-02-01,CBoulind,2011-03-22 00:00:00,,,,,,,
4302,9366,State Fund,PSTF,,2003-03-01,2004-03-01,CBoulind,2011-03-22 00:00:00,,,,,,,
4303,9367,State Fund,PSTF,1301,2001-07-25,2002-07-01,eorzech,2011-12-21 00:00:00,,,,,,,
4304,9367,State Fund,PSTF,,2007-07-01,2008-07-01,eorzech,2011-12-21 00:00:00,,,,,,,
4305,9369,State Fund,PSTF,,2007-06-01,2008-06-01,eorzech,2011-12-21 00:00:00,,,,,,,
4306,9370,State Fund,PSTF,,2003-05-01,2004-05-01,CBoulind,2011-03-15 00:00:00,,,,,,,
4307,9370,State Fund,PSTF,517,2008-05-01,2009-05-01,eorzech,2011-12-21 00:00:00,,,,,,,
4308,9372,State Fund,PSTF,,2006-03-01,2007-03-01,ABaron,2006-11-03 00:00:00,,,,,,,
4309,9373,State Fund,,,,,DGRAY,1999-01-12 00:00:00,,,,,,,
4310,9374,State Fund,PSTF,1383,2003-12-17,2004-12-01,CBoulind,2011-04-29 00:00:00,,,,,,,
4311,9375,State Fund,,,,,htimothy,1999-04-22 00:00:00,,,,,,,
4312,9376,Self Insured,,,,,htimothy,1999-04-22 00:00:00,,,,,,,
4313,9376,State Fund,,,,,htimothy,1999-04-22 00:00:00,,,,,,,
4314,9377,State Fund,PSTF,,2005-06-01,2006-06-01,CBoulind,2011-04-29 00:00:00,,,,,,,
4315,9378,State Fund,PSTF,,2005-08-01,2006-08-01,CBoulind,2011-04-29 00:00:00,,,,,,,
4316,9379,State Fund,PSTF,,2005-04-01,2006-04-01,CBoulind,2011-04-29 00:00:00,,,,,,,
4317,9380,State Fund,PSTF,,2005-01-01,2006-01-01,KMills,2005-12-14 00:00:00,,,,,,,
4318,9381,State Fund,PSTF,,2005-04-01,2006-04-01,CBoulind,2011-04-29 00:00:00,,,,,,,
4319,9382,State Fund,PSTF,,2005-04-04,2006-04-01,CBoulind,2011-04-29 00:00:00,,,,,,,
4320,9383,State Fund,PSTF,,2005-05-01,2006-05-01,CBoulind,2010-12-02 00:00:00,,,,,,,
4321,9384,State Fund,PSTF,,,,CBoulind,2014-04-08 00:00:00,,,,,,,
4322,9385,State Fund,PTSF,934,2004-12-01,2005-12-01,eorzech,2012-09-07 00:00:00,,,,,,,
4323,9387,State Fund,PSTFG,,2005-08-01,2006-08-01,CBoulind,2011-05-03 00:00:00,,,,,,,
4324,9388,State Fund,PSTF,,2003-08-01,2004-08-01,CBoulind,2011-05-03 00:00:00,,,,,,,
4325,9389,State Fund,PSTF,,2005-07-01,2006-07-01,CBoulind,2011-03-24 00:00:00,,,,,,,
4326,9390,State Fund,PSTF,,,,CBoulind,2011-05-03 00:00:00,,,,,,,
4327,9390,State Fund,PSTF,,2016-12-01,2017-12-01,JGreeves,2017-07-25 00:00:00,,,,,,,
4328,9391,State Fund,,,,,UT,1993-07-21 00:00:00,,,,,,,
4329,9392,State Fund,PSTF,,2003-09-29,2004-09-29,CBoulind,2011-05-03 00:00:00,,,,,,,
4330,9395,State Fund,PTSF,,2005-01-01,2006-01-01,eorzech,2012-03-08 00:00:00,,,,,,,
4331,9396,State Fund,PSTF,3,2005-08-01,2006-08-01,CBoulind,2011-05-05 00:00:00,,,,,,,
4332,9396,State Fund,PSTF,,1998-08-01,1999-08-01,eorzech,2011-12-30 00:00:00,,,,,,,
4333,9398,State Fund,PSTF,,1999-01-01,2000-01-01,eorzech,2012-03-09 00:00:00,,,,,,,
4334,9402,State Fund,PSTF,11,1998-11-01,1999-11-01,CBoulind,2011-05-05 00:00:00,,,,,,,
4335,9404,State Fund,PSTF,9,2002-07-01,2003-07-01,CBoulind,2011-03-22 00:00:00,,,,,,,
4336,9405,State Fund,PSTF,,2005-10-01,2006-10-01,JGreeves,2017-07-25 00:00:00,,,,,,,
3425,8252,Insurance,,,,,cboulind,2003-10-31 00:00:00,,,,,,,
3426,8252,Insurance,Colony,,2007-02-20,2008-02-20,JGreeves,2007-04-16 00:00:00,,,,,,,
3427,8257,Self Insured,,,,,SUP,1996-02-21 00:00:00,,,,,,,
3428,8262,Insurance,Colony Insurance Co.,,2006-07-20,2007-07-20,CBoulind,2019-07-24 00:00:00,,,,,,,
3429,8262,Insurance,Colony Insurance Co.,WA629878-13,2018-07-20,2019-07-20,JGreeves,2020-09-30 00:00:00,,,,,,,
3430,8262,Insurance,Colony Insurance Co.,,2020-07-20,2021-07-20,JGreeves,2020-09-30 00:00:00,,,,,,,
3431,8263,Self Insured,,,2003-09-30,2004-09-30,CBoulind,2013-01-22 00:00:00,,,,,,,
3432,8263,Self Insured,,,2007-01-08,2008-01-08,CBoulind,2013-01-22 00:00:00,,,,,,,
3433,8265,Self Insured,,,,,cboulind,2005-07-21 00:00:00,,,,,,,
3434,8266,Insurance,,,,,PHarris,1999-05-05 00:00:00,,,,,,,
3435,8269,Insurance,Evanston Insurance Co.,03WSTP0165,2003-12-31,2004-12-31,CBoulind,2013-01-04 00:00:00,,,,,,,
3436,8269,Insurance,Colony Insurance Co.,,2006-12-31,2007-12-31,CBoulind,2013-01-04 00:00:00,,,,,,,
3437,8269,Insurance,Colony Insurance Co.,WA641369-9,2018-12-31,2019-12-31,CBoulind,2019-07-23 00:00:00,,,,,,,
3438,8275,Insurance,Colony Insurance Co.,,2006-09-29,2007-09-29,CBoulind,2013-01-04 00:00:00,,,,,,,
3439,8275,Insurance,Colony Insurance Co.,WA727230,2003-09-29,2004-09-29,CBoulind,2013-01-04 00:00:00,,,,,,,
3440,8278,Govt. Entity: Federal Covered,,,,,CBoulind,2013-01-22 00:00:00,,,,,,,
3441,8290,Insurance,Colony Insurance Co.,WA629886,2004-08-01,2005-08-01,CBoulind,2013-01-04 00:00:00,,,,,,,
3442,8295,Self Insured,,,,,wmoon,1999-04-09 00:00:00,,,,,,,
3443,8296,Insurance,,,,,system admin,1998-07-07 00:00:00,,,,,,,
3444,8298,Self Insured,,,,,cboulind,2005-01-12 00:00:00,,,,,,,
3445,8298,Self Insured,,,,,JGreeves,2007-04-18 00:00:00,,,,,,,
3446,8300,Self Insured,,,,,SUP,1992-06-02 00:00:00,,,,,,,
3447,8301,Self Insured,,,,,cboulind,2003-02-24 00:00:00,,,,,,,
3448,8302,Self Insured,,,,,system admin,1998-02-19 00:00:00,,,,,,,
3449,8305,Insurance,Evanston Insurance Co.,#03WSTP0170,2003-01-01,2004-01-01,CBoulind,2019-12-19 00:00:00,,,,,,,
3450,8305,Insurance,Colony Insurance Company,,2006-01-01,2007-01-01,CBoulind,2019-09-20 00:00:00,,,,,,,
3451,8306,Insurance,Evanston Insurance Co.,3WSTP0170,2003-01-01,2004-01-01,CBoulind,2019-12-19 00:00:00,,,,,,,
3452,8306,Insurance,Colony Insurance Co.,,2006-01-01,2007-01-01,JGreeves,2020-09-29 00:00:00,,,,,,,
3453,8306,Insurance,Colony Insurance Co,WA642611,2020-04-18,2021-04-18,JGreeves,2020-09-29 00:00:00,,,,,,,
3454,8307,Insurance,Zurich,USC5236567,2004-02-15,2005-02-15,CBoulind,2013-01-04 00:00:00,,,,,,,
3455,8307,Insurance,Zurich,,2007-02-15,2008-02-15,JGreeves,2007-04-19 00:00:00,,,,,,,
3456,8308,Self Insured,Chevron,,1993-04-30,1994-04-30,CBoulind,2019-12-19 00:00:00,,,,,,,
3457,8308,Insurance,Colony / Marsh,,2005-09-29,2006-09-29,JGreeves,2006-09-14 00:00:00,,,,,,,
3458,8310,Insurance,Colony Insurance Co.,WA727320,2004-06-16,2005-06-16,CBoulind,2013-01-04 00:00:00,,,,,,,
3459,8310,Insurance,Colony,,2006-06-16,2007-06-16,JGreeves,2007-04-18 00:00:00,,,,,,,
3460,8313,Insurance,American Intl Speciality Lines Ins. Co.,PLS6191639,2001-11-24,2004-11-24,CBoulind,2013-01-04 00:00:00,,,,,,,
3461,8313,Insurance,Illinois Union Ins Co,,2007-04-03,2008-04-03,JGreeves,2007-04-17 00:00:00,,,,,,,
3462,8318,Govt. Entity: Federal Covered,,,,,CBoulind,2017-09-12 00:00:00,,,,,,,
3463,8321,Insurance,Zurich American Insurance Co.,1700549,1996-06-03,1997-06-03,CBoulind,2013-11-22 00:00:00,,,,,,,
3464,8323,Insurance,,,,,PHarris,1999-05-05 00:00:00,,,,,,,
3465,8324,Insurance,Colony Insurance Co.,WA629985,2005-04-01,2006-04-01,CBoulind,2010-04-20 00:00:00,,,,,,,
3466,8324,Insurance,Colony Insurance Co.,WA641662-8,2018-11-10,2019-11-10,CBoulind,2019-07-23 00:00:00,,,,,,,
3467,8326,Self Insured,,,,,system admin,1998-02-19 00:00:00,,,,,,,
3468,8331,State Fund,,,,,cboulind,2005-03-03 00:00:00,,,,,,,
3469,8331,Govt. Entity: State Covered,,,,,JGreeves,2007-04-18 00:00:00,,,,,,,
3470,8334,Insurance,Colony Insurance Co.,WA642138,2015-01-14,2016-01-14,DEBUG,2015-05-18 00:00:00,,,,,,,
3471,8338,Insurance,Commerce & Industry Insurance Co.,UST 6067873,1995-07-15,1996-07-15,CBoulind,2016-03-10 00:00:00,,,,,,,
3472,8339,Self Insured,,,,,cboulind,2003-10-31 00:00:00,,,,,,,
3473,8339,Insurance,,,,,cboulind,2003-10-31 00:00:00,,,,,,,
3474,8339,Self Insured,,,2004-07-01,2007-07-01,JGreeves,2006-09-14 00:00:00,,,,,,,
3475,8345,Insurance,Evanston Insurance Co.,02WSTP0155,2002-11-01,2003-11-01,CBoulind,2012-10-30 00:00:00,,,,,,,
3476,8345,Insurance,United Capitol Insurance Co.,,,,CBoulind,2012-10-30 00:00:00,,,,,,,
