facility_owner_id,facility_owner_name,address_1,address_2,city,county,state,zip,phone,fax,owner_comment,contact_name,tax_id,created_by,created_date,updated_by,updated_date,email_addr,ownership
134,BUREAU OF INDIANS AFFAIRS (BIA),"""3600 LIME ST., SUITE 722""",,Riverside,Riverside,CA,92501.0,(909) 276-6635,,,LEELEN BERRIGAN,,,2014-02-10 19:05:33,,,,
135,DELVIN KANE,60 NORTH BARLOW LANE,,Bishop,Inyo,CA,93514.0,,,,,,,2014-02-10 19:05:33,,,,
136,PAUMA BAND OF MISSION INDIANS,P.O. BOX 86,,Pauma Valley,San Diego,CA,92061.0,(619) 742-1289,,,JAMES QUISQUIS,,,2014-02-10 19:05:33,,,,
137,PYRAMID LAKE FISHERIES,STAR ROUTE,,Reno,Washoe,NV,89510.0,(702) 476-0500,,,PAUL WAGNER,,,2014-02-10 19:05:33,,,,
138,U.S. DEPT. OF THE INTERIOR,"""U.S. FISH AND WILDLIFE
911 NE 11TH AVENUE""",,Portland,Multnomah,OR,97232.0,,,,PATRICIA MASTERSON,,,2014-02-10 19:05:33,,,,
139,CHEVRON USA PRODUCTS,P.O. BOX 2833,,La Habra,Orange,CA,90632.0,(310) 694-7300,,,DAN GALLAGHER,,,2014-02-10 19:05:33,,,,
140,TEXZONA CATTLE FEEDERS,NO STREET ADDRESS,,Chandler,Maricopa,AZ,85224.0,(602) 892-1500,,OPERATED BY TEXZONA CATTLE FEEDERS UNTIL 1993,MARK IMHOFF,,,2014-02-10 19:05:33,,,,
141,SALT RIVER SAND AND ROCK,"""9595 E. MCKELLIPS
P.O. BOX 728""",,Scottsdale,Maricopa,AZ,85257.0,(602) 990-1987,,,JIM GREEN,,,2014-02-10 19:05:33,,,,
142,RUMSEY INDIAN RANCHERIA,P.O. BOX 18,,Brooks,Yolo,CA,95606.0,(916) 796-3400,,CA INSPECTED 10/98,TAMARA FULLERTON,,,2014-02-10 19:05:33,,,,
143,PYRAMID LAKE PAIUTE TRIBE,P.O. BOX 256,,Wadsworth,Washoe,NV,89442.0,(775) 574-1000,,,ALAN MANDEL,,,2014-02-10 19:05:33,,,,
144,INDIAN TRAILS MINI STORAGE LTD.,18810 MONTEWOOD DR.,,Saratoga,Santa Clara,CA,95070.0,(408) 354-7747,,,S. BRENT KELLIS,,,2014-02-10 19:05:33,,,,
145,UNITED METRO MATERIALS FACILITY,P.O. BOX 52140,,Phoenix,Maricopa,AZ,85072.0,(602) 276-4211,,FORMERLY UNION ROCK AND MATERIALS,WILLIAM PECK,`,,2014-02-10 19:05:33,,,,
146,NOLINE AND SMITH CORP.,P.O. BOX 10425,,Scottsdale,Maricopa,AZ,85271.0,(480) 423-0585,,,"""ROGER SMITH, JR,""",,,2014-02-10 19:05:33,,,,
147,CITY OF PHOENIX,2441 S. 22ND AVE.,,Phoenix,Maricopa,AZ,85009.0,(602) 262-6841,,,ELTON BRAKHANE,,,2014-02-10 19:05:33,,,,
148,SALT RIVER PIMA,"""ROUTE 1, BOX 216""",,Scottsdale,Maricopa,AZ,85256.0,(602) 941-7277,,,,,,2014-02-10 19:05:33,,,,
149,TOSCO MARKETING CO.,3350 N. CENTRAL AVE.,,Phoenix,Maricopa,AZ,85012.0,(602) 200-4517,,"""MAILING ADDRESS: 
P.O. BOX 52085
PHOENIX, AZ 85072""",JAMES TROTTER,,,2014-02-10 19:05:33,,,,
150,VULCAN MATERIALS CALMAT DIVISION,1801 E. UNIVERSITY DRIVE,,Phoenix,Maricopa,AZ,85034.0,(602) 254-8465,(602) 253-1026,formerly CalMat Co. of Arizona and Industrial Asphalt,ANDY SIERSMA,,,2014-02-10 19:05:33,,,,
151,RAY JUAN (SALT RIVER PIMA-MARICOPA I.C.),P.O. BOX 216,,Scottsdale,Maricopa,AZ,85256.0,(602) 874-8160,,,RAY JUAN,,,2014-02-10 19:05:33,,,,
152,JOYCE AND TERRENCE HOULE,4001 N. PIMA ROAD,,Paradise Valley,Maricopa,AZ,85253.0,(480) 483-8378,(480) 970-6259,,JOYCE HOULE,,,2014-02-10 19:05:33,,,,
153,SALT RIVER PIMA-MARICOPA INDIAN COMMUNITY,P.O. BOX 35395,,Phoenix,Maricopa,AZ,85021.0,(602) 264-0511,,,STEVEN PARKER,,,2014-02-10 19:05:33,,,,
154,PAVILION LAKES GOLF COURSE,8870 E. INDIAN BEND RD.,,Scottsdale,Maricopa,AZ,85256.0,(602) 948-3370,,,ANTHONY ASHFORD,,,2014-02-10 19:05:33,,,,
155,PHELPS DODGE CORP.,NO STREET ADDRESS,,Morenci,Greenlee,AZ,85540.0,(602) 865-4521,,,TED COGUT,,,2014-02-10 19:05:33,,,,
156,BIA - SAN CARLOS AGENCY,P.O. BOX 209,,San Carlos,Gila,AZ,85550.0,(520) 475-2880,,,MELVIN ANTONIO,,,2014-02-10 19:05:33,,,,
157,SAN CARLOS UNIFIED SCHOOL DISTRICT #20,P.O. BOX 207,,San Carlos,Gila,AZ,85550.0,(602) 475-2315,,,TOM SEVICK,,,2014-02-10 19:05:33,,,,
158,MACE AVIATION (CUTTER AIRPORT),P.O. BOX 2775,,Globe,Gila,AZ,85502.0,(602) 425-5906,,,CAROL / BOB MACE,,,2014-02-10 19:05:33,,,,
159,SAN CARLOS APACHE TRIBE,P.O. BOX 0,,San Carlos,Gila,AZ,85550.0,(928) 475-2218,(928) 475-2268,,TERRY JONES,,,2014-02-10 19:05:33,,,,
160,EMPIRE SOUTHWEST,1725 S. COUNTRY CLUB DRIVE,,Mesa,Maricopa,AZ,85202.0,(602) 898-4477,,,DAVID STREETER,,,2014-02-10 19:05:33,,,,
161,SAN XAVIER DEVELOPMENT AUTHORITY,7800 S. NOGALES HWY,,Tucson,Pima,AZ,85706.0,(520) 746-3692,,,CHRIS O'NEAL,,,2014-02-10 19:05:33,,,,
162,STAYSHONS ENTERPRISES LLC,8823 CHAPARRAL AVE.,,Scottsdale,Maricopa,AZ,85250.0,(480) 990-2004,(480) 946-1449,,LEON BURLEW,,,2014-02-10 19:05:33,,,,
163,LAMBERT NOLINE and DAVIS DUDE,P. O. BOX 566,,Peridot,Gila,AZ,85542.0,(602) 475-2609,,,DAVIS DUDE,,,2014-02-10 19:05:33,,,,
164,TULE RIVER TRIBAL COUNCIL,340 NORTH RESERVATION RD.,,Porterville,Tulare,CA,93257.0,(209) 781-4271,,,NANCY MCDARMENT,,,2014-02-10 19:05:33,,,,
165,WALKER RIVER PAIUTE TRIBE,P.O. BOX 220,,Schurz,Mineral,NV,89427.0,(702) 773-2002,,,TAD WILLIAMS,,,2014-02-10 19:05:33,,,,
166,WASHOE TRIBE OF NEVADA AND CALIFORNIA,919 S.R 395 S.,,Gardnerville,Douglas,NV,89410.0,(702) 265-4191,,,A. BRIAN WALLACE,,,2014-02-10 19:05:34,,,,
167,WHITE MOUNTAIN APACHE (APACHE SERVICES),"""P.O. 700
210 EAST WALNUT STREET""",,Whiteriver,Navajo,AZ,85941.0,(602) 338-4967,,,JOHN BEREMAN,,,2014-02-10 19:05:34,,,,
168,AMERICAN TELEPHONE & TELEGRAPH (AT&T),3950 N. USERY PASS ROAD,,Mesa,Maricopa,AZ,85207.0,(602) 271-3693,,,BRUCE CARTWRIGHT,,,2014-02-10 19:05:34,,,,
169,MIKE COOLEY,NO SSTREET ADDRESS,,Whiteriver,Navajo,AZ,85941.0,(520) 338-4713,,ALTERNATE PHONE#: 520.369.0938,,,,2014-02-10 19:05:34,,,,
170,SHIRLEY FOWLER,P.O. BOX 1510,,Whiteriver,Navajo,AZ,85941.0,(602) 338-4401,,,SHIRLEY FOWLER,,,2014-02-10 19:05:34,,,,
171,ADAM LUPE,P.O. BOX 573,,Whiteriver,Navajo,AZ,85941.0,,,,ADAM LUPE,,,2014-02-10 19:05:34,,,,
172,LOUZELLA OLSON,P.O. BOX 1655,,Whiteriver,Navajo,AZ,85941.0,,,,LOUZELLA OLSON,,,2014-02-10 19:05:34,,,,
173,YAVAPAI TRIBE (PRESCOTT),530 E. MERRITT,,Prescott,Yavapai,AZ,86302.0,(602) 445-8790,,,DEREK JOHNSON,,,2014-02-10 19:05:34,,,,
174,TREJO INVESTMENTS,P.O. BOX 3000,,Mesa,Maricopa,AZ,85275.0,(602) 833-1199,,OBSERVED OPERATING 02/22/01. NOT INSPECTED SINCE 1998?.,DON FISHER,,,2014-02-10 19:05:34,,,,
175,YERINGTON PAIUTE TRIBE,171 CAMPBELL LANE,,Yerington,Lyon,NV,89447.0,(702) 463-7866,(775) 463-7697,,MISTY WILSON,,,2014-02-10 19:05:34,,,,
176,BILL PEARSON MARKET,NO STREET ADDRESS,,Hoopa,Humboldt,CA,95546.0,,,,BILL PEARSON,,,2014-02-10 19:05:34,,,,
177,AK-CHIN INDIAN COMMUNITY,S.R. RTE. 2 - PETERS AND NALL RDS.,,Maricopa,Pinal,AZ,85239.0,(602) 568-2227,,,ARTHUR CANNON,,,2014-02-10 19:05:34,,,,
178,VEKOL COMMISSARY,P.O. BOX 694,,Maricopa,Pinal,AZ,85239.0,(602) 568-2225,,,JIM ROBINETTE,,,2014-02-10 19:05:34,,,,
179,BARONA BAND (MISSION INDIANS),1054-C BARONA ROAD,,Lakeside,San Diego,CA,92040.0,(619) 443-0592,,,ALFRED GARCIA,,,2014-02-10 19:05:34,,,,
180,"""EQUILON ENTERPRISES, LLC""","""3333 EAST CAMELBACK ROAD
SUITE 170""",,Phoenix,Maricopa,AZ,85018.0,(602) 954-0460,,,RICH STOYKO,,,2014-02-10 19:05:34,,,,
181,YAVAPAI APACHE TRIBE,P.O. BOX 1188,,Camp Verde,Yavapai,AZ,86322.0,(602) 569-3379,,,TED SMITH,,,2014-02-10 19:05:34,,,,
182,"""HAVASU PALMS, INC.""",P.O. BOX 78,,Parker Dam,San Bernardino,CA,92267.0,(602) 453-5999,,,WALTER JOHNSON,,,2014-02-10 19:05:34,,,,
183,CHEMEHUEVI INDIAN TRIBE ENTERPRISES,P.O. BOX 1976,,Needles,San Bernardino,CA,92363.0,(619) 858-4531,,,MARTHA WETMORE,,,2014-02-10 19:05:34,,,,
184,CITY OF YUMA,155 W. 14TH ST.,,Yuma,Yuma,AZ,85364.0,(602) 343-8662,,,BYRON JOHNSON,,,2014-02-10 19:05:34,,,,
185,COCOPAH INDIAN TRIBE,15126 S. AVE. 'B',,Yuma,Yuma,AZ,85364.0,(602) 344-4814,,,KELLY SANSOM,,,2014-02-10 19:05:34,,,,
186,TELLES RANCH INC.,P.O. BOX 'V',,Blythe,Riverside,CA,92226.0,(619) 922-2139,,,CECIL BORBOA,,,2014-02-10 19:05:34,,,,
187,COLORADO RIVER INDIAN TRIBES,P.O. BOX 23B,,Parker,La Paz,AZ,85344.0,(520) 662-4336,,,CONNER BYESTEWA,,,2014-02-10 19:05:34,,,,
188,PARKER UNIFIED SCHOOL DISTRICT,P.O. BOX 1089,,Parker,La Paz,AZ,85344.0,(602) 669-9851,,,ART FOX,,,2014-02-10 19:05:34,,,,
189,JAMES FRANKLIN ELLIS,P.O. BOX BG,,Parker,La Paz,AZ,85344.0,(602) 669-8352,,,JAMES ELLIS,,,2014-02-10 19:05:34,,,,
190,KENNEL MCGUIRE,P.O. BOX 1148,,Parker,La Paz,AZ,85344.0,(602) 669-2473,,,KENNEL MCGUIRE,,,2014-02-10 19:05:34,,,,
191,PARADISE POINT CAMP. INC.,19 MILES N. OF HWY 95,,Blythe,Riverside,CA,92225.0,(619) 922-8380,,,JAMES DEAN,,,2014-02-10 19:05:34,,,,
192,WATERWHEEL CAMP REC. AREA,H.C.R. 20-2900,,Blythe,Riverside,CA,92225.0,(619) 922-3863,,,ROBERT JOHNSON,,,2014-02-10 19:05:34,,,,
193,"""TONY MARTINEZ, JR,""",P.O. BOX 3092,,Parker,La Paz,AZ,85344.0,(602) 662-4272,,,TONY MARTINEZ,,,2014-02-10 19:05:35,,,,
194,ROVEY LAND AND CATTLE CO.,P.O. BOX 126,,Parker,La Paz,AZ,85344.0,(602) 662-4125,,NO USTs,ALBERT ROVEY,,,2014-02-10 19:05:35,,,,
195,"""BILL HERRICK, INC.""",P.O. BOX 122,,Parker,La Paz,AZ,85344.0,(602) 669-2681,,,WILLIAM HERRICK,,,2014-02-10 19:05:35,,,,
196,CARLA POOLE,P.O. BOX 322,,Parker,La Paz,AZ,85344.0,(520) 669-5647,,,CARLA POOLE,,,2014-02-10 19:05:35,,,,
197,SAGUARO CHEVROLET INC.,2500 INDUSTRIAL PARK PL.,,Parker,La Paz,AZ,85344.0,(602) 669-2228,,,RICK VORIS,,,2014-02-10 19:05:35,,,,
198,THE TANNER COMPANIES,2.5 MILES N. HWY 95,,Parker,La Paz,AZ,85344.0,(602) 669-9251,,,GEORGE DAVIS,,,2014-02-10 19:05:35,,,,
199,BIG RIVER DEVELOPMENT CO.,DEL REY & RIO MESA DR.,,Big River,San Bernardino,CA,92242.0,(619) 665-2194,,,NO NAME,,,2014-02-10 19:05:35,,,,
200,DUCKWATER SHOSHONE TRIBE,P.O. BOX 68,,Duckwater,White Pine,NV,89314.0,(702) 863-0227,,,ROBERT KETCHUM,,,2014-02-10 19:05:35,,,,
201,MOHAVE VALLEY FLYING SERVICE,BOUNDARY CONE ROAD,,Mohave Valley,Mohave,AZ,86440.0,(602) 768-3100,,,JAMES TOWELL,,,2014-02-10 19:05:35,,,,
202,DESERT MAGIC FARMS,7520 HWY 95,,Mohave Valley,Mohave,AZ,86440.0,(602) 768-7648,,,VICTOR WAKIMOTO,,,2014-02-10 19:05:35,,,,
203,MOHAVE FARMS,1/2 MILE W. BOUNDARY CONE ROAD,,Mohave Valley,Mohave,AZ,86440.0,(520) 330-3103,,,CHIP SHERRILL,,,2014-02-10 19:05:35,,,,
204,FORT MOJAVE INDIAN TRIBE,500 MERRIMAN AVE.,,Needles,San Bernardino,CA,92363.0,(619) 326-4591,,,WILLIAM GREEN,,,2014-02-10 19:05:35,,,,
205,"""RUSSELL BROS. RANCHES, INC.""",P.O. BOX 580,,Needles,San Bernardino,CA,92363.0,(619) 326-3060,,,M.G. RUSSELL,,,2014-02-10 19:05:35,,,,
206,FORT MCDOWELL INDIAN COMMUNITY,P.O. BOX 17779,,Fountain Hills,Maricopa,AZ,85268.0,(602) 990-0995,,,DENNIS VAUGHN,,,2014-02-10 19:05:35,,,,
207,FORT YUMA-QUECHAN INDIAN TRIBE,P.O. BOX 373,,Winterhaven,Imperial,CA,92283.0,(619) 572-0231,,,ARSENIO MACARAEG,,,2014-02-10 19:05:35,,,,
208,MORONGO BAND OF MISSION INDIANS,11581 POTRERO ROAD,,Banning,Riverside,CA,92220.0,(909) 849-4697,,,JAMES FLETCHER,,,2014-02-10 19:05:35,,,,
209,PEDDIE AUTOMOTIVE,101 N. CHIEF AVE.,,Whiteriver,Navajo,AZ,85941.0,(602) 338-4740,,,HARWARD PEDDIE,,,2014-02-10 19:05:35,,,,
210,WHITERIVER UNIFIED SCHOOL DISTRICT,P.O. BOX 190,,Whiteriver,Navajo,AZ,85941.0,(602) 338-4842,,,BENEDICT LUPE,,,2014-02-10 19:05:35,CPROKOP,2015-03-31 11:07:45,,
211,BILL WALLACE,S.R. 86,,Sells,Pima,AZ,85634.0,(520) 383-2899,,,BILL WALLACE,,,2014-02-10 19:05:35,,,,
212,"""ERNEST LEWIS, JR.""",P.O. BOX 1343,,Hoopa,Humboldt,CA,95546.0,(530) 625-4175,,,ERNEST LEWIS,,,2014-02-10 19:05:35,,,,
213,RENO-SPARKS INDIAN COLONY,98 COLONY ROAD,,Reno,Washoe,NV,89502.0,(702) 329-2936,,,,,,2014-02-10 19:05:35,,,,
214,FERRELL SECAKUKU,P.O. BOX,,Second Mesa,Navajo,AZ,86043.0,(520) 737-2510,,,FERRELL SECAKUKU,,,2014-02-10 19:05:35,,,,
215,PWH TEXACO FOOD AND AUTO CENTER,P.O. BOX 440,,Second Mesa,Navajo,AZ,86043.0,(520) 737-2675,,,PERY HONANI,,,2014-02-10 19:05:35,,,,
216,SAN CARLOS LAKE DEVELOPMENT. CORP.,"""P.O. BOX 24, HCR""",,Peridot,Gila,AZ,85542.0,(520) 475-2756,,,ELLIOTT TALGO,,,2014-02-10 19:05:35,,,,
217,BRUCE TOM,P.O. BOX 38,,Schurz,Mineral,NV,89427.0,(702) 773-2550,,,EVERETT KINERSON,,,2014-02-10 19:05:35,,,,
218,NAVAJO NATION DIV. OF ECON. DEV.,P.O. BOX 663,,Window Rock,McKinley,AZ,86515.0,(505) 871-6288,,,FRANK JISHIE,,,2014-02-10 19:05:35,,,,
219,ARIZONA PUBLIC SERVICE,P.O. BOX 53999,,Phoenix,Maricopa,AZ,85072.0,(602) 250-3225,,,FLOYD CONLEY,,,2014-02-10 19:05:35,,,,
220,HOOPA VALLEY TRIBE,P.O. BOX 1348,,Hoopa,Humboldt,CA,95546.0,(530) 625-5515,,,EMILY HUSTED,,,2014-02-10 19:05:36,,,,
221,"""ULTRAMAR, INC.""",525 WEST 3RD ST.,,Hanford,Kings,CA,93230.0,(209) 583-5598,,,SANDY HUFF,,,2014-02-10 19:05:36,,,,
222,ALAMO NAVAJO CHAPTER,P.O. BOX 383,,Magdalena,Socorro,NM,87825.0,(505) 854-2686,,"""MCK. Reviewed file 3/21/02. Tank notification dated 4/15/99 shours 2 USTs (2,000 and 1,000 gal). Owner is Archie Apachito.  Can't tell by file if operating or not.  Could use an inspection when we can get down to this area.  South of Albuquerque.""",ARCHIE APACHITO,,,2014-02-10 19:05:36,,,,
223,"""PETRO USA, INC.""",P.O. BOX 6570,,Farmington,San Juan,NM,87401.0,(505) 327-4963,,,QUENTIN GALBRAITH,,,2014-02-10 19:05:36,,,,
224,WOLD LOGGING COMPANY,P.O. BOX 758,,Hoopa,Humboldt,CA,95546.0,(530) 625-4983,,,BILL WOLD,,,2014-02-10 19:05:36,,,,
225,LA JOLLA BAND OF INDIANS,"""100 CAMPGROUND ROAD
STAR ROUTE P.O. BOX 158""",,Valley Center,San Diego,CA,92082.0,(760) 742-3771,,,JACK MUSICK,,,2014-02-10 19:05:36,,,,
226,Hoopa Economic Development Association,,,Hoopa,Humboldt,CA,95546.0,,,,,,,2014-02-10 19:05:36,,,,
227,GEORGIANNA MCGLAMARY,AGUA CALIENTE INDIAN RESERVATION,,Palm Springs,Riverside,CA,92262.0,,,,GEORGIANNA MCGLAMARY,,,2014-02-10 19:05:36,,,,
228,ARIZONA DEPT. OF PUBLIC WORKS,WOODRUFF AND OVERFIELD RDS.,,Coolidge,Pinal,AZ,85228.0,(602) 562-3349,,FORMERLY CENTRAL ARIZONA COLLEGE.,MICHAEL TOLER,,,2014-02-10 19:05:36,,,,
229,BIA COLORADO RIVER AGENCY,P.O. BOX 9C,,Parker,La Paz,AZ,85344.0,(520) 662-4392,,,JOSEPH FRYE,,,2014-02-10 19:05:36,,,,
230,MORGAN SERVICE STATION,NO STREET ADDRESS,,Kayenta,Navajo,AZ,86033.0,,,"""KINLICHEE, AZ""",FRANK JISHIE,,,2014-02-10 19:05:36,,,,
231,BALDWIN SERVICE STATION,NO STREET ADDRESS,,Ganado,Apache,AZ,86505.0,,,,FRANK JISHIE,,,2014-02-10 19:05:36,,,,
232,MARGARET ESQUERRA HOLT,P.O. BOX 1852,,Parker,La Paz,AZ,85344.0,(602) 662-4281,,,DEMPSEY HOLT,,,2014-02-10 19:05:36,,,,
233,BIA Duck Valley,P.O. BOX 98,,Owyhee,Elko,NV,89832.0,(775) 757-2415,,"""11/99, Facility Manager is Larry Manning, 775-757-2415 ext. 271.""",AREA FACILITY MANAGEMENT OFFICER,,,2014-02-10 19:05:36,,,,
234,INDIAN HEALTH SERVICE,"""TWO RENAISSANCE SQUARE
40 NORTH CENTRAL AVENUE""",,Phoenix,Maricopa,AZ,85004.0,(775) 757-2415,,ext. 271,Larry Manning,,,2014-02-10 19:05:36,,,,
235,ROBERT L. THWEATT,"""HCR 20, BOX 1600""",,Blythe,Riverside,CA,92225.0,(760) 922-2929,,,,,,2014-02-10 19:05:36,,,,
236,ROBERT BROWN dba LOST LAKE RESORT,"""P.O. BOX 6046
LOST LAKE RURAL STATION""",,Blythe,Riverside,CA,92225.0,(760) 664-4413,,,ROBERT BROWN,,,2014-02-10 19:05:36,,,,
237,CALMAT COMPANY,3200 SAN FERNANDO ROAD,,Los Angeles,Los Angeles,CA,90065.0,,,,TONY LUCERO,,,2014-02-10 19:05:36,,,,
238,"""LITTLE WATER EXPRESS, LLC""",501 Airport Drive-Suite 100,,Farmington,San Juan,NM,87401.0,(505) 327-5156,,,,,,2014-02-10 19:05:36,,,,
239,NAVAJO AGRICULTURAL PRODUCTS INDUSTRY,P.O. DRAWER 1318,,Farmington,San Juan,NM,87401.0,,,,CHRIS YAZZIE,,,2014-02-10 19:05:36,,,,
240,"""CROSSROADS CONVENIENCE STORES, LLC""",AZ State Hwy. 98 and Navajo Rt. 16,,Inscription House,Coconino,AZ,86044.0,(928) 672-2350,,,,,,2014-02-10 19:05:36,,,,
241,TSEGI TRADING POST,P.O. BOX 485,,Tuba City,,AZ,86045.0,,,,TINCER NEZ,,,2014-02-10 19:05:36,,,,
242,CHUSKA TRADING POST,NO STREET ADDRESS,,Tohatchi,,NM,87325.0,,,,ARLENE TOUCHIN,,,2014-02-10 19:05:36,,,,
243,TWIN LAKES TRADING POST,"""NO STREET ADDRESS
TWIN LAKES""",,Tohatchi,,NM,87325.0,,,TWIN LAKES IS LOCATED BETWEEN TOHATCHI AND YATAHEY ON HWY 666,,,,2014-02-10 19:05:36,,,,
244,TOHATCHI TRADING POST,NO STREET ADDRESS,,Tohatchi,,NM,87325.0,,,,,,,2014-02-10 19:05:36,,,,
245,BLACK MOUNTAIN TRADING POST,RBDO P.O. BOX 565,,Chinle,Apache,AZ,86503.0,,,,,,,2014-02-10 19:05:36,,,,
246,CRYSTAL TRADING POST,NO STREET ADDRESS,,Window Rock,McKinley,AZ,86515.0,,,,,,,2014-02-10 19:05:36,,,,
247,DAYS TRADING POST,NO STREET ADDRESS,,Window Rock,McKinley,AZ,86515.0,,,,,,,2014-02-10 19:05:37,,,,
248,AMOCO - FORT DEFIANCE,NO STREET ADDRESS,,Fort Defiance,Apache,AZ,86504.0,,,,,,,2014-02-10 19:05:37,,,,
249,RINCON ENERGY INC,330 MC NAB P.O. BOX 558,,San Manuel,Pinal,AZ,85631.0,(520) 385-2359,,,JIMMY V. STOVER,,,2014-02-10 19:05:37,,,,
250,S.C. APACHE GOLD CASINO AND RESORT,"""HWY 70, 6 MI EAST OF GLOBE, AZ""",,San Carlos,Gila,AZ,85550.0,(520) 425-7800,,PHONE: 520-425-7800 EXT 3247,WILLIAM C. PHILLIPS,,,2014-02-10 19:05:37,,,,
251,"""RAMAH NAVAJO SCHOOL BOARD, INC.""",P.O. BOX 10,,Pinehill,Cibola,NM,87357.0,(505) 775-3256,(505) 775-3240,,PHILLIP BELONE,,,2014-02-10 19:05:37,,,,
252,UNION DISTRIBUTING COMPANY,4000 EAST MICHIGAN STREET,,Tucson,Pima,AZ,85714.0,(520) 571-7600,,,R.L.REICH,,,2014-02-10 19:05:37,,,,
253,"""SPUR INDUSTRIES, INC""","""3200 EAST CAMELBACK RD STE 389
P.O. BOX 44015""",,Phoenix,Maricopa,AZ,85064.0,,,,ROGER L. STEVENSON,,,2014-02-10 19:05:37,,,,
254,ELKO COUNTY SCHOOL DISTRICT,1092 BURNS ROAD,,Elko,Elko,NV,89801.0,(702) 738-5196,,,DON ELSER,,,2014-02-10 19:05:37,,,,
255,"""MAC MAGRUDER, SR.""",999 SO. PALM CANYON DRIVE,,Palm Desert,Riverside,CA,92261.0,(760) 325-2901,(760) 325-7748,,"""MAC MAGRUDER, SR.""",,,2014-02-10 19:05:37,,,,
256,LARRY & LEROY MANNING,P.O. BOX 172,,Owyhee,Elko,NV,89832.0,(702) 757-3381,(702) 757-3381,,LEROY G. MANNING,,,2014-02-10 19:05:37,,,,
257,NATIONAL PARK SERVICE (PEFO),PETRIFIED FOREST NATIONAL PARK,,Holbrook,Apache,AZ,86028.0,,,,L.E.GASTELLUM,,,2014-02-10 19:05:37,,,,
258,BABBITT BROS. TRADING CO.,P.O. BOX 1328,,Flagstaff,Coconino,AZ,86002.0,(602) 774-8711,,,,,,2014-02-10 19:05:37,,,,
259,AMERICAN TELEPHONE & TELEGRAPH  (AT&T),4430 ROSEWOOD DR SUITE 3692,,Pleasonton,Alameda,CA,94588.0,(510) 224-1546,,,,,,2014-02-10 19:05:37,,,,
260,THOMAS A. WOOD,21700 AGNES WILSON ROAD,,Poston,La Paz,AZ,85371.0,,,,THOMAS A. WOOD,,,2014-02-10 19:05:37,,,,
261,JIM SANDERS,POSTON & MOHAVE ROAD,,Poston,La Paz,AZ,85371.0,(520) 636-0983,,,,,,2014-02-10 19:05:37,,,,
262,GEORGE STAIN,WEST BOOTH & MAIN DRAIN,,Parker,La Paz,AZ,85344.0,,,,,,,2014-02-10 19:05:37,,,,
263,SACATON SCHOOL DISTRICT,P.O. BOX 98,,Sacaton,Maricopa,AZ,85247.0,(520) 562-3339,,,DARRYL RHODES,,,2014-02-10 19:05:37,,,,
264,LAS VEGAS PAIUTE TRIBE,#1 PAIUTE DRIVE,,Las Vegas,Clark,NV,89106.0,(702) 386-3926,,,STEVEN GILL,,,2014-02-10 19:05:37,,,,
265,PECHANGA BAND,45000 Pechanga Parkway,,Temecula,Riverside,CA,92589.0,(909) 676-2768,,,ANDY MAISEL,,,2014-02-10 19:05:37,,,,
266,OFFICE OF NAVAJO AND HOPI INDIAN RELOCATION,BOX KK,,Flagstaff,Coconino,AZ,86002.0,,,,CLYDE STONAKER,,,2014-02-10 19:05:37,,,,
267,MARICOPA COMMUNITY COLLEGES,2411 WEST 14TH STREET,,Tempe,Maricopa,AZ,85281.0,(602) 731-8870,,,,,,2014-02-10 19:05:37,,,,
268,GOODYEAR TIRE & RUBBER COMPANY,REAL ESTATE DEPT 824,,Akron,Summit,OH,44316.0,,,,BETTIE J. MCRAE,,,2014-02-10 19:05:37,,,,
269,ROLANCO FARMS,"""ROUTE 1, BOX 126""",,Parker,La Paz,AZ,85344.0,,,,ALBERT ROVEY,,,2014-02-10 19:05:37,,,,
270,CHINLE DEVELOPMENT INC,1100 LINTON BLVD,,Delray Beach,Palm Beach,FL,33444.0,(407) 279-9900,,,MICHAEL WALSH,,,2014-02-10 19:05:37,,,,
271,"""PUBLIC HEALTH SERVICE, REGION VI  (IHS)""","""1200 MAIN TOWER BUILDING, ROOM 1900""",,Dallas,Dallas,TX,75202.0,,,,"""YUSUF VORA, PE""",,,2014-02-10 19:05:37,,,,
272,"""BHP MINERALS, NAVAJO MINE""",P.O. BOX 155,,Fruitland,San Juan,NM,87416.0,,,,ORLANDO J. ESTRADA,,,2014-02-10 19:05:37,,,,
273,SYBIL BALDWIN (Lease Holder),P.O. BOX 2817,,Flagstaff,Coconino,AZ,86003.0,(928) 214-8143,(928) 214-8739,,ED FLORES,,,2014-02-10 19:05:37,,,,
274,RUSTY JORDAN,P.O. BOX 2277,,Poston,La Paz,AZ,85371.0,,,,,,,2014-02-10 19:05:37,,,,
275,J&W Store,NO STREET ADDRESS,,Owyhee,Elko,NV,89832.0,,,,,,,2014-02-10 19:05:37,,,,
276,WILDHORSE MARINA,NO STREET ADDRESS,,Owyhee,Elko,NV,89832.0,,,,,,,2014-02-10 19:05:37,,,,
277,SHOSHONE-PAIUTE TRIBES,"""DUCK VALLEY RESERVATION
P.O. BOX 219""",,Owyhee,Elko,NV,89832.0,(775) 757-3161,,,MARCIE PHILLIPS,,,2014-02-10 19:05:37,,,,
278,ARCHULETA RANCH,NO STREET ADDRESS,,Owyhee,Elko,NV,89832.0,,,,,,,2014-02-10 19:05:37,,,,
